instance,instance_sha256,backend,wc,wo,left,right,continuity_left,overtime_left,similarity_left,split_groups_left,continuity_right,overtime_right,similarity_right,split_groups_right,different_caregiver_services,different_slot_services,different_caregiver_groups,workload_l1,parent_sha256,parent_instance,family,target_rho,realized_rho,normal_fraction,anchor,continuity_right_minus_left,overtime_right_minus_left,similarity_right_minus_left,different_objective_vector
instances/research_depth_load_sweep/rho0.55_normal1/instance_u40_a20_v5_seed1002_critical.txt,0c9d395c4a4cf1b11bca4be8d62f5efe0800c9745905abd3b9888319f8459ea0,gurobi-mip,1,1,lex-cos,lex-overtime,0,0,735,0,0,0,735,0,0,0,0,0,aee0a6b7ec9777049ee75f53a345d8b1b5d4d3de33e8d3f6c9559f510624b169,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v5_seed1002_critical.txt,u40_seed1002,0.55,0.5494505494505495,1.0,False,0,0,0,False
instances/research_depth_load_sweep/rho0.55_normal1/instance_u40_a20_v5_seed1002_critical.txt,0c9d395c4a4cf1b11bca4be8d62f5efe0800c9745905abd3b9888319f8459ea0,gurobi-mip,1,1,lex-cos,weighted,0,0,735,0,6,0,755,6,42,106,26,32,aee0a6b7ec9777049ee75f53a345d8b1b5d4d3de33e8d3f6c9559f510624b169,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v5_seed1002_critical.txt,u40_seed1002,0.55,0.5494505494505495,1.0,False,6,0,20,True
instances/research_depth_load_sweep/rho0.55_normal1/instance_u40_a20_v5_seed1002_critical.txt,0c9d395c4a4cf1b11bca4be8d62f5efe0800c9745905abd3b9888319f8459ea0,gurobi-mip,1,1,lex-overtime,weighted,0,0,735,0,6,0,755,6,42,106,26,32,aee0a6b7ec9777049ee75f53a345d8b1b5d4d3de33e8d3f6c9559f510624b169,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v5_seed1002_critical.txt,u40_seed1002,0.55,0.5494505494505495,1.0,False,6,0,20,True
instances/research_depth_load_sweep/rho0.98_normal1/instance_u30_a15_v5_seed1002_critical.txt,1fe632bd9e398426d2150595ae238afd4e9dbb467ac66785d8c96fbdb8f02238,gurobi-mip,1,1,lex-cos,lex-overtime,3,0,501,3,3,0,501,3,0,0,0,0,62008dec11bbf59cff06c3683881ade351ca92418b870d35d1f1890238c858bd,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a15_v5_seed1002_critical.txt,u30_seed1002,0.98,0.974025974025974,1.0,False,0,0,0,False
instances/research_depth_load_sweep/rho0.98_normal1/instance_u30_a15_v5_seed1002_critical.txt,1fe632bd9e398426d2150595ae238afd4e9dbb467ac66785d8c96fbdb8f02238,gurobi-mip,1,1,lex-cos,weighted,3,0,501,3,10,0,540,10,54,80,34,0,62008dec11bbf59cff06c3683881ade351ca92418b870d35d1f1890238c858bd,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a15_v5_seed1002_critical.txt,u30_seed1002,0.98,0.974025974025974,1.0,False,7,0,39,True
instances/research_depth_load_sweep/rho0.98_normal1/instance_u30_a15_v5_seed1002_critical.txt,1fe632bd9e398426d2150595ae238afd4e9dbb467ac66785d8c96fbdb8f02238,gurobi-mip,1,1,lex-overtime,weighted,3,0,501,3,10,0,540,10,54,80,34,0,62008dec11bbf59cff06c3683881ade351ca92418b870d35d1f1890238c858bd,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a15_v5_seed1002_critical.txt,u30_seed1002,0.98,0.974025974025974,1.0,False,7,0,39,True
instances/research_depth_load_sweep/rho0.55_normal0.85/instance_u30_a20_v5_seed1002_critical.txt,a7e7c349d378182d6ea63e02254d37fc4998474b6e3e2c66aac235cc0b85287c,gurobi-mip,1,1,lex-cos,lex-overtime,0,0,529,0,0,0,529,0,0,0,0,0,89692a0adfe31e70296f9df2d93729e2d0d78b4a72a9014431a8e164a2608768,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v5_seed1002_critical.txt,u30_seed1002,0.55,0.5494505494505495,0.85,False,0,0,0,False
instances/research_depth_load_sweep/rho0.55_normal0.85/instance_u30_a20_v5_seed1002_critical.txt,a7e7c349d378182d6ea63e02254d37fc4998474b6e3e2c66aac235cc0b85287c,gurobi-mip,1,1,lex-cos,weighted,0,0,529,0,8,0,560,8,40,63,22,36,89692a0adfe31e70296f9df2d93729e2d0d78b4a72a9014431a8e164a2608768,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v5_seed1002_critical.txt,u30_seed1002,0.55,0.5494505494505495,0.85,False,8,0,31,True
instances/research_depth_load_sweep/rho0.55_normal0.85/instance_u30_a20_v5_seed1002_critical.txt,a7e7c349d378182d6ea63e02254d37fc4998474b6e3e2c66aac235cc0b85287c,gurobi-mip,1,1,lex-overtime,weighted,0,0,529,0,8,0,560,8,40,63,22,36,89692a0adfe31e70296f9df2d93729e2d0d78b4a72a9014431a8e164a2608768,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v5_seed1002_critical.txt,u30_seed1002,0.55,0.5494505494505495,0.85,False,8,0,31,True
instances/research_depth_load_sweep/rho0.85_normal0.7/instance_u40_a20_v4_seed1001_critical.txt,6f0ef0905b02cfe6c257c5b6f09917d76225fe4632a36940f45f6ab8c3bdfc67,gurobi-mip,1,1,lex-cos,lex-overtime,0,28,588,0,0,28,588,0,0,0,0,0,f05bb4ba1ebe8ecf0e95e0508ba8cba7463abb6f7c5a573eafb693c49e861cc0,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v4_seed1001_critical.txt,u40_seed1001,0.85,0.8465608465608465,0.7,False,0,0,0,False
instances/research_depth_load_sweep/rho0.85_normal0.7/instance_u40_a20_v4_seed1001_critical.txt,6f0ef0905b02cfe6c257c5b6f09917d76225fe4632a36940f45f6ab8c3bdfc67,gurobi-mip,1,1,lex-cos,weighted,0,28,588,0,2,33,606,2,41,81,30,14,f05bb4ba1ebe8ecf0e95e0508ba8cba7463abb6f7c5a573eafb693c49e861cc0,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v4_seed1001_critical.txt,u40_seed1001,0.85,0.8465608465608465,0.7,False,2,5,18,True
instances/research_depth_load_sweep/rho0.85_normal0.7/instance_u40_a20_v4_seed1001_critical.txt,6f0ef0905b02cfe6c257c5b6f09917d76225fe4632a36940f45f6ab8c3bdfc67,gurobi-mip,1,1,lex-overtime,weighted,0,28,588,0,2,33,606,2,41,81,30,14,f05bb4ba1ebe8ecf0e95e0508ba8cba7463abb6f7c5a573eafb693c49e861cc0,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v4_seed1001_critical.txt,u40_seed1001,0.85,0.8465608465608465,0.7,False,2,5,18,True
instances/research_depth_load_sweep/rho0.85_normal1/instance_u30_a10_v5_seed1001_critical.txt,a2fe5d60ef12fe5be139d4cbbd237c805439a6824c96d6a75535bd632a31287a,gurobi-mip,1,1,lex-cos,lex-overtime,0,0,561,0,0,0,561,0,0,0,0,0,f0260653f1c0ec8a84896f38a9bfdbc795d01316d5a47411bbb0a60f7a6e9958,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a10_v5_seed1001_critical.txt,u30_seed1001,0.85,0.847457627118644,1.0,False,0,0,0,False
instances/research_depth_load_sweep/rho0.85_normal1/instance_u30_a10_v5_seed1001_critical.txt,a2fe5d60ef12fe5be139d4cbbd237c805439a6824c96d6a75535bd632a31287a,gurobi-mip,1,1,lex-cos,weighted,0,0,561,0,0,0,561,0,21,65,14,4,f0260653f1c0ec8a84896f38a9bfdbc795d01316d5a47411bbb0a60f7a6e9958,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a10_v5_seed1001_critical.txt,u30_seed1001,0.85,0.847457627118644,1.0,False,0,0,0,False
instances/research_depth_load_sweep/rho0.85_normal1/instance_u30_a10_v5_seed1001_critical.txt,a2fe5d60ef12fe5be139d4cbbd237c805439a6824c96d6a75535bd632a31287a,gurobi-mip,1,1,lex-overtime,weighted,0,0,561,0,0,0,561,0,21,65,14,4,f0260653f1c0ec8a84896f38a9bfdbc795d01316d5a47411bbb0a60f7a6e9958,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a10_v5_seed1001_critical.txt,u30_seed1001,0.85,0.847457627118644,1.0,False,0,0,0,False
instances/research_depth_load_sweep/rho0.98_normal0.7/instance_u40_a15_v5_seed1002_critical.txt,ff4d6b21b4550ec2f356d133ad7213468b2d9fec03986b19b3205291351eef6c,gurobi-mip,1,1,lex-cos,lex-overtime,4,56,674,4,4,56,674,4,0,0,0,0,fbf890b517ed96fe2ae987767a36e6554398d327dac819b9cc3837ab221b32da,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a15_v5_seed1002_critical.txt,u40_seed1002,0.98,0.975609756097561,0.7,False,0,0,0,False
instances/research_depth_load_sweep/rho0.98_normal0.7/instance_u40_a15_v5_seed1002_critical.txt,ff4d6b21b4550ec2f356d133ad7213468b2d9fec03986b19b3205291351eef6c,gurobi-mip,1,1,lex-cos,weighted,4,56,674,4,20,56,715,20,61,114,42,2,fbf890b517ed96fe2ae987767a36e6554398d327dac819b9cc3837ab221b32da,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a15_v5_seed1002_critical.txt,u40_seed1002,0.98,0.975609756097561,0.7,False,16,0,41,True
instances/research_depth_load_sweep/rho0.98_normal0.7/instance_u40_a15_v5_seed1002_critical.txt,ff4d6b21b4550ec2f356d133ad7213468b2d9fec03986b19b3205291351eef6c,gurobi-mip,1,1,lex-overtime,weighted,4,56,674,4,20,56,715,20,61,114,42,2,fbf890b517ed96fe2ae987767a36e6554398d327dac819b9cc3837ab221b32da,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a15_v5_seed1002_critical.txt,u40_seed1002,0.98,0.975609756097561,0.7,False,16,0,41,True
instances/research_depth_load_sweep/rho0.55_normal0.85/instance_u30_a10_v4_seed1002_critical.txt,a4e6825b9232047e45075570ec1ed275fdc70fe635b150ede4642a88436dad7a,gurobi-mip,1,1,lex-cos,lex-overtime,2,0,429,2,2,0,429,2,0,0,0,0,bf02b641d1ae8d30c144fab0d28c5aca968d3331c2c020b30c1e45791af1e438,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a10_v4_seed1002_critical.txt,u30_seed1002,0.55,0.547945205479452,0.85,False,0,0,0,False
instances/research_depth_load_sweep/rho0.55_normal0.85/instance_u30_a10_v4_seed1002_critical.txt,a4e6825b9232047e45075570ec1ed275fdc70fe635b150ede4642a88436dad7a,gurobi-mip,1,1,lex-cos,weighted,2,0,429,2,4,0,438,4,34,41,25,28,bf02b641d1ae8d30c144fab0d28c5aca968d3331c2c020b30c1e45791af1e438,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a10_v4_seed1002_critical.txt,u30_seed1002,0.55,0.547945205479452,0.85,False,2,0,9,True
instances/research_depth_load_sweep/rho0.55_normal0.85/instance_u30_a10_v4_seed1002_critical.txt,a4e6825b9232047e45075570ec1ed275fdc70fe635b150ede4642a88436dad7a,gurobi-mip,1,1,lex-overtime,weighted,2,0,429,2,4,0,438,4,34,41,25,28,bf02b641d1ae8d30c144fab0d28c5aca968d3331c2c020b30c1e45791af1e438,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a10_v4_seed1002_critical.txt,u30_seed1002,0.55,0.547945205479452,0.85,False,2,0,9,True
instances/research_depth_load_sweep/rho0.85_normal1/instance_u30_a20_v4_seed1003_critical.txt,5824a29e5dc9fd3a7d98ac0d97e647e944953076036d6cbd778796229cb49268,gurobi-mip,1,1,lex-cos,lex-overtime,0,0,421,0,0,0,421,0,0,0,0,0,68e2b74d850c1069e78bc56681e6d252a2a8df6699aceb2e6aaffeff722beca0,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v4_seed1003_critical.txt,u30_seed1003,0.85,0.8450704225352113,1.0,False,0,0,0,False
instances/research_depth_load_sweep/rho0.85_normal1/instance_u30_a20_v4_seed1003_critical.txt,5824a29e5dc9fd3a7d98ac0d97e647e944953076036d6cbd778796229cb49268,gurobi-mip,1,1,lex-cos,weighted,0,0,421,0,3,0,428,3,39,65,24,12,68e2b74d850c1069e78bc56681e6d252a2a8df6699aceb2e6aaffeff722beca0,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v4_seed1003_critical.txt,u30_seed1003,0.85,0.8450704225352113,1.0,False,3,0,7,True
instances/research_depth_load_sweep/rho0.85_normal1/instance_u30_a20_v4_seed1003_critical.txt,5824a29e5dc9fd3a7d98ac0d97e647e944953076036d6cbd778796229cb49268,gurobi-mip,1,1,lex-overtime,weighted,0,0,421,0,3,0,428,3,39,65,24,12,68e2b74d850c1069e78bc56681e6d252a2a8df6699aceb2e6aaffeff722beca0,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v4_seed1003_critical.txt,u30_seed1003,0.85,0.8450704225352113,1.0,False,3,0,7,True
instances/research_depth_load_sweep/rho0.98_normal1/instance_u30_a15_v4_seed1003_critical.txt,e2688d677aeae36bdb4833cbcd761f6f11811d1fb527220d64677d512b1fa0a0,gurobi-mip,1,1,lex-cos,lex-overtime,0,0,409,0,0,0,409,0,0,0,0,0,1a2fbafb2974a05729c7a458b27e009b17a67dbbf649967446361307f7e124a3,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a15_v4_seed1003_critical.txt,u30_seed1003,0.98,0.975609756097561,1.0,False,0,0,0,False
instances/research_depth_load_sweep/rho0.98_normal1/instance_u30_a15_v4_seed1003_critical.txt,e2688d677aeae36bdb4833cbcd761f6f11811d1fb527220d64677d512b1fa0a0,gurobi-mip,1,1,lex-cos,weighted,0,0,409,0,4,0,416,4,30,65,18,0,1a2fbafb2974a05729c7a458b27e009b17a67dbbf649967446361307f7e124a3,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a15_v4_seed1003_critical.txt,u30_seed1003,0.98,0.975609756097561,1.0,False,4,0,7,True
instances/research_depth_load_sweep/rho0.98_normal1/instance_u30_a15_v4_seed1003_critical.txt,e2688d677aeae36bdb4833cbcd761f6f11811d1fb527220d64677d512b1fa0a0,gurobi-mip,1,1,lex-overtime,weighted,0,0,409,0,4,0,416,4,30,65,18,0,1a2fbafb2974a05729c7a458b27e009b17a67dbbf649967446361307f7e124a3,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a15_v4_seed1003_critical.txt,u30_seed1003,0.98,0.975609756097561,1.0,False,4,0,7,True
instances/research_depth_load_sweep/rho0.55_normal1/instance_u30_a10_v5_seed1001_critical.txt,7c7b1d5ae6f2b64edca680c0a885871583e77ec4f1297f7615efd509585ef8f1,gurobi-mip,1,1,lex-cos,lex-overtime,0,0,567,0,0,0,567,0,0,0,0,0,f0260653f1c0ec8a84896f38a9bfdbc795d01316d5a47411bbb0a60f7a6e9958,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a10_v5_seed1001_critical.txt,u30_seed1001,0.55,0.5494505494505495,1.0,False,0,0,0,False
instances/research_depth_load_sweep/rho0.55_normal1/instance_u30_a10_v5_seed1001_critical.txt,7c7b1d5ae6f2b64edca680c0a885871583e77ec4f1297f7615efd509585ef8f1,gurobi-mip,1,1,lex-cos,weighted,0,0,567,0,0,0,567,0,37,72,19,24,f0260653f1c0ec8a84896f38a9bfdbc795d01316d5a47411bbb0a60f7a6e9958,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a10_v5_seed1001_critical.txt,u30_seed1001,0.55,0.5494505494505495,1.0,False,0,0,0,False
instances/research_depth_load_sweep/rho0.55_normal1/instance_u30_a10_v5_seed1001_critical.txt,7c7b1d5ae6f2b64edca680c0a885871583e77ec4f1297f7615efd509585ef8f1,gurobi-mip,1,1,lex-overtime,weighted,0,0,567,0,0,0,567,0,37,72,19,24,f0260653f1c0ec8a84896f38a9bfdbc795d01316d5a47411bbb0a60f7a6e9958,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a10_v5_seed1001_critical.txt,u30_seed1001,0.55,0.5494505494505495,1.0,False,0,0,0,False
instances/research_depth_load_sweep/rho0.85_normal0.7/instance_u30_a25_v5_seed1001_critical.txt,9da3614805787d9925e5b4003e2e8cd12ddc0964d7eaf50e971e7c2eee147f52,gurobi-mip,1,1,lex-cos,lex-overtime,0,26,555,0,0,26,555,0,0,0,0,0,51df0f9f4a354e14ce203c3399ff72e9f90e0370b7b497467427e1d198dd119e,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a25_v5_seed1001_critical.txt,u30_seed1001,0.85,0.847457627118644,0.7,False,0,0,0,False
instances/research_depth_load_sweep/rho0.85_normal0.7/instance_u30_a25_v5_seed1001_critical.txt,9da3614805787d9925e5b4003e2e8cd12ddc0964d7eaf50e971e7c2eee147f52,gurobi-mip,1,1,lex-cos,weighted,0,26,555,0,2,37,576,2,33,84,22,22,51df0f9f4a354e14ce203c3399ff72e9f90e0370b7b497467427e1d198dd119e,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a25_v5_seed1001_critical.txt,u30_seed1001,0.85,0.847457627118644,0.7,False,2,11,21,True
instances/research_depth_load_sweep/rho0.85_normal0.7/instance_u30_a25_v5_seed1001_critical.txt,9da3614805787d9925e5b4003e2e8cd12ddc0964d7eaf50e971e7c2eee147f52,gurobi-mip,1,1,lex-overtime,weighted,0,26,555,0,2,37,576,2,33,84,22,22,51df0f9f4a354e14ce203c3399ff72e9f90e0370b7b497467427e1d198dd119e,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a25_v5_seed1001_critical.txt,u30_seed1001,0.85,0.847457627118644,0.7,False,2,11,21,True
instances/research_depth_load_sweep/rho0.85_normal1/instance_u30_a10_v5_seed1002_critical.txt,a17dc3726224c3883527d2668437e939be9235cb31be6c6be601b92095e63571,gurobi-mip,1,1,lex-cos,lex-overtime,3,0,520,3,3,0,520,3,0,0,0,0,639577696bca853293d2ae7d38a7ba6a70e96d5c5a65dbe9dd57285b00a779ad,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a10_v5_seed1002_critical.txt,u30_seed1002,0.85,0.847457627118644,1.0,False,0,0,0,False
instances/research_depth_load_sweep/rho0.85_normal1/instance_u30_a10_v5_seed1002_critical.txt,a17dc3726224c3883527d2668437e939be9235cb31be6c6be601b92095e63571,gurobi-mip,1,1,lex-cos,weighted,3,0,520,3,10,0,553,10,41,68,25,8,639577696bca853293d2ae7d38a7ba6a70e96d5c5a65dbe9dd57285b00a779ad,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a10_v5_seed1002_critical.txt,u30_seed1002,0.85,0.847457627118644,1.0,False,7,0,33,True
instances/research_depth_load_sweep/rho0.85_normal1/instance_u30_a10_v5_seed1002_critical.txt,a17dc3726224c3883527d2668437e939be9235cb31be6c6be601b92095e63571,gurobi-mip,1,1,lex-overtime,weighted,3,0,520,3,10,0,553,10,41,68,25,8,639577696bca853293d2ae7d38a7ba6a70e96d5c5a65dbe9dd57285b00a779ad,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a10_v5_seed1002_critical.txt,u30_seed1002,0.85,0.847457627118644,1.0,False,7,0,33,True
instances/research_depth_load_sweep/rho0.98_normal0.7/instance_u30_a25_v5_seed1002_critical.txt,80bc4c0817b42c5146c4afd1eb853f4f7ee7cb76969a2653f8b74ecff453e71e,gurobi-mip,1,1,lex-cos,lex-overtime,3,42,502,3,3,42,502,3,0,0,0,0,13d35da4af1d246d1dc9e9e69e18e81522824e99442b070094b3ee6de84cff54,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a25_v5_seed1002_critical.txt,u30_seed1002,0.98,0.974025974025974,0.7,False,0,0,0,False
instances/research_depth_load_sweep/rho0.98_normal0.7/instance_u30_a25_v5_seed1002_critical.txt,80bc4c0817b42c5146c4afd1eb853f4f7ee7cb76969a2653f8b74ecff453e71e,gurobi-mip,1,1,lex-cos,weighted,3,42,502,3,10,42,542,10,57,92,35,0,13d35da4af1d246d1dc9e9e69e18e81522824e99442b070094b3ee6de84cff54,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a25_v5_seed1002_critical.txt,u30_seed1002,0.98,0.974025974025974,0.7,False,7,0,40,True
instances/research_depth_load_sweep/rho0.98_normal0.7/instance_u30_a25_v5_seed1002_critical.txt,80bc4c0817b42c5146c4afd1eb853f4f7ee7cb76969a2653f8b74ecff453e71e,gurobi-mip,1,1,lex-overtime,weighted,3,42,502,3,10,42,542,10,57,92,35,0,13d35da4af1d246d1dc9e9e69e18e81522824e99442b070094b3ee6de84cff54,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a25_v5_seed1002_critical.txt,u30_seed1002,0.98,0.974025974025974,0.7,False,7,0,40,True
instances/research_depth_load_sweep/rho0.85_normal0.7/instance_u30_a25_v4_seed1003_critical.txt,0493a239110773ddd558fc89b2600046673baed00cec9a55cd945630f9883399,gurobi-mip,1,1,lex-cos,lex-overtime,0,21,422,0,0,21,422,0,0,0,0,0,1106683ff4d0a32c24be1898a1c47de6e406379be52c648767eb810adcb9134d,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a25_v4_seed1003_critical.txt,u30_seed1003,0.85,0.8450704225352113,0.7,False,0,0,0,False
instances/research_depth_load_sweep/rho0.85_normal0.7/instance_u30_a25_v4_seed1003_critical.txt,0493a239110773ddd558fc89b2600046673baed00cec9a55cd945630f9883399,gurobi-mip,1,1,lex-cos,weighted,0,21,422,0,5,21,429,5,37,64,23,12,1106683ff4d0a32c24be1898a1c47de6e406379be52c648767eb810adcb9134d,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a25_v4_seed1003_critical.txt,u30_seed1003,0.85,0.8450704225352113,0.7,False,5,0,7,True
instances/research_depth_load_sweep/rho0.85_normal0.7/instance_u30_a25_v4_seed1003_critical.txt,0493a239110773ddd558fc89b2600046673baed00cec9a55cd945630f9883399,gurobi-mip,1,1,lex-overtime,weighted,0,21,422,0,5,21,429,5,37,64,23,12,1106683ff4d0a32c24be1898a1c47de6e406379be52c648767eb810adcb9134d,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a25_v4_seed1003_critical.txt,u30_seed1003,0.85,0.8450704225352113,0.7,False,5,0,7,True
instances/research_depth_load_sweep/rho0.98_normal0.7/instance_u40_a25_v4_seed1003_critical.txt,5b35fde87c35d6e1ceb429dd79384f8f4fb4b35a8a1994f093fee58074bb6bdb,gurobi-mip,1,1,lex-cos,lex-overtime,1,45,521,1,1,45,521,1,0,0,0,0,3df9ad93fd31450b47bc05e23b939b69e8ff446e817f1dae19bc71c5f2d8d73d,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a25_v4_seed1003_critical.txt,u40_seed1003,0.98,0.975609756097561,0.7,False,0,0,0,False
instances/research_depth_load_sweep/rho0.98_normal0.7/instance_u40_a25_v4_seed1003_critical.txt,5b35fde87c35d6e1ceb429dd79384f8f4fb4b35a8a1994f093fee58074bb6bdb,gurobi-mip,1,1,lex-cos,weighted,1,45,521,1,10,45,544,10,52,81,38,0,3df9ad93fd31450b47bc05e23b939b69e8ff446e817f1dae19bc71c5f2d8d73d,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a25_v4_seed1003_critical.txt,u40_seed1003,0.98,0.975609756097561,0.7,False,9,0,23,True
instances/research_depth_load_sweep/rho0.98_normal0.7/instance_u40_a25_v4_seed1003_critical.txt,5b35fde87c35d6e1ceb429dd79384f8f4fb4b35a8a1994f093fee58074bb6bdb,gurobi-mip,1,1,lex-overtime,weighted,1,45,521,1,10,45,544,10,52,81,38,0,3df9ad93fd31450b47bc05e23b939b69e8ff446e817f1dae19bc71c5f2d8d73d,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a25_v4_seed1003_critical.txt,u40_seed1003,0.98,0.975609756097561,0.7,False,9,0,23,True
instances/research_depth_load_sweep/rho0.55_normal0.7/instance_u30_a20_v5_seed1002_critical.txt,63cfdd33196637b60bbf080fae59b444559292ff31b96d7efd0c3a5f48225c9c,gurobi-mip,1,1,lex-cos,lex-overtime,0,0,524,0,0,0,524,0,0,0,0,0,89692a0adfe31e70296f9df2d93729e2d0d78b4a72a9014431a8e164a2608768,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v5_seed1002_critical.txt,u30_seed1002,0.55,0.5494505494505495,0.7,False,0,0,0,False
instances/research_depth_load_sweep/rho0.55_normal0.7/instance_u30_a20_v5_seed1002_critical.txt,63cfdd33196637b60bbf080fae59b444559292ff31b96d7efd0c3a5f48225c9c,gurobi-mip,1,1,lex-cos,weighted,0,0,524,0,8,0,560,8,52,74,31,24,89692a0adfe31e70296f9df2d93729e2d0d78b4a72a9014431a8e164a2608768,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v5_seed1002_critical.txt,u30_seed1002,0.55,0.5494505494505495,0.7,False,8,0,36,True
instances/research_depth_load_sweep/rho0.55_normal0.7/instance_u30_a20_v5_seed1002_critical.txt,63cfdd33196637b60bbf080fae59b444559292ff31b96d7efd0c3a5f48225c9c,gurobi-mip,1,1,lex-overtime,weighted,0,0,524,0,8,0,560,8,52,74,31,24,89692a0adfe31e70296f9df2d93729e2d0d78b4a72a9014431a8e164a2608768,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v5_seed1002_critical.txt,u30_seed1002,0.55,0.5494505494505495,0.7,False,8,0,36,True
instances/research_depth_load_sweep/rho0.85_normal0.85/instance_u30_a20_v5_seed1002_critical.txt,89692a0adfe31e70296f9df2d93729e2d0d78b4a72a9014431a8e164a2608768,gurobi-mip,1,1,lex-cos,lex-overtime,2,0,491,2,2,0,491,2,0,0,0,0,89692a0adfe31e70296f9df2d93729e2d0d78b4a72a9014431a8e164a2608768,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v5_seed1002_critical.txt,u30_seed1002,0.85,0.847457627118644,0.85,True,0,0,0,False
instances/research_depth_load_sweep/rho0.85_normal0.85/instance_u30_a20_v5_seed1002_critical.txt,89692a0adfe31e70296f9df2d93729e2d0d78b4a72a9014431a8e164a2608768,gurobi-mip,1,1,lex-cos,weighted,2,0,491,2,9,13,553,9,74,72,51,26,89692a0adfe31e70296f9df2d93729e2d0d78b4a72a9014431a8e164a2608768,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v5_seed1002_critical.txt,u30_seed1002,0.85,0.847457627118644,0.85,True,7,13,62,True
