"instance_name","ORIGINAL_status","ORIGINAL_best","ORIGINAL_elapsed_s","ORIGINAL_vars","SN-both-none_status","SN-both-none_best","SN-both-none_elapsed_s","SN-both-none_vars","SN-both-ss_status","SN-both-ss_best","SN-both-ss_elapsed_s","SN-both-ss_vars","SN-none-ss_status","SN-none-ss_best","SN-none-ss_elapsed_s","SN-none-ss_vars","TOT-both-none_status","TOT-both-none_best","TOT-both-none_elapsed_s","TOT-both-none_vars","TOT-both-ss_status","TOT-both-ss_best","TOT-both-ss_elapsed_s","TOT-both-ss_vars","TOT-none-none_status","TOT-none-none_best","TOT-none-none_elapsed_s","TOT-none-none_vars","TOT-none-ss_status","TOT-none-ss_best","TOT-none-ss_elapsed_s","TOT-none-ss_vars"
"instance_30_25_5_45","OPTIMUM","572","40,265","43041","OPTIMUM","572","43,132","52826","OPTIMUM","572","40,128","52861","OPTIMUM","572","39,412","43600","OPTIMUM","572","34,88","20340","OPTIMUM","572","34,988","20375","OPTIMUM","572","39,822","15931","OPTIMUM","572","38,724","16490"
"instance_30_25_5_46","OPTIMUM","570","59,756","49423","OPTIMUM","570","68,982","59437","OPTIMUM","570","55,304","59469","OPTIMUM","570","54,897","50002","OPTIMUM","570","50,849","22865","OPTIMUM","570","46,941","22897","OPTIMUM","570","54,051","18161","OPTIMUM","570","47,284","18740"
"instance_30_25_5_47","OPTIMUM","575","30,421","39512","OPTIMUM","575","23,831","48663","OPTIMUM","575","27,703","48663","OPTIMUM","575","29,954","39512","OPTIMUM","575","16,495","20466","OPTIMUM","575","20,171","20466","OPTIMUM","575","34,737","16145","OPTIMUM","575","28,032","16145"
"instance_30_25_5_48","OPTIMUM","565","29,858","37931","OPTIMUM","565","38,887","47137","OPTIMUM","565","39,558","47138","OPTIMUM","565","32,44","38450","OPTIMUM","565","30,417","18976","OPTIMUM","565","27,886","18977","OPTIMUM","565","32,113","14566","OPTIMUM","565","35,457","15085"
"instance_30_25_5_49","OPTIMUM","578","59,738","48250","OPTIMUM","578","60,037","58314","OPTIMUM","578","54,764","58314","OPTIMUM","578","65,306","48250","OPTIMUM","578","48,928","21785","OPTIMUM","578","48,508","21785","OPTIMUM","578","46,49","17295","OPTIMUM","578","54,209","17295"
"instance_30_25_5_5","OPTIMUM","574","25,112","45899","OPTIMUM","574","20,351","55328","OPTIMUM","574","35,465","55328","OPTIMUM","574","22,13","46420","OPTIMUM","574","21,415","21719","OPTIMUM","574","17,308","21719","OPTIMUM","574","15,705","17488","OPTIMUM","574","17,625","18009"
"instance_30_25_5_50","OPTIMUM","573","37,439","46830","OPTIMUM","573","45,19","56624","OPTIMUM","573","40,673","56624","OPTIMUM","573","35,828","47336","OPTIMUM","573","36,017","20455","OPTIMUM","573","34,569","20455","OPTIMUM","573","35,515","16066","OPTIMUM","573","33,221","16572"
"instance_30_25_5_6","OPTIMUM","588","34,774","46466","OPTIMUM","588","46,647","55351","OPTIMUM","588","25,168","55352","OPTIMUM","588","34,512","46973","OPTIMUM","588","21,054","22229","OPTIMUM","588","19,975","22230","OPTIMUM","588","19,631","18022","OPTIMUM","588","18,578","18529"
"instance_30_25_5_7","OPTIMUM","573","50,693","49518","OPTIMUM","573","46,106","58880","OPTIMUM","573","65,326","58893","OPTIMUM","573","51,25","50045","OPTIMUM","573","39,32","21555","OPTIMUM","573","47,083","21568","OPTIMUM","573","40,977","17283","OPTIMUM","573","45,352","17810"
"instance_30_25_5_8","OPTIMUM","585","39,946","57344","OPTIMUM","585","37,585","66953","OPTIMUM","585","37,021","66953","OPTIMUM","585","41,718","57344","OPTIMUM","585","27,544","24696","OPTIMUM","585","35,1","24696","OPTIMUM","585","30,758","20198","OPTIMUM","585","32,889","20198"
"instance_30_25_5_9","OPTIMUM","590","18,361","40026","OPTIMUM","590","40,625","49695","OPTIMUM","590","31,401","49787","OPTIMUM","590","44,153","40645","OPTIMUM","590","25,374","19385","OPTIMUM","590","37,491","19477","OPTIMUM","590","22,233","14882","OPTIMUM","590","28,977","15501"
"instance_40_10_4_1","OPTIMUM","563","41,989","25129","OPTIMUM","563","45,92","35730","OPTIMUM","563","43,663","35730","OPTIMUM","563","34,592","25683","OPTIMUM","563","32,04","14119","OPTIMUM","563","40,724","14119","OPTIMUM","563","41,177","9221","OPTIMUM","563","48,575","9775"
"instance_40_10_4_10","UNSATISFIABLE","","0,076","0","UNSATISFIABLE","","0,092","0","UNSATISFIABLE","","0,093","0","UNSATISFIABLE","","0,077","0","UNSATISFIABLE","","0,09","0","UNSATISFIABLE","","0,091","0","UNSATISFIABLE","","0,068","0","UNSATISFIABLE","","0,083","0"
"instance_40_10_4_11","TIMEOUT","","300,112","0","TIMEOUT","","300,115","0","TIMEOUT","","300,114","0","TIMEOUT","","300,113","0","TIMEOUT","","300,114","0","TIMEOUT","","300,114","0","TIMEOUT","","300,113","0","TIMEOUT","","300,116","0"
"instance_40_10_4_12","UNSATISFIABLE","","0,048","0","UNSATISFIABLE","","0,078","0","UNSATISFIABLE","","0,081","0","UNSATISFIABLE","","0,05","0","UNSATISFIABLE","","0,059","0","UNSATISFIABLE","","0,06","0","UNSATISFIABLE","","0,049","0","UNSATISFIABLE","","0,053","0"
"instance_40_10_4_13","UNSATISFIABLE","","0,078","0","UNSATISFIABLE","","0,091","0","UNSATISFIABLE","","0,104","0","UNSATISFIABLE","","0,08","0","UNSATISFIABLE","","0,093","0","UNSATISFIABLE","","0,096","0","UNSATISFIABLE","","0,081","0","UNSATISFIABLE","","0,089","0"
"instance_40_10_4_14","UNSATISFIABLE","","0,192","0","UNSATISFIABLE","","0,24","0","UNSATISFIABLE","","0,242","0","UNSATISFIABLE","","0,189","0","UNSATISFIABLE","","0,22","0","UNSATISFIABLE","","0,224","0","UNSATISFIABLE","","0,175","0","UNSATISFIABLE","","0,178","0"
"instance_40_10_4_15","UNSATISFIABLE","","0,117","0","UNSATISFIABLE","","0,159","0","UNSATISFIABLE","","0,161","0","UNSATISFIABLE","","0,118","0","UNSATISFIABLE","","0,141","0","UNSATISFIABLE","","0,14","0","UNSATISFIABLE","","0,107","0","UNSATISFIABLE","","0,121","0"
"instance_40_10_4_16","OPTIMUM","569","26,406","23527","OPTIMUM","569","19,353","34017","OPTIMUM","569","20,163","34017","OPTIMUM","569","26,36","24081","OPTIMUM","569","20,477","13441","OPTIMUM","569","19,509","13441","OPTIMUM","569","24,983","8574","OPTIMUM","569","21,783","9128"
"instance_40_10_4_17","OPTIMUM","580","9,355","25846","OPTIMUM","580","10,545","35978","OPTIMUM","580","10,333","35978","OPTIMUM","580","15,184","25846","OPTIMUM","580","21,145","14190","OPTIMUM","580","11,672","14190","OPTIMUM","580","25,421","9562","OPTIMUM","580","8,998","9562"
"instance_40_10_4_18","UNSATISFIABLE","","0,053","0","UNSATISFIABLE","","0,082","0","UNSATISFIABLE","","0,085","0","UNSATISFIABLE","","0,054","0","UNSATISFIABLE","","0,083","0","UNSATISFIABLE","","0,075","0","UNSATISFIABLE","","0,055","0","UNSATISFIABLE","","0,07","0"
"instance_40_10_4_19","OPTIMUM","548","40,111","23571","OPTIMUM","548","36,042","34502","OPTIMUM","548","33,086","34502","OPTIMUM","548","34,931","24157","OPTIMUM","548","34,14","14434","OPTIMUM","548","36,562","14434","OPTIMUM","548","32,406","9211","OPTIMUM","548","35,909","9797"
"instance_40_10_4_2","TIMEOUT","","300,115","0","TIMEOUT","","300,117","0","TIMEOUT","","300,114","0","TIMEOUT","","300,117","0","TIMEOUT","","300,115","0","TIMEOUT","","300,111","0","TIMEOUT","","300,118","0","TIMEOUT","","300,116","0"
"instance_40_10_4_20","UNSATISFIABLE","","0,08","0","UNSATISFIABLE","","0,094","0","UNSATISFIABLE","","0,109","0","UNSATISFIABLE","","0,082","0","UNSATISFIABLE","","0,096","0","UNSATISFIABLE","","0,097","0","UNSATISFIABLE","","0,082","0","UNSATISFIABLE","","0,089","0"
"instance_40_10_4_21","OPTIMUM","557","25,343","24463","OPTIMUM","557","21,173","35372","OPTIMUM","557","22,882","35372","OPTIMUM","557","25,239","24463","OPTIMUM","557","13,58","13520","OPTIMUM","557","15,393","13520","OPTIMUM","557","17,377","8467","OPTIMUM","557","17,338","8467"
"instance_40_10_4_22","OPTIMUM","553","31,359","20026","OPTIMUM","553","36,221","30439","OPTIMUM","553","32,434","30439","OPTIMUM","553","29,855","20026","OPTIMUM","553","27,96","11997","OPTIMUM","553","33,208","11997","OPTIMUM","553","27,558","7147","OPTIMUM","553","34,696","7147"
"instance_40_10_4_23","UNSATISFIABLE","","0,113","0","UNSATISFIABLE","","0,157","0","UNSATISFIABLE","","0,159","0","UNSATISFIABLE","","0,115","0","UNSATISFIABLE","","0,137","0","UNSATISFIABLE","","0,136","0","UNSATISFIABLE","","0,097","0","UNSATISFIABLE","","0,098","0"
"instance_40_10_4_24","OPTIMUM","580","39,353","31903","OPTIMUM","580","36,49","42772","OPTIMUM","580","44,126","42797","OPTIMUM","580","38,853","32506","OPTIMUM","580","27,409","15848","OPTIMUM","580","34,405","15873","OPTIMUM","580","33,884","10795","OPTIMUM","580","27,942","11398"
"instance_40_10_4_25","UNSATISFIABLE","","0,074","0","UNSATISFIABLE","","0,091","0","UNSATISFIABLE","","0,094","0","UNSATISFIABLE","","0,08","0","UNSATISFIABLE","","0,106","0","UNSATISFIABLE","","0,095","0","UNSATISFIABLE","","0,082","0","UNSATISFIABLE","","0,084","0"
"instance_40_10_4_26","UNSATISFIABLE","","0,051","0","UNSATISFIABLE","","0,084","0","UNSATISFIABLE","","0,083","0","UNSATISFIABLE","","0,052","0","UNSATISFIABLE","","0,084","0","UNSATISFIABLE","","0,085","0","UNSATISFIABLE","","0,055","0","UNSATISFIABLE","","0,059","0"
"instance_40_10_4_27","UNSATISFIABLE","","0,055","0","UNSATISFIABLE","","0,085","0","UNSATISFIABLE","","0,085","0","UNSATISFIABLE","","0,069","0","UNSATISFIABLE","","0,086","0","UNSATISFIABLE","","0,086","0","UNSATISFIABLE","","0,071","0","UNSATISFIABLE","","0,069","0"
"instance_40_10_4_28","TIMEOUT","","300,11","0","TIMEOUT","","300,111","0","TIMEOUT","","300,111","0","TIMEOUT","","300,116","0","TIMEOUT","","300,113","0","OPTIMUM","536","197,635","12733","OPTIMUM","536","117,695","7828","TIMEOUT","","300,115","0"
"instance_40_10_4_29","TIMEOUT","","300,108","0","TIMEOUT","","300,115","0","TIMEOUT","","300,111","0","TIMEOUT","","300,109","0","TIMEOUT","","300,12","0","TIMEOUT","","300,118","0","TIMEOUT","","300,112","0","TIMEOUT","","300,114","0"
"instance_40_10_4_3","OPTIMUM","486","30,746","22819","OPTIMUM","486","25,959","34022","OPTIMUM","486","19,393","34022","OPTIMUM","486","18,93","23393","OPTIMUM","486","26,827","13064","OPTIMUM","486","23,276","13064","OPTIMUM","486","24,853","7939","OPTIMUM","486","29,483","8513"
"instance_40_10_4_30","OPTIMUM","498","28,217","27004","OPTIMUM","498","30,826","37206","OPTIMUM","498","28,059","37208","OPTIMUM","498","26,064","27006","OPTIMUM","498","25,067","14149","OPTIMUM","498","22,533","14151","OPTIMUM","498","24,101","9469","OPTIMUM","498","24,293","9471"
"instance_40_10_4_31","TIMEOUT","","300,107","0","TIMEOUT","","300,11","0","TIMEOUT","","300,118","0","TIMEOUT","","300,107","0","TIMEOUT","","300,114","0","TIMEOUT","","300,109","0","TIMEOUT","","300,116","0","TIMEOUT","","300,108","0"
"instance_40_10_4_32","OPTIMUM","533","229,022","23719","OPTIMUM","533","136,508","34767","TIMEOUT","","300,114","0","OPTIMUM","533","176,322","24281","OPTIMUM","533","181,973","13202","TIMEOUT","","300,116","0","OPTIMUM","533","94,089","8140","OPTIMUM","533","106,927","8702"
"instance_40_10_4_33","UNSATISFIABLE","","0,076","0","UNSATISFIABLE","","0,094","0","UNSATISFIABLE","","0,092","0","UNSATISFIABLE","","0,082","0","UNSATISFIABLE","","0,092","0","UNSATISFIABLE","","0,104","0","UNSATISFIABLE","","0,081","0","UNSATISFIABLE","","0,084","0"
"instance_40_10_4_34","UNSATISFIABLE","","0,056","0","UNSATISFIABLE","","0,087","0","UNSATISFIABLE","","0,087","0","UNSATISFIABLE","","0,072","0","UNSATISFIABLE","","0,086","0","UNSATISFIABLE","","0,087","0","UNSATISFIABLE","","0,075","0","UNSATISFIABLE","","0,068","0"
"instance_40_10_4_35","UNSATISFIABLE","","0,136","0","UNSATISFIABLE","","0,182","0","UNSATISFIABLE","","0,182","0","UNSATISFIABLE","","0,144","0","UNSATISFIABLE","","0,162","0","UNSATISFIABLE","","0,162","0","UNSATISFIABLE","","0,128","0","UNSATISFIABLE","","0,133","0"
"instance_40_10_4_36","OPTIMUM","556","40,332","34417","OPTIMUM","556","44,405","45204","OPTIMUM","556","44,685","45212","OPTIMUM","556","41,264","34991","OPTIMUM","556","48,201","15152","OPTIMUM","556","42,567","15160","OPTIMUM","556","40,579","10220","OPTIMUM","556","38,983","10794"
"instance_40_10_4_37","UNSATISFIABLE","","0,102","0","UNSATISFIABLE","","0,147","0","UNSATISFIABLE","","0,176","0","UNSATISFIABLE","","0,115","0","UNSATISFIABLE","","0,127","0","UNSATISFIABLE","","0,127","0","UNSATISFIABLE","","0,097","0","UNSATISFIABLE","","0,098","0"
"instance_40_10_4_38","OPTIMUM","547","35,033","26414","OPTIMUM","547","39,136","37714","OPTIMUM","547","38,955","37714","OPTIMUM","547","34,23","26989","OPTIMUM","547","30,297","14164","OPTIMUM","547","32,882","14164","OPTIMUM","547","31,507","9050","OPTIMUM","547","39,527","9625"
"instance_40_10_4_39","UNSATISFIABLE","","0,066","0","UNSATISFIABLE","","0,089","0","UNSATISFIABLE","","0,088","0","UNSATISFIABLE","","0,069","0","UNSATISFIABLE","","0,087","0","UNSATISFIABLE","","0,089","0","UNSATISFIABLE","","0,056","0","UNSATISFIABLE","","0,08","0"
"instance_40_10_4_4","UNSATISFIABLE","","0,181","0","UNSATISFIABLE","","0,232","0","UNSATISFIABLE","","0,23","0","UNSATISFIABLE","","0,197","0","UNSATISFIABLE","","0,193","0","UNSATISFIABLE","","0,206","0","UNSATISFIABLE","","0,159","0","UNSATISFIABLE","","0,172","0"
"instance_40_10_4_40","OPTIMUM","544","36,905","13968","OPTIMUM","544","37,262","24329","OPTIMUM","544","56,774","24329","OPTIMUM","544","37,679","14520","OPTIMUM","544","32,095","10838","OPTIMUM","544","30,343","10838","OPTIMUM","544","34,576","6065","OPTIMUM","544","43,673","6617"
"instance_40_10_4_41","UNSATISFIABLE","","0,064","0","UNSATISFIABLE","","0,088","0","UNSATISFIABLE","","0,086","0","UNSATISFIABLE","","0,055","0","UNSATISFIABLE","","0,083","0","UNSATISFIABLE","","0,084","0","UNSATISFIABLE","","0,063","0","UNSATISFIABLE","","0,055","0"
"instance_40_10_4_42","UNSATISFIABLE","","0,073","0","UNSATISFIABLE","","0,101","0","UNSATISFIABLE","","0,089","0","UNSATISFIABLE","","0,079","0","UNSATISFIABLE","","0,091","0","UNSATISFIABLE","","0,09","0","UNSATISFIABLE","","0,078","0","UNSATISFIABLE","","0,082","0"
"instance_40_10_4_43","UNSATISFIABLE","","0,079","0","UNSATISFIABLE","","0,096","0","UNSATISFIABLE","","0,106","0","UNSATISFIABLE","","0,085","0","UNSATISFIABLE","","0,098","0","UNSATISFIABLE","","0,108","0","UNSATISFIABLE","","0,085","0","UNSATISFIABLE","","0,088","0"
"instance_40_10_4_44","UNSATISFIABLE","","0,075","0","UNSATISFIABLE","","0,093","0","UNSATISFIABLE","","0,091","0","UNSATISFIABLE","","0,078","0","UNSATISFIABLE","","0,105","0","UNSATISFIABLE","","0,104","0","UNSATISFIABLE","","0,08","0","UNSATISFIABLE","","0,085","0"
"instance_40_10_4_45","UNSATISFIABLE","","0,076","0","UNSATISFIABLE","","0,095","0","UNSATISFIABLE","","0,094","0","UNSATISFIABLE","","0,081","0","UNSATISFIABLE","","0,094","0","UNSATISFIABLE","","0,092","0","UNSATISFIABLE","","0,078","0","UNSATISFIABLE","","0,081","0"
"instance_40_10_4_46","OPTIMUM","557","54,606","23484","OPTIMUM","557","60,049","33507","OPTIMUM","557","63,392","33507","OPTIMUM","557","74,801","24022","OPTIMUM","557","47,325","13180","OPTIMUM","557","58,451","13180","OPTIMUM","557","40,983","8472","OPTIMUM","557","88,068","9010"
"instance_40_10_4_47","UNSATISFIABLE","","0,08","0","UNSATISFIABLE","","0,109","0","UNSATISFIABLE","","0,107","0","UNSATISFIABLE","","0,084","0","UNSATISFIABLE","","0,097","0","UNSATISFIABLE","","0,096","0","UNSATISFIABLE","","0,082","0","UNSATISFIABLE","","0,087","0"
"instance_40_10_4_48","OPTIMUM","571","24,99","20832","OPTIMUM","571","30,566","31214","OPTIMUM","571","30,105","31234","OPTIMUM","571","22,853","21401","OPTIMUM","571","27,31","13077","OPTIMUM","571","21,018","13097","OPTIMUM","571","29,491","8396","OPTIMUM","571","31,114","8965"
"instance_40_10_4_49","UNSATISFIABLE","","0,057","0","UNSATISFIABLE","","0,088","0","UNSATISFIABLE","","0,087","0","UNSATISFIABLE","","0,071","0","UNSATISFIABLE","","0,085","0","UNSATISFIABLE","","0,087","0","UNSATISFIABLE","","0,056","0","UNSATISFIABLE","","0,066","0"
"instance_40_10_4_5","UNSATISFIABLE","","0,104","0","UNSATISFIABLE","","0,135","0","UNSATISFIABLE","","0,135","0","UNSATISFIABLE","","0,105","0","UNSATISFIABLE","","0,127","0","UNSATISFIABLE","","0,116","0","UNSATISFIABLE","","0,086","0","UNSATISFIABLE","","0,087","0"
"instance_40_10_4_50","UNSATISFIABLE","","0,117","0","UNSATISFIABLE","","0,161","0","UNSATISFIABLE","","0,149","0","UNSATISFIABLE","","0,12","0","UNSATISFIABLE","","0,151","0","UNSATISFIABLE","","0,138","0","UNSATISFIABLE","","0,116","0","UNSATISFIABLE","","0,118","0"
"instance_40_10_4_6","OPTIMUM","554","33,516","22631","OPTIMUM","554","32,196","33316","OPTIMUM","554","27","33325","OPTIMUM","554","29,653","23203","OPTIMUM","554","24,33","12879","OPTIMUM","554","25,117","12888","OPTIMUM","554","22,009","7891","OPTIMUM","554","30,99","8463"
"instance_40_10_4_7","UNSATISFIABLE","","0,082","0","UNSATISFIABLE","","0,112","0","UNSATISFIABLE","","0,108","0","UNSATISFIABLE","","0,084","0","UNSATISFIABLE","","0,107","0","UNSATISFIABLE","","0,096","0","UNSATISFIABLE","","0,096","0","UNSATISFIABLE","","0,09","0"
"instance_40_10_4_8","UNSATISFIABLE","","0,05","0","UNSATISFIABLE","","0,084","0","UNSATISFIABLE","","0,084","0","UNSATISFIABLE","","0,056","0","UNSATISFIABLE","","0,083","0","UNSATISFIABLE","","0,073","0","UNSATISFIABLE","","0,052","0","UNSATISFIABLE","","0,056","0"
"instance_40_10_4_9","UNSATISFIABLE","","0,053","0","UNSATISFIABLE","","0,087","0","UNSATISFIABLE","","0,088","0","UNSATISFIABLE","","0,069","0","UNSATISFIABLE","","0,087","0","UNSATISFIABLE","","0,087","0","UNSATISFIABLE","","0,066","0","UNSATISFIABLE","","0,069","0"
"instance_40_10_5_1","UNSATISFIABLE","","0,23","0","UNSATISFIABLE","","0,253","0","UNSATISFIABLE","","0,254","0","UNSATISFIABLE","","0,205","0","UNSATISFIABLE","","0,202","0","UNSATISFIABLE","","0,204","0","UNSATISFIABLE","","0,168","0","UNSATISFIABLE","","0,169","0"
"instance_40_10_5_10","UNSATISFIABLE","","0,086","0","UNSATISFIABLE","","0,12","0","UNSATISFIABLE","","0,117","0","UNSATISFIABLE","","0,079","0","UNSATISFIABLE","","0,12","0","UNSATISFIABLE","","0,121","0","UNSATISFIABLE","","0,083","0","UNSATISFIABLE","","0,084","0"
"instance_40_10_5_11","TIMEOUT","","300,108","0","OPTIMUM","609","211,591","43236","OPTIMUM","609","131,331","43250","OPTIMUM","609","116,529","27988","OPTIMUM","609","168,503","16088","OPTIMUM","609","174,938","16102","OPTIMUM","609","121,209","9293","OPTIMUM","609","121,919","9307"
"instance_40_10_5_12","TIMEOUT","","300,116","0","TIMEOUT","","300,114","0","TIMEOUT","","300,112","0","TIMEOUT","","300,109","0","TIMEOUT","","300,117","0","TIMEOUT","","300,118","0","TIMEOUT","","300,11","0","TIMEOUT","","300,119","0"
"instance_40_10_5_13","UNSATISFIABLE","","0,093","0","UNSATISFIABLE","","0,122","0","UNSATISFIABLE","","0,121","0","UNSATISFIABLE","","0,093","0","UNSATISFIABLE","","0,133","0","UNSATISFIABLE","","0,136","0","UNSATISFIABLE","","0,12","0","UNSATISFIABLE","","0,126","0"
"instance_40_10_5_14","OPTIMUM","663","52,254","31198","OPTIMUM","663","65,925","45519","OPTIMUM","663","63,357","45520","OPTIMUM","663","47,957","31890","OPTIMUM","663","47,392","17110","OPTIMUM","663","47,249","17111","OPTIMUM","663","52,679","10725","OPTIMUM","663","51,605","11417"
"instance_40_10_5_15","UNSATISFIABLE","","0,084","0","UNSATISFIABLE","","0,116","0","UNSATISFIABLE","","0,114","0","UNSATISFIABLE","","0,081","0","UNSATISFIABLE","","0,123","0","UNSATISFIABLE","","0,113","0","UNSATISFIABLE","","0,088","0","UNSATISFIABLE","","0,111","0"
"instance_40_10_5_16","UNSATISFIABLE","","0,219","0","UNSATISFIABLE","","0,243","0","UNSATISFIABLE","","0,248","0","UNSATISFIABLE","","0,202","0","UNSATISFIABLE","","0,198","0","UNSATISFIABLE","","0,198","0","UNSATISFIABLE","","0,162","0","UNSATISFIABLE","","0,165","0"
"instance_40_10_5_17","OPTIMUM","706","26,726","29295","OPTIMUM","706","22,351","43642","OPTIMUM","706","23,131","43658","OPTIMUM","706","27,214","29311","OPTIMUM","706","35,209","16737","OPTIMUM","706","30,254","16753","OPTIMUM","706","40,66","10517","OPTIMUM","706","29,79","10533"
"instance_40_10_5_18","UNSATISFIABLE","","0,104","0","UNSATISFIABLE","","0,125","0","UNSATISFIABLE","","0,122","0","UNSATISFIABLE","","0,097","0","UNSATISFIABLE","","0,126","0","UNSATISFIABLE","","0,124","0","UNSATISFIABLE","","0,103","0","UNSATISFIABLE","","0,107","0"
"instance_40_10_5_19","TIMEOUT","","300,115","0","OPTIMUM","675","254,138","45915","OPTIMUM","675","295,054","45915","TIMEOUT","","300,115","0","OPTIMUM","675","283,938","17728","TIMEOUT","","300,117","0","TIMEOUT","","300,117","0","TIMEOUT","","300,118","0"
"instance_40_10_5_2","OPTIMUM","704","68,567","32208","OPTIMUM","704","70,653","47835","OPTIMUM","704","72,691","47836","OPTIMUM","704","69,714","32918","OPTIMUM","704","84,204","17451","OPTIMUM","704","74,336","17452","OPTIMUM","704","69,708","10795","OPTIMUM","704","98,868","11505"
"instance_40_10_5_20","UNSATISFIABLE","","0,055","0","UNSATISFIABLE","","0,099","0","UNSATISFIABLE","","0,085","0","UNSATISFIABLE","","0,061","0","UNSATISFIABLE","","0,083","0","UNSATISFIABLE","","0,083","0","UNSATISFIABLE","","0,058","0","UNSATISFIABLE","","0,061","0"
"instance_40_10_5_21","UNSATISFIABLE","","0,078","0","UNSATISFIABLE","","0,125","0","UNSATISFIABLE","","0,119","0","UNSATISFIABLE","","0,095","0","UNSATISFIABLE","","0,103","0","UNSATISFIABLE","","0,103","0","UNSATISFIABLE","","0,084","0","UNSATISFIABLE","","0,084","0"
"instance_40_10_5_22","TIMEOUT","","300,112","0","TIMEOUT","","300,123","0","TIMEOUT","","300,122","0","TIMEOUT","","300,118","0","TIMEOUT","","300,119","0","TIMEOUT","","300,119","0","TIMEOUT","","300,111","0","TIMEOUT","","300,12","0"
"instance_40_10_5_23","UNSATISFIABLE","","0,076","0","UNSATISFIABLE","","0,101","0","UNSATISFIABLE","","0,092","0","UNSATISFIABLE","","0,079","0","UNSATISFIABLE","","0,115","0","UNSATISFIABLE","","0,113","0","UNSATISFIABLE","","0,079","0","UNSATISFIABLE","","0,082","0"
"instance_40_10_5_24","UNSATISFIABLE","","0,177","0","UNSATISFIABLE","","0,24","0","UNSATISFIABLE","","0,235","0","UNSATISFIABLE","","0,177","0","UNSATISFIABLE","","0,179","0","UNSATISFIABLE","","0,185","0","UNSATISFIABLE","","0,141","0","UNSATISFIABLE","","0,139","0"
"instance_40_10_5_25","UNSATISFIABLE","","0,074","0","UNSATISFIABLE","","0,088","0","UNSATISFIABLE","","0,085","0","UNSATISFIABLE","","0,074","0","UNSATISFIABLE","","0,081","0","UNSATISFIABLE","","0,082","0","UNSATISFIABLE","","0,063","0","UNSATISFIABLE","","0,076","0"
"instance_40_10_5_26","UNSATISFIABLE","","0,248","0","UNSATISFIABLE","","0,303","0","UNSATISFIABLE","","0,285","0","UNSATISFIABLE","","0,232","0","UNSATISFIABLE","","0,246","0","UNSATISFIABLE","","0,236","0","UNSATISFIABLE","","0,211","0","UNSATISFIABLE","","0,209","0"
"instance_40_10_5_27","UNSATISFIABLE","","0,111","0","UNSATISFIABLE","","0,138","0","UNSATISFIABLE","","0,13","0","UNSATISFIABLE","","0,115","0","UNSATISFIABLE","","0,146","0","UNSATISFIABLE","","0,131","0","UNSATISFIABLE","","0,123","0","UNSATISFIABLE","","0,127","0"
"instance_40_10_5_28","TIMEOUT","","300,117","0","TIMEOUT","","300,118","0","TIMEOUT","","300,121","0","TIMEOUT","","300,115","0","TIMEOUT","","300,123","0","TIMEOUT","","300,124","0","TIMEOUT","","300,117","0","TIMEOUT","","300,122","0"
"instance_40_10_5_29","OPTIMUM","698","43,269","28298","OPTIMUM","698","33,812","43009","OPTIMUM","698","40,432","43013","OPTIMUM","698","44,987","29010","OPTIMUM","698","28,496","17510","OPTIMUM","698","38","17514","OPTIMUM","698","31,347","11098","OPTIMUM","698","47,156","11810"
"instance_40_10_5_3","UNSATISFIABLE","","0,231","0","UNSATISFIABLE","","0,522","0","UNSATISFIABLE","","0,524","0","UNSATISFIABLE","","0,231","0","UNSATISFIABLE","","0,222","0","UNSATISFIABLE","","0,223","0","UNSATISFIABLE","","0,17","0","UNSATISFIABLE","","0,172","0"
"instance_40_10_5_30","UNSATISFIABLE","","0,064","0","UNSATISFIABLE","","0,084","0","UNSATISFIABLE","","0,101","0","UNSATISFIABLE","","0,063","0","UNSATISFIABLE","","0,081","0","UNSATISFIABLE","","0,084","0","UNSATISFIABLE","","0,075","0","UNSATISFIABLE","","0,06","0"
"instance_40_10_5_31","UNSATISFIABLE","","0,072","0","UNSATISFIABLE","","0,099","0","UNSATISFIABLE","","0,099","0","UNSATISFIABLE","","0,081","0","UNSATISFIABLE","","0,115","0","UNSATISFIABLE","","0,093","0","UNSATISFIABLE","","0,085","0","UNSATISFIABLE","","0,089","0"
"instance_40_10_5_32","OPTIMUM","699","30,289","25940","OPTIMUM","699","42,324","41316","OPTIMUM","699","57,707","41316","OPTIMUM","699","31,604","25940","OPTIMUM","699","38,653","17254","OPTIMUM","699","35,933","17254","OPTIMUM","699","44,855","10594","OPTIMUM","699","33,651","10594"
"instance_40_10_5_33","UNSATISFIABLE","","0,095","0","UNSATISFIABLE","","0,124","0","UNSATISFIABLE","","0,131","0","UNSATISFIABLE","","0,084","0","UNSATISFIABLE","","0,118","0","UNSATISFIABLE","","0,112","0","UNSATISFIABLE","","0,087","0","UNSATISFIABLE","","0,1","0"
"instance_40_10_5_34","UNSATISFIABLE","","1,171","0","UNSATISFIABLE","","1,225","0","UNSATISFIABLE","","0,935","0","UNSATISFIABLE","","1,388","0","UNSATISFIABLE","","1,418","0","UNSATISFIABLE","","3,645","0","UNSATISFIABLE","","2,339","0","UNSATISFIABLE","","1,144","0"
