"instance_name","ORIGINAL_status","ORIGINAL_best","ORIGINAL_elapsed_s","ORIGINAL_vars","SN-both-none_status","SN-both-none_best","SN-both-none_elapsed_s","SN-both-none_vars","SN-both-ss_status","SN-both-ss_best","SN-both-ss_elapsed_s","SN-both-ss_vars","SN-none-ss_status","SN-none-ss_best","SN-none-ss_elapsed_s","SN-none-ss_vars","TOT-both-none_status","TOT-both-none_best","TOT-both-none_elapsed_s","TOT-both-none_vars","TOT-both-ss_status","TOT-both-ss_best","TOT-both-ss_elapsed_s","TOT-both-ss_vars","TOT-none-none_status","TOT-none-none_best","TOT-none-none_elapsed_s","TOT-none-none_vars","TOT-none-ss_status","TOT-none-ss_best","TOT-none-ss_elapsed_s","TOT-none-ss_vars"
"instance_30_20_4_16","OPTIMUM","420","31,06","30940","OPTIMUM","420","29,107","38132","OPTIMUM","420","34,639","38132","OPTIMUM","420","33,884","31361","OPTIMUM","420","35,934","15079","OPTIMUM","420","37,303","15079","OPTIMUM","420","41,837","11737","OPTIMUM","420","31,355","12158"
"instance_30_20_4_17","OPTIMUM","421","7,201","17638","OPTIMUM","421","10,76","25165","OPTIMUM","421","10,077","25183","OPTIMUM","421","10,838","18079","OPTIMUM","421","9,463","11882","OPTIMUM","421","7,545","11900","OPTIMUM","421","6,095","8411","OPTIMUM","421","11,161","8852"
"instance_30_20_4_18","OPTIMUM","435","24,938","24079","OPTIMUM","435","27,343","31176","OPTIMUM","435","28,71","31176","OPTIMUM","435","23,191","24490","OPTIMUM","435","25,053","13153","OPTIMUM","435","21,354","13153","OPTIMUM","435","20,966","9750","OPTIMUM","435","18,535","10161"
"instance_30_20_4_19","OPTIMUM","459","28,893","27720","OPTIMUM","459","40,101","34439","OPTIMUM","459","20,435","34486","OPTIMUM","459","19,65","28188","OPTIMUM","459","20,693","14660","OPTIMUM","459","22,206","14707","OPTIMUM","459","24,866","11339","OPTIMUM","459","18,101","11807"
"instance_30_20_4_2","OPTIMUM","430","25,957","23894","OPTIMUM","430","26,332","30706","OPTIMUM","430","26,779","30713","OPTIMUM","430","24,669","24322","OPTIMUM","430","23,507","12878","OPTIMUM","430","25,932","12885","OPTIMUM","430","20,427","9560","OPTIMUM","430","20,632","9988"
"instance_30_20_4_20","OPTIMUM","445","22,397","26879","OPTIMUM","445","15,199","34454","OPTIMUM","445","18,396","34454","OPTIMUM","445","19,892","26879","OPTIMUM","445","28,008","13918","OPTIMUM","445","25,582","13918","OPTIMUM","445","22,642","10438","OPTIMUM","445","20,808","10438"
"instance_30_20_4_21","OPTIMUM","438","19,222","30758","OPTIMUM","438","25,329","37966","OPTIMUM","438","29,056","38011","OPTIMUM","438","28,584","31224","OPTIMUM","438","20,606","15552","OPTIMUM","438","24,097","15597","OPTIMUM","438","18,672","12156","OPTIMUM","438","22,967","12622"
"instance_30_20_4_22","OPTIMUM","432","33,048","26481","OPTIMUM","432","37,863","33159","OPTIMUM","432","32,686","33159","OPTIMUM","432","28,184","26900","OPTIMUM","432","32,923","13845","OPTIMUM","432","28,742","13845","OPTIMUM","432","24,383","10575","OPTIMUM","432","22,031","10994"
"instance_30_20_4_23","OPTIMUM","455","7,502","20691","OPTIMUM","455","11,954","27564","OPTIMUM","455","8,431","27569","OPTIMUM","455","7,251","20696","OPTIMUM","455","9,678","12507","OPTIMUM","455","7,024","12512","OPTIMUM","455","8,363","9131","OPTIMUM","455","4,161","9136"
"instance_30_20_4_24","OPTIMUM","453","28,213","36298","OPTIMUM","453","28,297","42982","OPTIMUM","453","32,655","42982","OPTIMUM","453","29,513","36710","OPTIMUM","453","26,571","16155","OPTIMUM","453","27,118","16155","OPTIMUM","453","29,127","12988","OPTIMUM","453","25,848","13400"
"instance_30_20_4_25","OPTIMUM","439","13,72","22107","OPTIMUM","439","13,901","29345","OPTIMUM","439","14,047","29345","OPTIMUM","439","19,68","22107","OPTIMUM","439","10,983","12610","OPTIMUM","439","15,633","12610","OPTIMUM","439","11,533","9213","OPTIMUM","439","14,958","9213"
"instance_30_20_4_26","OPTIMUM","461","22,52","30139","OPTIMUM","461","26,235","37117","OPTIMUM","461","20,701","37122","OPTIMUM","461","21,667","30553","OPTIMUM","461","16,754","14669","OPTIMUM","461","14,53","14674","OPTIMUM","461","17,497","11471","OPTIMUM","461","18,761","11885"
"instance_30_20_4_27","OPTIMUM","463","17,227","28679","OPTIMUM","463","21,158","34862","OPTIMUM","463","20,589","34888","OPTIMUM","463","17,736","28705","OPTIMUM","463","16,325","15015","OPTIMUM","463","17,339","15041","OPTIMUM","463","20,201","12061","OPTIMUM","463","15,325","12087"
"instance_30_20_4_28","OPTIMUM","456","13,142","26003","OPTIMUM","456","10,182","32574","OPTIMUM","456","12,798","32590","OPTIMUM","456","17,471","26431","OPTIMUM","456","12,442","13820","OPTIMUM","456","10,685","13836","OPTIMUM","456","11,765","10574","OPTIMUM","456","18,01","11002"
"instance_30_20_4_29","OPTIMUM","469","26,88","29827","OPTIMUM","469","31,307","37310","OPTIMUM","469","27,391","37310","OPTIMUM","469","27,793","29827","OPTIMUM","469","31,081","14837","OPTIMUM","469","31,001","14837","OPTIMUM","469","28,452","11338","OPTIMUM","469","27,264","11338"
"instance_30_20_4_3","OPTIMUM","457","25,382","28348","OPTIMUM","457","24,441","34294","OPTIMUM","457","27,453","34295","OPTIMUM","457","26,225","28743","OPTIMUM","457","26,178","13817","OPTIMUM","457","24,446","13818","OPTIMUM","457","29,902","10828","OPTIMUM","457","27,466","11223"
"instance_30_20_4_30","OPTIMUM","467","13,82","29697","OPTIMUM","467","15,409","36813","OPTIMUM","467","15,483","36813","OPTIMUM","467","15,832","29697","OPTIMUM","467","8,61","14503","OPTIMUM","467","8,562","14503","OPTIMUM","467","9,271","11189","OPTIMUM","467","12,156","11189"
"instance_30_20_4_31","OPTIMUM","455","5,976","24585","OPTIMUM","455","4,261","30323","OPTIMUM","455","4,332","30323","OPTIMUM","455","5,906","24585","OPTIMUM","455","5,844","12515","OPTIMUM","455","5,788","12515","OPTIMUM","455","9,774","9550","OPTIMUM","455","7,771","9550"
"instance_30_20_4_32","OPTIMUM","455","25,245","34214","OPTIMUM","455","29,512","40877","OPTIMUM","455","29,508","40895","OPTIMUM","455","30,086","34643","OPTIMUM","455","23,907","15646","OPTIMUM","455","20,371","15664","OPTIMUM","455","26,031","12496","OPTIMUM","455","24,759","12925"
"instance_30_20_4_33","OPTIMUM","441","10,261","22071","OPTIMUM","441","10,703","28536","OPTIMUM","441","10,38","28551","OPTIMUM","441","11,923","22502","OPTIMUM","441","16,198","13016","OPTIMUM","441","14,059","13031","OPTIMUM","441","9,364","9859","OPTIMUM","441","10,243","10290"
"instance_30_20_4_34","OPTIMUM","461","20,829","29038","OPTIMUM","461","20,642","34994","OPTIMUM","461","22,203","35034","OPTIMUM","461","20,919","29481","OPTIMUM","461","29,976","14426","OPTIMUM","461","23,487","14466","OPTIMUM","461","19,321","11332","OPTIMUM","461","25,955","11775"
"instance_30_20_4_35","OPTIMUM","433","12,494","25154","OPTIMUM","433","10,341","32917","OPTIMUM","433","8,932","32917","OPTIMUM","433","11,506","25586","OPTIMUM","433","9,512","13443","OPTIMUM","433","10,395","13443","OPTIMUM","433","9,183","9854","OPTIMUM","433","10,331","10286"
"instance_30_20_4_36","OPTIMUM","442","18,313","25912","OPTIMUM","442","24,148","33050","OPTIMUM","442","23,789","33051","OPTIMUM","442","17,943","26340","OPTIMUM","442","19,856","13126","OPTIMUM","442","17,205","13127","OPTIMUM","442","22,625","9769","OPTIMUM","442","15,738","10197"
"instance_30_20_4_37","OPTIMUM","464","21,429","32016","OPTIMUM","464","24,704","38667","OPTIMUM","464","22,9","38667","OPTIMUM","464","20,376","32016","OPTIMUM","464","24,468","15300","OPTIMUM","464","24,363","15300","OPTIMUM","464","21,502","12105","OPTIMUM","464","25,141","12105"
"instance_30_20_4_38","OPTIMUM","446","11,895","24062","OPTIMUM","446","13,549","31661","OPTIMUM","446","13,834","31693","OPTIMUM","446","11,258","24541","OPTIMUM","446","14,923","14021","OPTIMUM","446","14,092","14053","OPTIMUM","446","11,534","10518","OPTIMUM","446","11,146","10997"
"instance_30_20_4_39","OPTIMUM","467","25,604","26611","OPTIMUM","467","27,194","33750","OPTIMUM","467","29,62","33750","OPTIMUM","467","28,13","27032","OPTIMUM","467","24,189","13919","OPTIMUM","467","23,747","13919","OPTIMUM","467","30,047","10643","OPTIMUM","467","26,461","11064"
"instance_30_20_4_4","OPTIMUM","435","20,252","26979","OPTIMUM","435","22,967","34254","OPTIMUM","435","31,003","34270","OPTIMUM","435","25,236","27426","OPTIMUM","435","27,24","13953","OPTIMUM","435","19,778","13969","OPTIMUM","435","17,463","10587","OPTIMUM","435","17,693","11034"
"instance_30_20_4_40","OPTIMUM","465","20,113","36648","OPTIMUM","465","21,825","42906","OPTIMUM","465","20,199","42906","OPTIMUM","465","19,973","36648","OPTIMUM","465","20,705","15744","OPTIMUM","465","20,572","15744","OPTIMUM","465","21,252","12764","OPTIMUM","465","17,496","12764"
"instance_30_20_4_41","OPTIMUM","455","25,301","23083","OPTIMUM","455","26,504","29105","OPTIMUM","455","27,65","29105","OPTIMUM","455","23,57","23477","OPTIMUM","455","23,558","12762","OPTIMUM","455","20,251","12762","OPTIMUM","455","22,583","9816","OPTIMUM","455","21,656","10210"
"instance_30_20_4_42","OPTIMUM","443","16,389","23987","OPTIMUM","443","16,506","30398","OPTIMUM","443","15,728","30402","OPTIMUM","443","12,331","24401","OPTIMUM","443","12,44","13229","OPTIMUM","443","14,928","13233","OPTIMUM","443","10,761","10139","OPTIMUM","443","8,71","10553"
"instance_30_20_4_43","OPTIMUM","430","7,696","15701","OPTIMUM","430","8,998","22855","OPTIMUM","430","7,187","22855","OPTIMUM","430","8,707","16121","OPTIMUM","430","6,961","10986","OPTIMUM","430","7,972","10986","OPTIMUM","430","7,992","7481","OPTIMUM","430","12,18","7901"
"instance_30_20_4_44","OPTIMUM","447","19,98","19490","OPTIMUM","447","19,265","27314","OPTIMUM","447","24,915","27314","OPTIMUM","447","22,295","19919","OPTIMUM","447","18,816","12269","OPTIMUM","447","18,664","12269","OPTIMUM","447","12,255","8764","OPTIMUM","447","16,618","9193"
"instance_30_20_4_45","OPTIMUM","460","28,982","29188","OPTIMUM","460","27,831","34664","OPTIMUM","460","25,335","34664","OPTIMUM","460","26,798","29188","OPTIMUM","460","22,088","13755","OPTIMUM","460","25,831","13755","OPTIMUM","460","22,445","10970","OPTIMUM","460","22,06","10970"
"instance_30_20_4_46","OPTIMUM","443","17,995","22814","OPTIMUM","443","16,009","29589","OPTIMUM","443","15,793","29595","OPTIMUM","443","13,302","23233","OPTIMUM","443","5,605","12915","OPTIMUM","443","12,421","12921","OPTIMUM","443","9,844","9541","OPTIMUM","443","16,519","9960"
"instance_30_20_4_47","OPTIMUM","459","15,354","30069","OPTIMUM","459","13,993","37377","OPTIMUM","459","16,952","37377","OPTIMUM","459","15,238","30069","OPTIMUM","459","18,778","14709","OPTIMUM","459","14,337","14709","OPTIMUM","459","13,834","11221","OPTIMUM","459","14,697","11221"
"instance_30_20_4_48","OPTIMUM","445","26,72","26778","OPTIMUM","445","31,84","33961","OPTIMUM","445","30,1","33962","OPTIMUM","445","30,396","27206","OPTIMUM","445","27,169","14177","OPTIMUM","445","28,698","14178","OPTIMUM","445","24,753","10767","OPTIMUM","445","28,333","11195"
"instance_30_20_4_49","OPTIMUM","415","19,881","25252","OPTIMUM","415","20,048","33556","OPTIMUM","415","21,498","33567","OPTIMUM","415","21,82","25703","OPTIMUM","415","19,115","13686","OPTIMUM","415","16,815","13697","OPTIMUM","415","22,009","9931","OPTIMUM","415","16,896","10382"
"instance_30_20_4_5","OPTIMUM","442","25,837","25785","OPTIMUM","442","27,927","33271","OPTIMUM","442","27,477","33271","OPTIMUM","442","19,445","26210","OPTIMUM","442","25,672","13468","OPTIMUM","442","26,221","13468","OPTIMUM","442","18,216","10050","OPTIMUM","442","23,844","10475"
"instance_30_20_4_50","OPTIMUM","437","7,277","22888","OPTIMUM","437","8,571","28895","OPTIMUM","437","10,096","28895","OPTIMUM","437","7,306","22888","OPTIMUM","437","8,158","12911","OPTIMUM","437","8,112","12911","OPTIMUM","437","8,602","9845","OPTIMUM","437","8,579","9845"
"instance_30_20_4_6","OPTIMUM","442","25,471","24167","OPTIMUM","442","20,988","31186","OPTIMUM","442","28,3","31186","OPTIMUM","442","25,749","24167","OPTIMUM","442","24,168","13163","OPTIMUM","442","25,27","13163","OPTIMUM","442","15,806","9854","OPTIMUM","442","15,121","9854"
"instance_30_20_4_7","OPTIMUM","431","23,956","27399","OPTIMUM","431","16,996","33859","OPTIMUM","431","21,741","33859","OPTIMUM","431","15,381","27816","OPTIMUM","431","18,187","13749","OPTIMUM","431","14,365","13749","OPTIMUM","431","18,748","10541","OPTIMUM","431","14,78","10958"
"instance_30_20_4_8","OPTIMUM","445","19,719","24732","OPTIMUM","445","19,907","31166","OPTIMUM","445","23,059","31168","OPTIMUM","445","21,539","24734","OPTIMUM","445","19,848","12670","OPTIMUM","445","19,804","12672","OPTIMUM","445","14,576","9599","OPTIMUM","445","20,173","9601"
"instance_30_20_4_9","OPTIMUM","431","27,416","25973","OPTIMUM","431","26,472","33471","OPTIMUM","431","30,449","33479","OPTIMUM","431","25,424","26412","OPTIMUM","431","26,398","13172","OPTIMUM","431","24,352","13180","OPTIMUM","431","30,888","9620","OPTIMUM","431","28,477","10059"
"instance_30_20_5_1","OPTIMUM","545","19,934","37768","OPTIMUM","545","16,651","47525","OPTIMUM","545","16,721","47525","OPTIMUM","545","17,72","37768","OPTIMUM","545","18,419","18061","OPTIMUM","545","9,925","18061","OPTIMUM","545","16,762","13577","OPTIMUM","545","19,684","13577"
"instance_30_20_5_10","OPTIMUM","531","16,03","28192","OPTIMUM","531","15,61","38632","OPTIMUM","531","15,679","38632","OPTIMUM","531","15,182","28192","OPTIMUM","531","18,033","16668","OPTIMUM","531","17,077","16668","OPTIMUM","531","15,518","12006","OPTIMUM","531","14,099","12006"
"instance_30_20_5_11","OPTIMUM","549","18,414","40588","OPTIMUM","549","17,236","50012","OPTIMUM","549","17,863","50042","OPTIMUM","549","18,518","40618","OPTIMUM","549","13,349","18467","OPTIMUM","549","13,385","18497","OPTIMUM","549","15,44","14156","OPTIMUM","549","10,421","14186"
"instance_30_20_5_12","OPTIMUM","560","31,917","35971","OPTIMUM","560","40,032","46406","OPTIMUM","560","35,338","46406","OPTIMUM","560","39,389","36520","OPTIMUM","560","21,468","18398","OPTIMUM","560","20,577","18398","OPTIMUM","560","15,536","13596","OPTIMUM","560","24,827","14145"
"instance_30_20_5_13","OPTIMUM","569","25,802","38786","OPTIMUM","569","22,662","48708","OPTIMUM","569","22,944","48708","OPTIMUM","569","24,768","38786","OPTIMUM","569","14,378","18272","OPTIMUM","569","15,213","18272","OPTIMUM","569","20,662","13825","OPTIMUM","569","20,417","13825"
"instance_30_20_5_14","OPTIMUM","586","33,712","45460","OPTIMUM","586","40,065","55235","OPTIMUM","586","52,762","55236","OPTIMUM","586","34,608","45991","OPTIMUM","586","26,231","21262","OPTIMUM","586","25,555","21263","OPTIMUM","586","23,018","16720","OPTIMUM","586","22,528","17251"
"instance_30_20_5_15","OPTIMUM","552","33,921","33250","OPTIMUM","552","30,731","43215","OPTIMUM","552","40,475","43215","OPTIMUM","552","31,358","33757","OPTIMUM","552","33,198","16154","OPTIMUM","552","36,678","16154","OPTIMUM","552","34,589","11689","OPTIMUM","552","32,38","12196"
"instance_30_20_5_16","OPTIMUM","575","28,374","38328","OPTIMUM","575","29,735","47069","OPTIMUM","575","31,439","47069","OPTIMUM","575","32,181","38836","OPTIMUM","575","24,203","17705","OPTIMUM","575","27,568","17705","OPTIMUM","575","25,213","13554","OPTIMUM","575","29,459","14062"
"instance_30_20_5_17","OPTIMUM","530","29,734","35610","OPTIMUM","530","30,804","45342","OPTIMUM","530","33,814","45342","OPTIMUM","530","29,441","35610","OPTIMUM","530","27,64","18182","OPTIMUM","530","27,516","18182","OPTIMUM","530","25,635","13713","OPTIMUM","530","28,757","13713"
"instance_30_20_5_18","OPTIMUM","568","48,005","49208","OPTIMUM","568","53,238","58651","OPTIMUM","568","57,956","58658","OPTIMUM","568","46,072","49742","OPTIMUM","568","49,193","20344","OPTIMUM","568","43,682","20351","OPTIMUM","568","46,743","16043","OPTIMUM","568","44,776","16577"
"instance_30_20_5_19","OPTIMUM","551","19,323","35106","OPTIMUM","551","20,868","44919","OPTIMUM","551","19,308","44935","OPTIMUM","551","19,734","35652","OPTIMUM","551","14,835","17512","OPTIMUM","551","11,859","17528","OPTIMUM","551","17,301","13064","OPTIMUM","551","13,614","13610"
"instance_30_20_5_2","OPTIMUM","540","37,505","34234","OPTIMUM","540","48,111","43887","OPTIMUM","540","49,352","43887","OPTIMUM","540","39,694","34234","OPTIMUM","540","38,061","17715","OPTIMUM","540","39,546","17715","OPTIMUM","540","36,939","13294","OPTIMUM","540","33,394","13294"
"instance_30_20_5_20","OPTIMUM","559","20,255","40692","OPTIMUM","559","20,188","49945","OPTIMUM","559","23,7","49964","OPTIMUM","559","20,638","41223","OPTIMUM","559","16,807","18567","OPTIMUM","559","14,094","18586","OPTIMUM","559","15,215","14294","OPTIMUM","559","17,134","14825"
"instance_30_20_5_21","OPTIMUM","526","29,739","37499","OPTIMUM","526","33,39","47428","OPTIMUM","526","41,336","47465","OPTIMUM","526","32,319","38058","OPTIMUM","526","28,905","17849","OPTIMUM","526","31,474","17886","OPTIMUM","526","30,17","13310","OPTIMUM","526","31,07","13869"
"instance_30_20_5_22","OPTIMUM","561","42,608","38514","OPTIMUM","561","52,308","48361","OPTIMUM","561","51,973","48399","OPTIMUM","561","46,42","38552","OPTIMUM","561","42,334","18490","OPTIMUM","561","51,033","18528","OPTIMUM","561","41,953","13899","OPTIMUM","561","49,035","13937"
"instance_30_20_5_23","OPTIMUM","545","37,964","28726","OPTIMUM","545","27,052","37560","OPTIMUM","545","38,451","37578","OPTIMUM","545","34,556","29242","OPTIMUM","545","14,835","15162","OPTIMUM","545","23,467","15180","OPTIMUM","545","29,295","10968","OPTIMUM","545","34,907","11484"
"instance_30_20_5_24","OPTIMUM","572","26,103","38956","OPTIMUM","572","26,062","47978","OPTIMUM","572","26,074","47978","OPTIMUM","572","26,027","38956","OPTIMUM","572","16,524","18635","OPTIMUM","572","19,419","18635","OPTIMUM","572","14,006","14390","OPTIMUM","572","15,059","14390"
"instance_30_20_5_25","OPTIMUM","565","28,787","35726","OPTIMUM","565","29,528","46105","OPTIMUM","565","25,443","46109","OPTIMUM","565","23,726","36264","OPTIMUM","565","24,267","17906","OPTIMUM","565","26,803","17910","OPTIMUM","565","23,085","13320","OPTIMUM","565","20,065","13858"
"instance_30_20_5_26","OPTIMUM","561","29,815","33100","OPTIMUM","561","29,107","44001","OPTIMUM","561","34,772","44023","OPTIMUM","561","31,376","33669","OPTIMUM","561","29,316","16883","OPTIMUM","561","32,629","16905","OPTIMUM","561","26,779","12185","OPTIMUM","561","29,845","12754"
"instance_30_20_5_27","OPTIMUM","516","32,145","34507","OPTIMUM","516","31,731","43525","OPTIMUM","516","35,525","43526","OPTIMUM","516","32,995","35011","OPTIMUM","516","33,032","16712","OPTIMUM","516","26,713","16713","OPTIMUM","516","23,932","12503","OPTIMUM","516","25,172","13007"
"instance_30_20_5_28","OPTIMUM","523","36,581","31921","OPTIMUM","523","35,791","42260","OPTIMUM","523","42,274","42299","OPTIMUM","523","37,883","32494","OPTIMUM","523","31,18","15657","OPTIMUM","523","30,729","15696","OPTIMUM","523","49,236","11003","OPTIMUM","523","34,052","11576"
"instance_30_20_5_29","OPTIMUM","560","14,97","29115","OPTIMUM","560","15,687","37708","OPTIMUM","560","12,142","37724","OPTIMUM","560","17,754","29131","OPTIMUM","560","9,862","15547","OPTIMUM","560","9,996","15563","OPTIMUM","560","13,528","11322","OPTIMUM","560","10,706","11338"
"instance_30_20_5_3","OPTIMUM","566","10,048","29065","OPTIMUM","566","11,424","39002","OPTIMUM","566","10,181","39005","OPTIMUM","566","8,915","29596","OPTIMUM","566","9,253","16645","OPTIMUM","566","8,487","16648","OPTIMUM","566","5,551","12069","OPTIMUM","566","6,649","12600"
"instance_30_20_5_30","OPTIMUM","566","40,817","38062","OPTIMUM","566","37,992","47963","OPTIMUM","566","42,384","48040","OPTIMUM","566","39,137","38667","OPTIMUM","566","35,473","18544","OPTIMUM","566","39,323","18621","OPTIMUM","566","39,799","14146","OPTIMUM","566","43,095","14751"
"instance_30_20_5_31","OPTIMUM","582","27,086","35018","OPTIMUM","582","33,27","44596","OPTIMUM","582","30,636","44596","OPTIMUM","582","26,492","35018","OPTIMUM","582","38,825","18616","OPTIMUM","582","38,376","18616","OPTIMUM","582","20,471","14130","OPTIMUM","582","22,383","14130"
"instance_30_20_5_32","OPTIMUM","556","31,658","41876","OPTIMUM","556","40,325","51727","OPTIMUM","556","37,027","51768","OPTIMUM","556","36,652","42443","OPTIMUM","556","29,441","18901","OPTIMUM","556","34,48","18942","OPTIMUM","556","37,7","14422","OPTIMUM","556","36,907","14989"
"instance_30_20_5_33","OPTIMUM","517","34,878","33759","OPTIMUM","517","44,047","43721","OPTIMUM","517","41,908","43721","OPTIMUM","517","36,583","34287","OPTIMUM","517","38,022","16564","OPTIMUM","517","34,778","16564","OPTIMUM","517","39,163","12044","OPTIMUM","517","39,777","12572"
"instance_30_20_5_34","OPTIMUM","568","30,11","42502","OPTIMUM","568","17,046","51442","OPTIMUM","568","17,315","51442","OPTIMUM","568","32,497","42502","OPTIMUM","568","21,28","18688","OPTIMUM","568","22,23","18688","OPTIMUM","568","18,118","14759","OPTIMUM","568","16,236","14759"
"instance_30_20_5_35","OPTIMUM","557","32,946","38269","OPTIMUM","557","36,325","48626","OPTIMUM","557","38,271","48648","OPTIMUM","557","32,501","38834","OPTIMUM","557","29,486","18063","OPTIMUM","557","32,49","18085","OPTIMUM","557","31,925","13374","OPTIMUM","557","26,781","13939"
"instance_30_20_5_36","OPTIMUM","550","20,479","32915","OPTIMUM","550","22,816","42858","OPTIMUM","550","20,917","42859","OPTIMUM","550","18,629","33443","OPTIMUM","550","24,885","16862","OPTIMUM","550","25,836","16863","OPTIMUM","550","21,643","12398","OPTIMUM","550","22,837","12926"
"instance_30_20_5_37","OPTIMUM","547","29,511","37725","OPTIMUM","547","28,918","47011","OPTIMUM","547","30,194","47011","OPTIMUM","547","31,428","37725","OPTIMUM","547","26,45","17033","OPTIMUM","547","26,375","17033","OPTIMUM","547","20,691","12834","OPTIMUM","547","21,821","12834"
"instance_30_20_5_38","OPTIMUM","563","36,874","39561","OPTIMUM","563","41,434","49893","OPTIMUM","563","47,401","49893","OPTIMUM","563","56,375","40101","OPTIMUM","563","31,877","19280","OPTIMUM","563","37,886","19280","OPTIMUM","563","34,785","14645","OPTIMUM","563","31,501","15185"
"instance_30_20_5_39","OPTIMUM","545","16,546","24548","OPTIMUM","545","14,175","34413","OPTIMUM","545","16,33","34418","OPTIMUM","545","17,966","25059","OPTIMUM","545","21,773","15651","OPTIMUM","545","17,997","15656","OPTIMUM","545","13,357","11308","OPTIMUM","545","17,606","11819"
"instance_30_20_5_4","OPTIMUM","572","54,071","45601","OPTIMUM","572","70,142","54884","OPTIMUM","572","64,023","54896","OPTIMUM","572","57,787","45613","OPTIMUM","572","51,19","20675","OPTIMUM","572","44,955","20687","OPTIMUM","572","50,516","16282","OPTIMUM","572","43,174","16294"
"instance_30_20_5_40","OPTIMUM","574","29,529","45659","OPTIMUM","574","32,472","55440","OPTIMUM","574","32,765","55440","OPTIMUM","574","31,299","45659","OPTIMUM","574","30,325","20011","OPTIMUM","574","29,047","20011","OPTIMUM","574","27,292","15499","OPTIMUM","574","28,874","15499"
"instance_30_20_5_41","OPTIMUM","567","30,162","45690","OPTIMUM","567","43,053","55121","OPTIMUM","567","55,201","55164","OPTIMUM","567","31,222","46249","OPTIMUM","567","44,811","19654","OPTIMUM","567","45,387","19697","OPTIMUM","567","39,353","15396","OPTIMUM","567","26,488","15955"
"instance_30_20_5_42","OPTIMUM","590","49,983","42729","OPTIMUM","590","46,521","53516","OPTIMUM","590","41,418","53516","OPTIMUM","590","42,371","43275","OPTIMUM","590","37,089","20320","OPTIMUM","590","42,696","20320","OPTIMUM","590","35,428","15562","OPTIMUM","590","36,573","16108"
"instance_30_20_5_43","OPTIMUM","558","19,002","26156","OPTIMUM","558","15,061","36106","OPTIMUM","558","14,823","36132","OPTIMUM","558","22,07","26695","OPTIMUM","558","16,248","15158","OPTIMUM","558","22,188","15184","OPTIMUM","558","18,273","10728","OPTIMUM","558","21,552","11267"
"instance_30_20_5_44","OPTIMUM","573","34,418","39855","OPTIMUM","573","29,412","49368","OPTIMUM","573","29,816","49383","OPTIMUM","573","32,64","40395","OPTIMUM","573","29,528","17811","OPTIMUM","573","25,869","17826","OPTIMUM","573","30,471","13545","OPTIMUM","573","26,706","14085"
"instance_30_20_5_45","OPTIMUM","559","23,269","29690","OPTIMUM","559","24,76","39193","OPTIMUM","559","30,486","39223","OPTIMUM","559","28,957","30238","OPTIMUM","559","35,373","15491","OPTIMUM","559","20,788","15521","OPTIMUM","559","25,519","11058","OPTIMUM","559","23,342","11606"
"instance_30_20_5_46","OPTIMUM","558","20,316","36784","OPTIMUM","558","49,282","46390","OPTIMUM","558","25,147","46409","OPTIMUM","558","24,86","37309","OPTIMUM","558","26,67","17339","OPTIMUM","558","28,144","17358","OPTIMUM","558","26,753","12988","OPTIMUM","558","30,852","13513"
"instance_30_20_5_47","OPTIMUM","570","22,513","34801","OPTIMUM","570","24,628","44037","OPTIMUM","570","26,193","44056","OPTIMUM","570","20,309","35342","OPTIMUM","570","18,764","17824","OPTIMUM","570","18,48","17843","OPTIMUM","570","19,678","13394","OPTIMUM","570","21,198","13935"
"instance_30_20_5_48","OPTIMUM","576","14,978","35370","OPTIMUM","576","11,997","44796","OPTIMUM","576","12,566","44796","OPTIMUM","576","14,391","35370","OPTIMUM","576","15,628","18399","OPTIMUM","576","15,573","18399","OPTIMUM","576","16,001","14053","OPTIMUM","576","14,822","14053"
"instance_30_20_5_49","OPTIMUM","542","31,672","36000","OPTIMUM","542","34,04","45073","OPTIMUM","542","38,071","45109","OPTIMUM","542","32,366","36547","OPTIMUM","542","29,745","17722","OPTIMUM","542","25,088","17758","OPTIMUM","542","29,194","13506","OPTIMUM","542","27,009","14053"
"instance_30_20_5_5","OPTIMUM","534","49,505","32006","OPTIMUM","534","59,604","41895","OPTIMUM","534","55,638","41895","OPTIMUM","534","45,2","32006","OPTIMUM","534","42,838","16829","OPTIMUM","534","45,967","16829","OPTIMUM","534","50,306","12404","OPTIMUM","534","47,992","12404"
"instance_30_20_5_50","UNSATISFIABLE","","0,139","0","UNSATISFIABLE","","0,183","0","UNSATISFIABLE","","0,174","0","UNSATISFIABLE","","0,139","0","UNSATISFIABLE","","0,168","0","UNSATISFIABLE","","0,152","0","UNSATISFIABLE","","0,141","0","UNSATISFIABLE","","0,142","0"
"instance_30_20_5_6","OPTIMUM","575","19,469","46374","OPTIMUM","575","24,764","56045","OPTIMUM","575","36,853","56045","OPTIMUM","575","23,027","46899","OPTIMUM","575","15,125","19851","OPTIMUM","575","15,1","19851","OPTIMUM","575","23,169","15403","OPTIMUM","575","13,471","15928"
"instance_30_20_5_7","OPTIMUM","558","24,336","33805","OPTIMUM","558","28,633","43928","OPTIMUM","558","27,826","43928","OPTIMUM","558","27,068","34334","OPTIMUM","558","26,822","18143","OPTIMUM","558","29,866","18143","OPTIMUM","558","25,578","13647","OPTIMUM","558","24,094","14176"
