"cfg_id","label","instance_name","cardinality","ic","sb","status","elapsed_s","solve_s","variables","hard_clauses","soft_clauses","best_value","similarity","continuity","overtime","coverage"
"8","TOT-both-ss","instance_30_20_5_29","totalizer","both","slot-service","OPTIMUM","9,995657","9,902519","15563","142356","2903","560","562","2","0","120"
"8","TOT-both-ss","instance_30_20_5_3","totalizer","both","slot-service","OPTIMUM","8,487071","8,387431","16648","161086","3048","566","566","0","0","120"
"8","TOT-both-ss","instance_30_20_5_30","totalizer","both","slot-service","OPTIMUM","39,32324","39,20393","18621","198685","3308","566","571","5","0","120"
"8","TOT-both-ss","instance_30_20_5_31","totalizer","both","slot-service","OPTIMUM","38,37633","38,25779","18616","219163","3115","582","582","0","0","120"
"8","TOT-both-ss","instance_30_20_5_32","totalizer","both","slot-service","OPTIMUM","34,48022","34,36538","18942","204643","3318","556","567","11","0","120"
"8","TOT-both-ss","instance_30_20_5_33","totalizer","both","slot-service","OPTIMUM","34,77809","34,67602","16564","166550","2869","517","525","8","0","120"
"8","TOT-both-ss","instance_30_20_5_34","totalizer","both","slot-service","OPTIMUM","22,22973","22,11136","18688","215598","3332","568","571","3","0","120"
"8","TOT-both-ss","instance_30_20_5_35","totalizer","both","slot-service","OPTIMUM","32,49006","32,37635","18085","199805","3039","557","563","6","0","120"
"8","TOT-both-ss","instance_30_20_5_36","totalizer","both","slot-service","OPTIMUM","25,83619","25,73556","16863","159372","2995","550","555","5","0","120"
"8","TOT-both-ss","instance_30_20_5_37","totalizer","both","slot-service","OPTIMUM","26,37518","26,27282","17033","172148","3053","547","552","5","0","120"
"8","TOT-both-ss","instance_30_20_5_38","totalizer","both","slot-service","OPTIMUM","37,88632","37,76494","19280","222015","3211","563","570","7","0","120"
"8","TOT-both-ss","instance_30_20_5_39","totalizer","both","slot-service","OPTIMUM","17,99657","17,90592","15656","137386","3057","545","547","2","0","120"
"8","TOT-both-ss","instance_30_20_5_4","totalizer","both","slot-service","OPTIMUM","44,95455","44,82352","20687","250058","3468","572","578","6","0","120"
"8","TOT-both-ss","instance_30_20_5_40","totalizer","both","slot-service","OPTIMUM","29,04738","28,92639","20011","226548","3586","574","575","1","0","120"
"8","TOT-both-ss","instance_30_20_5_41","totalizer","both","slot-service","OPTIMUM","45,38702","45,26349","19697","228984","3299","567","573","6","0","120"
"8","TOT-both-ss","instance_30_20_5_42","totalizer","both","slot-service","OPTIMUM","42,69597","42,56869","20320","242003","3338","590","590","0","0","120"
"8","TOT-both-ss","instance_30_20_5_43","totalizer","both","slot-service","OPTIMUM","22,18767","22,09461","15184","141327","2844","558","568","10","0","120"
"8","TOT-both-ss","instance_30_20_5_44","totalizer","both","slot-service","OPTIMUM","25,86873","25,75661","17826","193431","3134","573","577","4","0","120"
"8","TOT-both-ss","instance_30_20_5_45","totalizer","both","slot-service","OPTIMUM","20,78784","20,69257","15521","143882","2798","559","564","5","0","120"
"8","TOT-both-ss","instance_30_20_5_46","totalizer","both","slot-service","OPTIMUM","28,14435","28,03353","17358","178390","3011","558","567","9","0","120"
"8","TOT-both-ss","instance_30_20_5_47","totalizer","both","slot-service","OPTIMUM","18,47975","18,36694","17843","193595","3191","570","572","2","0","120"
"8","TOT-both-ss","instance_30_20_5_48","totalizer","both","slot-service","OPTIMUM","15,57258","15,45753","18399","203453","3254","576","577","1","0","120"
"8","TOT-both-ss","instance_30_20_5_49","totalizer","both","slot-service","OPTIMUM","25,08798","24,97641","17758","199464","3099","542","549","7","0","120"
"8","TOT-both-ss","instance_30_20_5_5","totalizer","both","slot-service","OPTIMUM","45,96698","45,8641","16829","170774","2939","534","543","9","0","120"
"8","TOT-both-ss","instance_30_20_5_50","totalizer","both","slot-service","UNSATISFIABLE","0,152439","0","0","0","0","","","","","120"
"8","TOT-both-ss","instance_30_20_5_6","totalizer","both","slot-service","OPTIMUM","15,1001","14,97747","19851","239562","3318","575","577","2","0","120"
"8","TOT-both-ss","instance_30_20_5_7","totalizer","both","slot-service","OPTIMUM","29,86625","29,75625","18143","193821","3135","558","564","6","0","120"
"8","TOT-both-ss","instance_30_20_5_8","totalizer","both","slot-service","OPTIMUM","30,48937","30,37563","18561","198028","3305","563","569","6","0","120"
"8","TOT-both-ss","instance_30_20_5_9","totalizer","both","slot-service","OPTIMUM","24,0336","23,92624","17300","183020","3043","537","547","10","0","120"
"8","TOT-both-ss","instance_30_25_4_1","totalizer","both","slot-service","OPTIMUM","30,7902","30,69258","15115","149137","2997","454","460","6","0","120"
"8","TOT-both-ss","instance_30_25_4_10","totalizer","both","slot-service","OPTIMUM","21,00308","20,90454","14982","138721","3332","453","456","3","0","120"
"8","TOT-both-ss","instance_30_25_4_11","totalizer","both","slot-service","OPTIMUM","19,02047","18,90654","16939","195925","3201","457","458","1","0","120"
"8","TOT-both-ss","instance_30_25_4_12","totalizer","both","slot-service","OPTIMUM","45,22189","45,11741","15931","162518","3338","437","438","1","0","120"
"8","TOT-both-ss","instance_30_25_4_13","totalizer","both","slot-service","OPTIMUM","17,36118","17,25295","17086","181155","3437","462","466","4","0","120"
"8","TOT-both-ss","instance_30_25_4_14","totalizer","both","slot-service","OPTIMUM","32,34502","32,25145","15322","138656","3384","447","449","2","0","120"
"8","TOT-both-ss","instance_30_25_4_15","totalizer","both","slot-service","OPTIMUM","17,03038","16,9364","14598","136147","3065","446","450","4","0","120"
"8","TOT-both-ss","instance_30_25_4_16","totalizer","both","slot-service","OPTIMUM","11,98615","11,88325","15916","170090","3155","449","449","0","0","120"
"8","TOT-both-ss","instance_30_25_4_17","totalizer","both","slot-service","OPTIMUM","14,25187","14,13838","17331","189200","3514","444","447","3","0","120"
"8","TOT-both-ss","instance_30_25_4_18","totalizer","both","slot-service","OPTIMUM","28,77881","28,66441","16685","166190","3387","456","460","4","0","120"
"8","TOT-both-ss","instance_30_25_4_19","totalizer","both","slot-service","OPTIMUM","35,769","35,67152","16028","160562","3505","436","440","4","0","120"
"8","TOT-both-ss","instance_30_25_4_2","totalizer","both","slot-service","OPTIMUM","17,71823","17,61531","16003","168835","3289","471","471","0","0","120"
"8","TOT-both-ss","instance_30_25_4_20","totalizer","both","slot-service","OPTIMUM","25,04371","24,93905","15974","163904","3244","462","467","5","0","120"
"8","TOT-both-ss","instance_30_25_4_21","totalizer","both","slot-service","OPTIMUM","19,873","19,79298","14645","130370","3100","457","462","5","0","120"
"8","TOT-both-ss","instance_30_25_4_22","totalizer","both","slot-service","OPTIMUM","30,93132","30,82007","17585","191432","3440","466","469","3","0","120"
