instance_name;lex-overtime__ORIGINAL_status;lex-overtime__ORIGINAL_weighted_reference;lex-overtime__ORIGINAL_stages;lex-overtime__ORIGINAL_elapsed_s;lex-overtime__ORIGINAL_vars;lex-overtime__SN-both-none_status;lex-overtime__SN-both-none_weighted_reference;lex-overtime__SN-both-none_stages;lex-overtime__SN-both-none_elapsed_s;lex-overtime__SN-both-none_vars;lex-overtime__SN-both-ss_status;lex-overtime__SN-both-ss_weighted_reference;lex-overtime__SN-both-ss_stages;lex-overtime__SN-both-ss_elapsed_s;lex-overtime__SN-both-ss_vars;lex-overtime__SN-none-ss_status;lex-overtime__SN-none-ss_weighted_reference;lex-overtime__SN-none-ss_stages;lex-overtime__SN-none-ss_elapsed_s;lex-overtime__SN-none-ss_vars;lex-overtime__TOT-both-none_status;lex-overtime__TOT-both-none_weighted_reference;lex-overtime__TOT-both-none_stages;lex-overtime__TOT-both-none_elapsed_s;lex-overtime__TOT-both-none_vars;lex-overtime__TOT-both-ss_status;lex-overtime__TOT-both-ss_weighted_reference;lex-overtime__TOT-both-ss_stages;lex-overtime__TOT-both-ss_elapsed_s;lex-overtime__TOT-both-ss_vars;lex-overtime__TOT-none-none_status;lex-overtime__TOT-none-none_weighted_reference;lex-overtime__TOT-none-none_stages;lex-overtime__TOT-none-none_elapsed_s;lex-overtime__TOT-none-none_vars;lex-overtime__TOT-none-ss_status;lex-overtime__TOT-none-ss_weighted_reference;lex-overtime__TOT-none-ss_stages;lex-overtime__TOT-none-ss_elapsed_s;lex-overtime__TOT-none-ss_vars
instance_30_10_5_1;OPTIMUM;486.0;0 | 0 | 486;76.392;98989;OPTIMUM;486.0;0 | 0 | 486;77.986;109897;OPTIMUM;486.0;0 | 0 | 486;76.864;109910;OPTIMUM;486.0;0 | 0 | 486;76.44;99529;OPTIMUM;486.0;0 | 0 | 486;75.257;93228;OPTIMUM;486.0;0 | 0 | 486;76.14;93241;OPTIMUM;486.0;0 | 0 | 486;75.846;88513;OPTIMUM;486.0;0 | 0 | 486;75.977;89053
instance_30_10_5_10;OPTIMUM;477.0;0 | 1 | 478;54.392;109542;OPTIMUM;477.0;0 | 1 | 478;54.581;119575;OPTIMUM;477.0;0 | 1 | 478;55.102;119578;OPTIMUM;477.0;0 | 1 | 478;53.771;110065;OPTIMUM;477.0;0 | 1 | 478;54.007;103628;OPTIMUM;477.0;0 | 1 | 478;53.475;103631;OPTIMUM;477.0;0 | 1 | 478;53.523;99006;OPTIMUM;477.0;0 | 1 | 478;53.525;99529
instance_30_10_5_11;UNSATISFIABLE;None;;0.04;0;UNSATISFIABLE;None;;0.07;0;UNSATISFIABLE;None;;0.066;0;UNSATISFIABLE;None;;0.042;0;UNSATISFIABLE;None;;0.06;0;UNSATISFIABLE;None;;0.061;0;UNSATISFIABLE;None;;0.039;0;UNSATISFIABLE;None;;0.043;0
instance_30_10_5_12;UNSATISFIABLE;None;;0.055;0;UNSATISFIABLE;None;;0.074;0;UNSATISFIABLE;None;;0.07;0;UNSATISFIABLE;None;;0.061;0;UNSATISFIABLE;None;;0.067;0;UNSATISFIABLE;None;;0.068;0;UNSATISFIABLE;None;;0.049;0;UNSATISFIABLE;None;;0.066;0
instance_30_10_5_13;UNSATISFIABLE;None;;0.069;0;UNSATISFIABLE;None;;0.094;0;UNSATISFIABLE;None;;0.096;0;UNSATISFIABLE;None;;0.074;0;UNSATISFIABLE;None;;0.075;0;UNSATISFIABLE;None;;0.078;0;UNSATISFIABLE;None;;0.063;0;UNSATISFIABLE;None;;0.074;0
instance_30_10_5_14;UNSATISFIABLE;None;;0.197;0;UNSATISFIABLE;None;;0.172;0;UNSATISFIABLE;None;;0.173;0;UNSATISFIABLE;None;;0.195;0;UNSATISFIABLE;None;;0.124;0;UNSATISFIABLE;None;;0.125;0;UNSATISFIABLE;None;;0.092;0;UNSATISFIABLE;None;;0.097;0
instance_30_10_5_15;UNSATISFIABLE;None;;0.115;0;UNSATISFIABLE;None;;0.157;0;UNSATISFIABLE;None;;0.155;0;UNSATISFIABLE;None;;0.097;0;UNSATISFIABLE;None;;0.09;0;UNSATISFIABLE;None;;0.092;0;UNSATISFIABLE;None;;0.072;0;UNSATISFIABLE;None;;0.077;0
instance_30_10_5_16;OPTIMUM;473.0;0 | 0 | 473;55.124;85975;OPTIMUM;473.0;0 | 0 | 473;57.022;95886;OPTIMUM;473.0;0 | 0 | 473;57.029;95886;OPTIMUM;473.0;0 | 0 | 473;55.208;85975;OPTIMUM;473.0;0 | 0 | 473;55.943;74341;OPTIMUM;473.0;0 | 0 | 473;54.989;74341;OPTIMUM;473.0;0 | 0 | 473;57.801;69905;OPTIMUM;473.0;0 | 0 | 473;56.819;69905
instance_30_10_5_17;OPTIMUM;414.0;0 | 0 | 414;52.385;93609;OPTIMUM;414.0;0 | 0 | 414;54.056;103755;OPTIMUM;414.0;0 | 0 | 414;53.123;103760;OPTIMUM;414.0;0 | 0 | 414;50.418;94137;OPTIMUM;414.0;0 | 0 | 414;52.39;89255;OPTIMUM;414.0;0 | 0 | 414;51.452;89260;OPTIMUM;414.0;0 | 0 | 414;48.382;84615;OPTIMUM;414.0;0 | 0 | 414;53.08;85143
instance_30_10_5_18;OPTIMUM;516.0;0 | 2 | 518;73.108;100058;OPTIMUM;516.0;0 | 2 | 518;74.386;110366;OPTIMUM;516.0;0 | 2 | 518;72.848;110366;OPTIMUM;516.0;0 | 2 | 518;72.468;100579;OPTIMUM;516.0;0 | 2 | 518;69.721;89602;OPTIMUM;516.0;0 | 2 | 518;70.477;89602;OPTIMUM;516.0;0 | 2 | 518;67.392;84865;OPTIMUM;516.0;0 | 2 | 518;71.25;85386
instance_30_10_5_19;UNSATISFIABLE;None;;0.038;0;UNSATISFIABLE;None;;0.065;0;UNSATISFIABLE;None;;0.066;0;UNSATISFIABLE;None;;0.049;0;UNSATISFIABLE;None;;0.06;0;UNSATISFIABLE;None;;0.06;0;UNSATISFIABLE;None;;0.037;0;UNSATISFIABLE;None;;0.051;0
instance_30_10_5_2;UNSATISFIABLE;None;;0.08;0;UNSATISFIABLE;None;;0.107;0;UNSATISFIABLE;None;;0.12;0;UNSATISFIABLE;None;;0.059;0;UNSATISFIABLE;None;;0.081;0;UNSATISFIABLE;None;;0.083;0;UNSATISFIABLE;None;;0.058;0;UNSATISFIABLE;None;;0.063;0
instance_30_10_5_20;UNSATISFIABLE;None;;0.052;0;UNSATISFIABLE;None;;0.079;0;UNSATISFIABLE;None;;0.077;0;UNSATISFIABLE;None;;0.055;0;UNSATISFIABLE;None;;0.073;0;UNSATISFIABLE;None;;0.077;0;UNSATISFIABLE;None;;0.06;0;UNSATISFIABLE;None;;0.064;0
instance_30_10_5_21;UNSATISFIABLE;None;;0.04;0;UNSATISFIABLE;None;;0.07;0;UNSATISFIABLE;None;;0.066;0;UNSATISFIABLE;None;;0.053;0;UNSATISFIABLE;None;;0.059;0;UNSATISFIABLE;None;;0.061;0;UNSATISFIABLE;None;;0.042;0;UNSATISFIABLE;None;;0.043;0
instance_30_10_5_22;OPTIMUM;495.0;0 | 2 | 497;56.995;107156;OPTIMUM;495.0;0 | 2 | 497;57.865;116702;OPTIMUM;495.0;0 | 2 | 497;57.394;116710;OPTIMUM;495.0;0 | 2 | 497;57.749;107670;OPTIMUM;495.0;0 | 2 | 497;56.371;97801;OPTIMUM;495.0;0 | 2 | 497;56.434;97809;OPTIMUM;495.0;0 | 2 | 497;55.221;93239;OPTIMUM;495.0;0 | 2 | 497;56.276;93753
instance_30_10_5_23;UNSATISFIABLE;None;;0.038;0;UNSATISFIABLE;None;;0.062;0;UNSATISFIABLE;None;;0.063;0;UNSATISFIABLE;None;;0.04;0;UNSATISFIABLE;None;;0.052;0;UNSATISFIABLE;None;;0.043;0;UNSATISFIABLE;None;;0.038;0;UNSATISFIABLE;None;;0.041;0
instance_30_10_5_24;UNSATISFIABLE;None;;0.048;0;UNSATISFIABLE;None;;0.077;0;UNSATISFIABLE;None;;0.075;0;UNSATISFIABLE;None;;0.05;0;UNSATISFIABLE;None;;0.061;0;UNSATISFIABLE;None;;0.073;0;UNSATISFIABLE;None;;0.048;0;UNSATISFIABLE;None;;0.054;0
instance_30_10_5_25;UNSATISFIABLE;None;;0.071;0;UNSATISFIABLE;None;;0.082;0;UNSATISFIABLE;None;;0.074;0;UNSATISFIABLE;None;;0.07;0;UNSATISFIABLE;None;;0.072;0;UNSATISFIABLE;None;;0.072;0;UNSATISFIABLE;None;;0.068;0;UNSATISFIABLE;None;;0.073;0
instance_30_10_5_26;UNSATISFIABLE;None;;0.034;0;UNSATISFIABLE;None;;0.055;0;UNSATISFIABLE;None;;0.056;0;UNSATISFIABLE;None;;0.038;0;UNSATISFIABLE;None;;0.039;0;UNSATISFIABLE;None;;0.04;0;UNSATISFIABLE;None;;0.033;0;UNSATISFIABLE;None;;0.037;0
instance_30_10_5_27;UNSATISFIABLE;None;;0.048;0;UNSATISFIABLE;None;;0.079;0;UNSATISFIABLE;None;;0.079;0;UNSATISFIABLE;None;;0.051;0;UNSATISFIABLE;None;;0.071;0;UNSATISFIABLE;None;;0.068;0;UNSATISFIABLE;None;;0.048;0;UNSATISFIABLE;None;;0.05;0
instance_30_10_5_28;UNSATISFIABLE;None;;0.038;0;UNSATISFIABLE;None;;0.062;0;UNSATISFIABLE;None;;0.065;0;UNSATISFIABLE;None;;0.033;0;UNSATISFIABLE;None;;0.04;0;UNSATISFIABLE;None;;0.041;0;UNSATISFIABLE;None;;0.037;0;UNSATISFIABLE;None;;0.036;0
instance_30_10_5_29;UNSATISFIABLE;None;;0.036;0;UNSATISFIABLE;None;;0.053;0;UNSATISFIABLE;None;;0.055;0;UNSATISFIABLE;None;;0.035;0;UNSATISFIABLE;None;;0.037;0;UNSATISFIABLE;None;;0.037;0;UNSATISFIABLE;None;;0.037;0;UNSATISFIABLE;None;;0.038;0
instance_30_10_5_3;OPTIMUM;470.0;0 | 2 | 472;50.097;90830;OPTIMUM;470.0;0 | 2 | 472;51.138;100954;OPTIMUM;470.0;0 | 2 | 472;52.194;100954;OPTIMUM;470.0;0 | 2 | 472;53.348;91344;OPTIMUM;470.0;0 | 2 | 472;54.748;82159;OPTIMUM;470.0;0 | 2 | 472;49.737;82159;OPTIMUM;470.0;0 | 2 | 472;53.496;77582;OPTIMUM;470.0;0 | 2 | 472;52.647;78096
instance_30_10_5_30;UNSATISFIABLE;None;;0.055;0;UNSATISFIABLE;None;;0.071;0;UNSATISFIABLE;None;;0.069;0;UNSATISFIABLE;None;;0.054;0;UNSATISFIABLE;None;;0.06;0;UNSATISFIABLE;None;;0.061;0;UNSATISFIABLE;None;;0.04;0;UNSATISFIABLE;None;;0.041;0
instance_30_10_5_31;OPTIMUM;506.0;0 | 0 | 506;48.298;91440;OPTIMUM;506.0;0 | 0 | 506;51.478;101029;OPTIMUM;506.0;0 | 0 | 506;48.296;101033;OPTIMUM;506.0;0 | 0 | 506;48.682;91949;OPTIMUM;506.0;0 | 0 | 506;49.451;85433;OPTIMUM;506.0;0 | 0 | 506;46.425;85437;OPTIMUM;506.0;0 | 0 | 506;47.634;81000;OPTIMUM;506.0;0 | 0 | 506;47.278;81509
instance_30_10_5_32;OPTIMUM;543.0;0 | 0 | 543;88.935;106804;OPTIMUM;543.0;0 | 0 | 543;89.505;116551;OPTIMUM;543.0;0 | 0 | 543;89.032;116561;OPTIMUM;543.0;0 | 0 | 543;87.379;107322;OPTIMUM;543.0;0 | 0 | 543;88.695;98055;OPTIMUM;543.0;0 | 0 | 543;88.72;98065;OPTIMUM;543.0;0 | 0 | 543;89.011;93645;OPTIMUM;543.0;0 | 0 | 543;89.487;94163
instance_30_10_5_33;OPTIMUM;552.0;0 | 0 | 552;82.376;105382;OPTIMUM;552.0;0 | 0 | 552;83.273;115486;OPTIMUM;552.0;0 | 0 | 552;81.875;115504;OPTIMUM;552.0;0 | 0 | 552;80.308;105400;OPTIMUM;552.0;0 | 0 | 552;80.921;90981;OPTIMUM;552.0;0 | 0 | 552;76.184;90999;OPTIMUM;552.0;0 | 0 | 552;77.651;86322;OPTIMUM;552.0;0 | 0 | 552;76.25;86340
instance_30_10_5_34;OPTIMUM;446.0;0 | 3 | 449;56.237;115008;OPTIMUM;446.0;0 | 3 | 449;54.506;125216;OPTIMUM;446.0;0 | 3 | 449;57.192;125216;OPTIMUM;446.0;0 | 3 | 449;52.348;115515;OPTIMUM;446.0;0 | 3 | 449;51.838;104125;OPTIMUM;446.0;0 | 3 | 449;52.744;104125;OPTIMUM;446.0;0 | 3 | 449;55.681;99630;OPTIMUM;446.0;0 | 3 | 449;51.472;100137
instance_30_10_5_35;OPTIMUM;492.0;0 | 0 | 492;51.245;111102;OPTIMUM;492.0;0 | 0 | 492;53.556;121191;OPTIMUM;492.0;0 | 0 | 492;52.821;121197;OPTIMUM;492.0;0 | 0 | 492;52.289;111652;OPTIMUM;492.0;0 | 0 | 492;52.809;101352;OPTIMUM;492.0;0 | 0 | 492;52.232;101358;OPTIMUM;492.0;0 | 0 | 492;53.258;96540;OPTIMUM;492.0;0 | 0 | 492;51.735;97090
instance_30_10_5_36;OPTIMUM;485.0;0 | 4 | 489;60.657;111349;OPTIMUM;485.0;0 | 4 | 489;62.048;121754;OPTIMUM;485.0;0 | 4 | 489;65.775;121766;OPTIMUM;485.0;0 | 4 | 489;63.092;111876;OPTIMUM;485.0;0 | 4 | 489;60.387;96587;OPTIMUM;485.0;0 | 4 | 489;60.218;96599;OPTIMUM;485.0;0 | 4 | 489;60.095;92053;OPTIMUM;485.0;0 | 4 | 489;61.219;92580
instance_30_10_5_37;OPTIMUM;494.0;0 | 0 | 494;25.56;96790;OPTIMUM;494.0;0 | 0 | 494;26.984;106704;OPTIMUM;494.0;0 | 0 | 494;28.018;106704;OPTIMUM;494.0;0 | 0 | 494;26.217;97301;OPTIMUM;494.0;0 | 0 | 494;25.852;93414;OPTIMUM;494.0;0 | 0 | 494;24.983;93414;OPTIMUM;494.0;0 | 0 | 494;22.702;88942;OPTIMUM;494.0;0 | 0 | 494;24.375;89453
instance_30_10_5_38;OPTIMUM;518.0;0 | 0 | 518;74.659;111566;OPTIMUM;518.0;0 | 0 | 518;75.247;121502;OPTIMUM;518.0;0 | 0 | 518;75.345;121502;OPTIMUM;518.0;0 | 0 | 518;75.006;112080;OPTIMUM;518.0;0 | 0 | 518;74.403;104940;OPTIMUM;518.0;0 | 0 | 518;74.423;104940;OPTIMUM;518.0;0 | 0 | 518;74.226;100374;OPTIMUM;518.0;0 | 0 | 518;74.288;100888
instance_30_10_5_39;OPTIMUM;520.0;0 | 1 | 521;60.496;111364;OPTIMUM;520.0;0 | 1 | 521;59.305;120363;OPTIMUM;520.0;0 | 1 | 521;59.867;120364;OPTIMUM;520.0;0 | 1 | 521;60.617;111856;OPTIMUM;520.0;0 | 1 | 521;60.416;105513;OPTIMUM;520.0;0 | 1 | 521;58.472;105514;OPTIMUM;520.0;0 | 1 | 521;59.035;101276;OPTIMUM;520.0;0 | 1 | 521;60.05;101768
instance_30_10_5_4;UNSATISFIABLE;None;;0.036;0;UNSATISFIABLE;None;;0.064;0;UNSATISFIABLE;None;;0.067;0;UNSATISFIABLE;None;;0.037;0;UNSATISFIABLE;None;;0.04;0;UNSATISFIABLE;None;;0.042;0;UNSATISFIABLE;None;;0.036;0;UNSATISFIABLE;None;;0.04;0
instance_30_10_5_40;UNSATISFIABLE;None;;0.039;0;UNSATISFIABLE;None;;0.066;0;UNSATISFIABLE;None;;0.071;0;UNSATISFIABLE;None;;0.037;0;UNSATISFIABLE;None;;0.062;0;UNSATISFIABLE;None;;0.063;0;UNSATISFIABLE;None;;0.041;0;UNSATISFIABLE;None;;0.044;0
instance_30_10_5_41;UNSATISFIABLE;None;;0.065;0;UNSATISFIABLE;None;;0.071;0;UNSATISFIABLE;None;;0.076;0;UNSATISFIABLE;None;;0.06;0;UNSATISFIABLE;None;;0.069;0;UNSATISFIABLE;None;;0.068;0;UNSATISFIABLE;None;;0.065;0;UNSATISFIABLE;None;;0.065;0
instance_30_10_5_42;OPTIMUM;474.0;0 | 1 | 475;74.047;108637;OPTIMUM;474.0;0 | 1 | 475;76.665;118663;OPTIMUM;474.0;0 | 1 | 475;76.868;118663;OPTIMUM;474.0;0 | 1 | 475;74.118;108637;OPTIMUM;474.0;0 | 1 | 475;75.657;97047;OPTIMUM;474.0;0 | 1 | 475;75.624;97047;OPTIMUM;474.0;0 | 1 | 475;72.373;92584;OPTIMUM;474.0;0 | 1 | 475;72.386;92584
instance_30_10_5_43;UNSATISFIABLE;None;;0.048;0;UNSATISFIABLE;None;;0.068;0;UNSATISFIABLE;None;;0.071;0;UNSATISFIABLE;None;;0.039;0;UNSATISFIABLE;None;;0.061;0;UNSATISFIABLE;None;;0.06;0;UNSATISFIABLE;None;;0.039;0;UNSATISFIABLE;None;;0.04;0
instance_30_10_5_44;UNSATISFIABLE;None;;0.098;0;UNSATISFIABLE;None;;0.132;0;UNSATISFIABLE;None;;0.147;0;UNSATISFIABLE;None;;0.101;0;UNSATISFIABLE;None;;0.098;0;UNSATISFIABLE;None;;0.095;0;UNSATISFIABLE;None;;0.083;0;UNSATISFIABLE;None;;0.078;0
instance_30_10_5_45;UNSATISFIABLE;None;;0.038;0;UNSATISFIABLE;None;;0.064;0;UNSATISFIABLE;None;;0.07;0;UNSATISFIABLE;None;;0.051;0;UNSATISFIABLE;None;;0.058;0;UNSATISFIABLE;None;;0.062;0;UNSATISFIABLE;None;;0.04;0;UNSATISFIABLE;None;;0.043;0
instance_30_10_5_46;UNSATISFIABLE;None;;0.031;0;UNSATISFIABLE;None;;0.037;0;UNSATISFIABLE;None;;0.042;0;UNSATISFIABLE;None;;0.036;0;UNSATISFIABLE;None;;0.035;0;UNSATISFIABLE;None;;0.035;0;UNSATISFIABLE;None;;0.033;0;UNSATISFIABLE;None;;0.036;0
instance_30_10_5_47;UNSATISFIABLE;None;;0.034;0;UNSATISFIABLE;None;;0.039;0;UNSATISFIABLE;None;;0.04;0;UNSATISFIABLE;None;;0.036;0;UNSATISFIABLE;None;;0.034;0;UNSATISFIABLE;None;;0.036;0;UNSATISFIABLE;None;;0.032;0;UNSATISFIABLE;None;;0.036;0
instance_30_10_5_48;OPTIMUM;472.0;0 | 1 | 473;61.948;105387;OPTIMUM;472.0;0 | 1 | 473;69.085;114232;OPTIMUM;472.0;0 | 1 | 473;66.78;114271;OPTIMUM;472.0;0 | 1 | 473;60.514;105936;OPTIMUM;472.0;0 | 1 | 473;66.164;98924;OPTIMUM;472.0;0 | 1 | 473;64.549;98963;OPTIMUM;472.0;0 | 1 | 473;62.55;94548;OPTIMUM;472.0;0 | 1 | 473;64.964;95097
instance_30_10_5_49;TIMEOUT;None;0;300.106;17836;TIMEOUT;None;0;300.118;27991;TIMEOUT;None;0;300.116;27993;TIMEOUT;None;0;300.106;18347;TIMEOUT;None;0;300.117;10627;TIMEOUT;None;0;300.114;10629;TIMEOUT;None;0 | 3;300.126;6081;TIMEOUT;None;0 | 3;300.122;6592
instance_30_10_5_5;UNSATISFIABLE;None;;0.04;0;UNSATISFIABLE;None;;0.067;0;UNSATISFIABLE;None;;0.073;0;UNSATISFIABLE;None;;0.052;0;UNSATISFIABLE;None;;0.063;0;UNSATISFIABLE;None;;0.062;0;UNSATISFIABLE;None;;0.05;0;UNSATISFIABLE;None;;0.053;0
instance_30_10_5_50;UNSATISFIABLE;None;;0.054;0;UNSATISFIABLE;None;;0.066;0;UNSATISFIABLE;None;;0.075;0;UNSATISFIABLE;None;;0.057;0;UNSATISFIABLE;None;;0.062;0;UNSATISFIABLE;None;;0.063;0;UNSATISFIABLE;None;;0.062;0;UNSATISFIABLE;None;;0.059;0
instance_30_10_5_6;UNSATISFIABLE;None;;0.038;0;UNSATISFIABLE;None;;0.067;0;UNSATISFIABLE;None;;0.066;0;UNSATISFIABLE;None;;0.039;0;UNSATISFIABLE;None;;0.058;0;UNSATISFIABLE;None;;0.05;0;UNSATISFIABLE;None;;0.037;0;UNSATISFIABLE;None;;0.041;0
instance_30_10_5_7;UNSATISFIABLE;None;;0.065;0;UNSATISFIABLE;None;;0.109;0;UNSATISFIABLE;None;;0.102;0;UNSATISFIABLE;None;;0.056;0;UNSATISFIABLE;None;;0.07;0;UNSATISFIABLE;None;;0.068;0;UNSATISFIABLE;None;;0.045;0;UNSATISFIABLE;None;;0.062;0
instance_30_10_5_8;OPTIMUM;535.0;0 | 0 | 535;80.994;96161;OPTIMUM;535.0;0 | 0 | 535;81.942;106258;OPTIMUM;535.0;0 | 0 | 535;81.805;106258;OPTIMUM;535.0;0 | 0 | 535;81.019;96668;OPTIMUM;535.0;0 | 0 | 535;80.505;89864;OPTIMUM;535.0;0 | 0 | 535;80.542;89864;OPTIMUM;535.0;0 | 0 | 535;80.302;85426;OPTIMUM;535.0;0 | 0 | 535;80.331;85933
instance_30_10_5_9;OPTIMUM;470.0;0 | 3 | 473;50.722;82439;OPTIMUM;470.0;0 | 3 | 473;50.944;92536;OPTIMUM;470.0;0 | 3 | 473;53.621;92542;OPTIMUM;470.0;0 | 3 | 473;49.673;82960;OPTIMUM;470.0;0 | 3 | 473;50.245;77588;OPTIMUM;470.0;0 | 3 | 473;50.878;77594;OPTIMUM;470.0;0 | 3 | 473;49.19;73005;OPTIMUM;470.0;0 | 3 | 473;53.259;73526
instance_30_15_4_1;OPTIMUM;438.0;0 | 0 | 438;80.746;118519;OPTIMUM;438.0;0 | 0 | 438;79.312;125133;OPTIMUM;438.0;0 | 0 | 438;80.261;125145;OPTIMUM;438.0;0 | 0 | 438;82.296;118932;OPTIMUM;438.0;0 | 0 | 438;78.759;107150;OPTIMUM;438.0;0 | 0 | 438;78.879;107162;OPTIMUM;438.0;0 | 0 | 438;80.05;103978;OPTIMUM;438.0;0 | 0 | 438;78.798;104391
instance_30_15_4_10;OPTIMUM;410.0;0 | 0 | 410;70.289;117796;OPTIMUM;410.0;0 | 0 | 410;70.719;123970;OPTIMUM;410.0;0 | 0 | 410;70.908;123970;OPTIMUM;410.0;0 | 0 | 410;70.32;118200;OPTIMUM;410.0;0 | 0 | 410;69.943;108536;OPTIMUM;410.0;0 | 0 | 410;69.966;108536;OPTIMUM;410.0;0 | 0 | 410;69.885;105385;OPTIMUM;410.0;0 | 0 | 410;69.928;105789
instance_30_15_4_11;OPTIMUM;406.0;0 | 0 | 406;70.005;93940;OPTIMUM;406.0;0 | 0 | 406;70.218;102088;OPTIMUM;406.0;0 | 0 | 406;71.231;102088;OPTIMUM;406.0;0 | 0 | 406;68.778;94381;OPTIMUM;406.0;0 | 0 | 406;70.673;87560;OPTIMUM;406.0;0 | 0 | 406;70.975;87560;OPTIMUM;406.0;0 | 0 | 406;68.734;83729;OPTIMUM;406.0;0 | 0 | 406;71.345;84170
instance_30_15_4_12;OPTIMUM;439.0;0 | 0 | 439;69.674;106903;OPTIMUM;439.0;0 | 0 | 439;70.064;114463;OPTIMUM;439.0;0 | 0 | 439;72.601;114475;OPTIMUM;439.0;0 | 0 | 439;70.709;107345;OPTIMUM;439.0;0 | 0 | 439;70.119;99032;OPTIMUM;439.0;0 | 0 | 439;69.697;99044;OPTIMUM;439.0;0 | 0 | 439;68.93;95521;OPTIMUM;439.0;0 | 0 | 439;71.107;95963
instance_30_15_4_13;OPTIMUM;383.0;0 | 3 | 386;53.336;94674;OPTIMUM;383.0;0 | 3 | 386;60.754;102040;OPTIMUM;383.0;0 | 3 | 386;56.177;102040;OPTIMUM;383.0;0 | 3 | 386;54.549;95096;OPTIMUM;383.0;0 | 3 | 386;55.241;89359;OPTIMUM;383.0;0 | 3 | 386;62.604;89359;OPTIMUM;383.0;0 | 3 | 386;53.92;85846;OPTIMUM;383.0;0 | 3 | 386;56.361;86268
instance_30_15_4_14;OPTIMUM;389.0;0 | 0 | 389;72.605;112462;OPTIMUM;389.0;0 | 0 | 389;73.111;119308;OPTIMUM;389.0;0 | 0 | 389;73.277;119310;OPTIMUM;389.0;0 | 0 | 389;72.829;112888;OPTIMUM;389.0;0 | 0 | 389;72.402;106046;OPTIMUM;389.0;0 | 0 | 389;72.393;106048;OPTIMUM;389.0;0 | 0 | 389;72.335;102666;OPTIMUM;389.0;0 | 0 | 389;72.4;103092
instance_30_15_4_15;OPTIMUM;446.0;0 | 0 | 446;76.357;114652;OPTIMUM;446.0;0 | 0 | 446;76.797;121382;OPTIMUM;446.0;0 | 0 | 446;79.89;121394;OPTIMUM;446.0;0 | 0 | 446;78.706;115097;OPTIMUM;446.0;0 | 0 | 446;77.849;102297;OPTIMUM;446.0;0 | 0 | 446;77.802;102309;OPTIMUM;446.0;0 | 0 | 446;75.752;98971;OPTIMUM;446.0;0 | 0 | 446;77.709;99416
instance_30_15_4_16;OPTIMUM;398.0;0 | 0 | 398;52.842;110767;OPTIMUM;398.0;0 | 0 | 398;53.163;117480;OPTIMUM;398.0;0 | 0 | 398;53.228;117480;OPTIMUM;398.0;0 | 0 | 398;52.846;111168;OPTIMUM;398.0;0 | 0 | 398;52.586;104462;OPTIMUM;398.0;0 | 0 | 398;52.597;104462;OPTIMUM;398.0;0 | 0 | 398;51.058;101214;OPTIMUM;398.0;0 | 0 | 398;52.249;101615
instance_30_15_4_17;OPTIMUM;417.0;0 | 0 | 417;74.384;113633;OPTIMUM;417.0;0 | 0 | 417;74.8;120989;OPTIMUM;417.0;0 | 0 | 417;74.971;120989;OPTIMUM;417.0;0 | 0 | 417;74.411;113633;OPTIMUM;417.0;0 | 0 | 417;74.249;106391;OPTIMUM;417.0;0 | 0 | 417;74.271;106391;OPTIMUM;417.0;0 | 0 | 417;74.185;102879;OPTIMUM;417.0;0 | 0 | 417;74.192;102879
instance_30_15_4_18;OPTIMUM;448.0;0 | 0 | 448;75.076;118524;OPTIMUM;448.0;0 | 0 | 448;75.683;126471;OPTIMUM;448.0;0 | 0 | 448;76.843;126474;OPTIMUM;448.0;0 | 0 | 448;76.218;118967;OPTIMUM;448.0;0 | 0 | 448;74.397;105914;OPTIMUM;448.0;0 | 0 | 448;74.41;105917;OPTIMUM;448.0;0 | 0 | 448;74.237;102287;OPTIMUM;448.0;0 | 0 | 448;74.302;102730
instance_30_15_4_19;OPTIMUM;391.0;0 | 1 | 392;65.66;98009;OPTIMUM;391.0;0 | 1 | 392;66.064;105430;OPTIMUM;391.0;0 | 1 | 392;66.195;105437;OPTIMUM;391.0;0 | 1 | 392;65.791;98451;OPTIMUM;391.0;0 | 1 | 392;65.58;92704;OPTIMUM;391.0;0 | 1 | 392;66.564;92711;OPTIMUM;391.0;0 | 1 | 392;65.412;89046;OPTIMUM;391.0;0 | 1 | 392;65.526;89488
instance_30_15_4_2;OPTIMUM;369.0;0 | 0 | 369;67.37;116446;OPTIMUM;369.0;0 | 0 | 369;69.02;123144;OPTIMUM;369.0;0 | 0 | 369;69.304;123144;OPTIMUM;369.0;0 | 0 | 369;67.434;116863;OPTIMUM;369.0;0 | 0 | 369;67.499;113548;OPTIMUM;369.0;0 | 0 | 369;68.447;113548;OPTIMUM;369.0;0 | 0 | 369;63.867;110218;OPTIMUM;369.0;0 | 0 | 369;65.631;110635
instance_30_15_4_20;OPTIMUM;420.0;0 | 0 | 420;70.01;121313;OPTIMUM;420.0;0 | 0 | 420;70.542;128327;OPTIMUM;420.0;0 | 0 | 420;70.703;128332;OPTIMUM;420.0;0 | 0 | 420;70.18;121738;OPTIMUM;420.0;0 | 0 | 420;69.956;117089;OPTIMUM;420.0;0 | 0 | 420;69.952;117094;OPTIMUM;420.0;0 | 0 | 420;69.854;113700;OPTIMUM;420.0;0 | 0 | 420;69.874;114125
