instance_name;epsilon__delta_0.05__ORIGINAL_status;epsilon__delta_0.05__ORIGINAL_weighted_reference;epsilon__delta_0.05__ORIGINAL_stages;epsilon__delta_0.05__ORIGINAL_elapsed_s;epsilon__delta_0.05__ORIGINAL_vars;epsilon__delta_0.05__SN-both-none_status;epsilon__delta_0.05__SN-both-none_weighted_reference;epsilon__delta_0.05__SN-both-none_stages;epsilon__delta_0.05__SN-both-none_elapsed_s;epsilon__delta_0.05__SN-both-none_vars;epsilon__delta_0.05__SN-both-ss_status;epsilon__delta_0.05__SN-both-ss_weighted_reference;epsilon__delta_0.05__SN-both-ss_stages;epsilon__delta_0.05__SN-both-ss_elapsed_s;epsilon__delta_0.05__SN-both-ss_vars;epsilon__delta_0.05__SN-none-ss_status;epsilon__delta_0.05__SN-none-ss_weighted_reference;epsilon__delta_0.05__SN-none-ss_stages;epsilon__delta_0.05__SN-none-ss_elapsed_s;epsilon__delta_0.05__SN-none-ss_vars;epsilon__delta_0.05__TOT-both-none_status;epsilon__delta_0.05__TOT-both-none_weighted_reference;epsilon__delta_0.05__TOT-both-none_stages;epsilon__delta_0.05__TOT-both-none_elapsed_s;epsilon__delta_0.05__TOT-both-none_vars;epsilon__delta_0.05__TOT-both-ss_status;epsilon__delta_0.05__TOT-both-ss_weighted_reference;epsilon__delta_0.05__TOT-both-ss_stages;epsilon__delta_0.05__TOT-both-ss_elapsed_s;epsilon__delta_0.05__TOT-both-ss_vars;epsilon__delta_0.05__TOT-none-none_status;epsilon__delta_0.05__TOT-none-none_weighted_reference;epsilon__delta_0.05__TOT-none-none_stages;epsilon__delta_0.05__TOT-none-none_elapsed_s;epsilon__delta_0.05__TOT-none-none_vars;epsilon__delta_0.05__TOT-none-ss_status;epsilon__delta_0.05__TOT-none-ss_weighted_reference;epsilon__delta_0.05__TOT-none-ss_stages;epsilon__delta_0.05__TOT-none-ss_elapsed_s;epsilon__delta_0.05__TOT-none-ss_vars
instance_30_10_4_19;UNSATISFIABLE;None;;0.045;0;UNSATISFIABLE;None;;0.064;0;UNSATISFIABLE;None;;0.065;0;UNSATISFIABLE;None;;0.046;0;UNSATISFIABLE;None;;0.063;0;UNSATISFIABLE;None;;0.064;0;UNSATISFIABLE;None;;0.056;0;UNSATISFIABLE;None;;0.047;0
instance_30_10_4_2;UNSATISFIABLE;None;;0.056;0;UNSATISFIABLE;None;;0.073;0;UNSATISFIABLE;None;;0.074;0;UNSATISFIABLE;None;;0.057;0;UNSATISFIABLE;None;;0.063;0;UNSATISFIABLE;None;;0.064;0;UNSATISFIABLE;None;;0.044;0;UNSATISFIABLE;None;;0.045;0
instance_30_10_4_20;UNSATISFIABLE;None;;0.038;0;UNSATISFIABLE;None;;0.054;0;UNSATISFIABLE;None;;0.055;0;UNSATISFIABLE;None;;0.038;0;UNSATISFIABLE;None;;0.054;0;UNSATISFIABLE;None;;0.054;0;UNSATISFIABLE;None;;0.04;0;UNSATISFIABLE;None;;0.039;0
instance_30_10_4_21;UNSATISFIABLE;None;;0.058;0;UNSATISFIABLE;None;;0.065;0;UNSATISFIABLE;None;;0.085;0;UNSATISFIABLE;None;;0.057;0;UNSATISFIABLE;None;;0.064;0;UNSATISFIABLE;None;;0.065;0;UNSATISFIABLE;None;;0.047;0;UNSATISFIABLE;None;;0.05;0
instance_30_10_4_22;UNSATISFIABLE;None;;0.051;0;UNSATISFIABLE;None;;0.064;0;UNSATISFIABLE;None;;0.068;0;UNSATISFIABLE;None;;0.055;0;UNSATISFIABLE;None;;0.065;0;UNSATISFIABLE;None;;0.068;0;UNSATISFIABLE;None;;0.053;0;UNSATISFIABLE;None;;0.055;0
instance_30_10_4_23;TIMEOUT;None;382;300.125;17744;TIMEOUT;None;382 | 0;300.132;129187;TIMEOUT;None;382;300.129;25136;TIMEOUT;None;382;300.125;18163;TIMEOUT;None;382;300.131;9751;TIMEOUT;None;382;300.129;9752;TIMEOUT;None;382;300.124;6257;TIMEOUT;None;382;300.128;6676
instance_30_10_4_24;TIMEOUT;None;396;300.117;13402;TIMEOUT;None;396;300.123;20930;TIMEOUT;None;396;300.119;20933;TIMEOUT;None;396;300.12;13822;TIMEOUT;None;396;300.124;8812;TIMEOUT;None;396;300.12;8815;TIMEOUT;None;396;300.123;5370;TIMEOUT;None;396;300.126;5790
instance_30_10_4_25;TIMEOUT;None;446;300.124;17704;TIMEOUT;None;446;300.133;25018;TIMEOUT;None;446;300.133;25021;TIMEOUT;None;446;300.135;18132;TIMEOUT;None;446;300.136;10405;TIMEOUT;None;446;300.135;10408;TIMEOUT;None;446;300.132;6809;TIMEOUT;None;446;300.13;7237
instance_30_10_4_26;UNSATISFIABLE;None;;0.06;0;UNSATISFIABLE;None;;0.087;0;UNSATISFIABLE;None;;0.087;0;UNSATISFIABLE;None;;0.063;0;UNSATISFIABLE;None;;0.075;0;UNSATISFIABLE;None;;0.075;0;UNSATISFIABLE;None;;0.059;0;UNSATISFIABLE;None;;0.061;0
instance_30_10_4_27;TIMEOUT;None;405;300.123;13839;TIMEOUT;None;405;300.123;20862;TIMEOUT;None;405;300.122;20867;TIMEOUT;None;405;300.12;14266;TIMEOUT;None;405;300.126;8639;TIMEOUT;None;405;300.123;8644;TIMEOUT;None;405;300.128;5189;TIMEOUT;None;405;300.119;5616
instance_30_10_4_28;UNSATISFIABLE;None;;0.028;0;UNSATISFIABLE;None;;0.036;0;UNSATISFIABLE;None;;0.036;0;UNSATISFIABLE;None;;0.029;0;UNSATISFIABLE;None;;0.035;0;UNSATISFIABLE;None;;0.036;0;UNSATISFIABLE;None;;0.028;0;UNSATISFIABLE;None;;0.029;0
instance_30_10_4_29;UNSATISFIABLE;None;;0.039;0;UNSATISFIABLE;None;;0.061;0;UNSATISFIABLE;None;;0.064;0;UNSATISFIABLE;None;;0.041;0;UNSATISFIABLE;None;;0.056;0;UNSATISFIABLE;None;;0.056;0;UNSATISFIABLE;None;;0.049;0;UNSATISFIABLE;None;;0.051;0
instance_30_10_4_3;UNSATISFIABLE;None;;0.049;0;UNSATISFIABLE;None;;0.064;0;UNSATISFIABLE;None;;0.062;0;UNSATISFIABLE;None;;0.052;0;UNSATISFIABLE;None;;0.053;0;UNSATISFIABLE;None;;0.057;0;UNSATISFIABLE;None;;0.039;0;UNSATISFIABLE;None;;0.04;0
instance_30_10_4_30;TIMEOUT;None;407;300.131;18708;TIMEOUT;None;407;300.129;25475;TIMEOUT;None;407;300.125;25475;TIMEOUT;None;407;300.133;19120;TIMEOUT;None;407;300.135;9751;TIMEOUT;None;407;300.126;9751;TIMEOUT;None;407;300.131;6420;TIMEOUT;None;407;300.133;6832
instance_30_10_4_31;TIMEOUT;None;381 | 6;300.126;104400;TIMEOUT;None;381;300.12;22300;TIMEOUT;None;381;300.121;22312;TIMEOUT;None;381;300.125;14893;TIMEOUT;None;381;300.124;9183;TIMEOUT;None;381;300.129;9195;TIMEOUT;None;381;300.124;5510;TIMEOUT;None;381;300.124;5960
instance_30_10_4_32;TIMEOUT;None;424;300.123;15717;TIMEOUT;None;424;300.124;22795;TIMEOUT;None;424;300.125;22811;TIMEOUT;None;424;300.125;15733;TIMEOUT;None;424;300.126;9509;TIMEOUT;None;424;300.127;9525;TIMEOUT;None;424;300.13;6090;TIMEOUT;None;424;300.128;6106
instance_30_10_4_33;TIMEOUT;None;436;300.125;14662;TIMEOUT;None;436;300.128;22909;TIMEOUT;None;436;300.126;22909;TIMEOUT;None;436;300.129;15103;TIMEOUT;None;436;300.128;9905;TIMEOUT;None;436;300.123;9905;TIMEOUT;None;436;300.129;6159;TIMEOUT;None;436;300.131;6600
instance_30_10_4_34;UNSATISFIABLE;None;;0.051;0;UNSATISFIABLE;None;;0.065;0;UNSATISFIABLE;None;;0.067;0;UNSATISFIABLE;None;;0.051;0;UNSATISFIABLE;None;;0.065;0;UNSATISFIABLE;None;;0.066;0;UNSATISFIABLE;None;;0.052;0;UNSATISFIABLE;None;;0.054;0
instance_30_10_4_35;UNSATISFIABLE;None;;0.036;0;UNSATISFIABLE;None;;0.056;0;UNSATISFIABLE;None;;0.055;0;UNSATISFIABLE;None;;0.037;0;UNSATISFIABLE;None;;0.053;0;UNSATISFIABLE;None;;0.054;0;UNSATISFIABLE;None;;0.035;0;UNSATISFIABLE;None;;0.038;0
instance_30_10_4_36;TIMEOUT;None;410;300.127;17953;TIMEOUT;None;410;300.132;24128;TIMEOUT;None;410;300.133;24139;TIMEOUT;None;410;300.126;18345;TIMEOUT;None;410;300.138;9912;TIMEOUT;None;410;300.128;9923;TIMEOUT;None;410;300.135;6893;TIMEOUT;None;410;300.131;7285
instance_30_10_4_37;TIMEOUT;None;444;300.13;15129;TIMEOUT;None;444;300.131;22366;TIMEOUT;None;444;300.124;22366;TIMEOUT;None;444;300.123;15550;TIMEOUT;None;444;300.127;9813;TIMEOUT;None;444;300.125;9813;TIMEOUT;None;444;300.125;6318;TIMEOUT;None;444;300.131;6739
instance_30_10_4_38;UNSATISFIABLE;None;;0.053;0;UNSATISFIABLE;None;;0.069;0;UNSATISFIABLE;None;;0.066;0;UNSATISFIABLE;None;;0.053;0;UNSATISFIABLE;None;;0.069;0;UNSATISFIABLE;None;;0.067;0;UNSATISFIABLE;None;;0.052;0;UNSATISFIABLE;None;;0.054;0
instance_30_10_4_39;UNSATISFIABLE;None;;0.045;0;UNSATISFIABLE;None;;0.053;0;UNSATISFIABLE;None;;0.056;0;UNSATISFIABLE;None;;0.039;0;UNSATISFIABLE;None;;0.055;0;UNSATISFIABLE;None;;0.054;0;UNSATISFIABLE;None;;0.038;0;UNSATISFIABLE;None;;0.05;0
instance_30_10_4_4;TIMEOUT;None;431;300.119;14595;TIMEOUT;None;431;300.129;21770;TIMEOUT;None;431;300.121;21790;TIMEOUT;None;431;300.124;15032;TIMEOUT;None;431;300.128;9388;TIMEOUT;None;431;300.124;9408;TIMEOUT;None;431;300.118;5914;TIMEOUT;None;431;300.125;6351
instance_30_10_4_40;UNSATISFIABLE;None;;0.049;0;UNSATISFIABLE;None;;0.072;0;UNSATISFIABLE;None;;0.062;0;UNSATISFIABLE;None;;0.04;0;UNSATISFIABLE;None;;0.06;0;UNSATISFIABLE;None;;0.06;0;UNSATISFIABLE;None;;0.038;0;UNSATISFIABLE;None;;0.04;0
instance_30_10_4_41;TIMEOUT;None;358;300.115;8502;TIMEOUT;None;358 | 2;300.126;75027;TIMEOUT;None;358 | 2;300.127;75051;TIMEOUT;None;358;300.118;8928;TIMEOUT;None;358;300.12;7617;TIMEOUT;None;358;300.115;7641;TIMEOUT;None;358 | 2;300.127;63687;TIMEOUT;None;358;300.122;4696
instance_30_10_4_42;UNSATISFIABLE;None;;0.05;0;UNSATISFIABLE;None;;0.065;0;UNSATISFIABLE;None;;0.065;0;UNSATISFIABLE;None;;0.052;0;UNSATISFIABLE;None;;0.065;0;UNSATISFIABLE;None;;0.066;0;UNSATISFIABLE;None;;0.051;0;UNSATISFIABLE;None;;0.054;0
instance_30_10_4_43;TIMEOUT;None;419;300.125;18422;TIMEOUT;None;419;300.125;24965;TIMEOUT;None;419;300.127;24971;TIMEOUT;None;419;300.129;18822;TIMEOUT;None;419;300.125;9509;TIMEOUT;None;419;300.133;9515;TIMEOUT;None;419;300.132;6319;TIMEOUT;None;419;300.13;6719
instance_30_10_4_44;UNSATISFIABLE;None;;0.068;0;UNSATISFIABLE;None;;0.095;0;UNSATISFIABLE;None;;0.085;0;UNSATISFIABLE;None;;0.07;0;UNSATISFIABLE;None;;0.066;0;UNSATISFIABLE;None;;0.068;0;UNSATISFIABLE;None;;0.049;0;UNSATISFIABLE;None;;0.06;0
instance_30_10_4_45;TIMEOUT;None;371;300.122;14403;TIMEOUT;None;371;300.125;21803;TIMEOUT;None;371;300.123;21811;TIMEOUT;None;371;300.127;14833;TIMEOUT;None;371;300.125;9031;TIMEOUT;None;371;300.127;9039;TIMEOUT;None;371;300.124;5480;TIMEOUT;None;371;300.12;5910
instance_30_10_4_46;UNSATISFIABLE;None;;0.028;0;UNSATISFIABLE;None;;0.04;0;UNSATISFIABLE;None;;0.039;0;UNSATISFIABLE;None;;0.028;0;UNSATISFIABLE;None;;0.038;0;UNSATISFIABLE;None;;0.038;0;UNSATISFIABLE;None;;0.027;0;UNSATISFIABLE;None;;0.028;0
instance_30_10_4_47;TIMEOUT;None;399;300.115;11712;TIMEOUT;None;399;300.121;18969;TIMEOUT;None;399;300.118;18986;TIMEOUT;None;399;300.114;12154;TIMEOUT;None;399;300.121;8528;TIMEOUT;None;399;300.119;8545;TIMEOUT;None;399;300.117;4993;TIMEOUT;None;399;300.116;5435
instance_30_10_4_48;OPTIMUM;373.0;377 | 0 | 0 | 373;198.677;134468;OPTIMUM;373.0;377 | 0 | 0 | 373;182.42;141426;OPTIMUM;373.0;377 | 0 | 0 | 373;270.487;141426;OPTIMUM;373.0;377 | 0 | 0 | 373;194.314;134882;OPTIMUM;373.0;377 | 0 | 0 | 373;265.847;132138;OPTIMUM;373.0;377 | 0 | 0 | 373;286.486;132138;OPTIMUM;373.0;377 | 0 | 0 | 373;235.673;128661;OPTIMUM;373.0;377 | 0 | 0 | 373;263.598;129075
instance_30_10_4_49;UNSATISFIABLE;None;;0.068;0;UNSATISFIABLE;None;;0.077;0;UNSATISFIABLE;None;;0.077;0;UNSATISFIABLE;None;;0.058;0;UNSATISFIABLE;None;;0.075;0;UNSATISFIABLE;None;;0.075;0;UNSATISFIABLE;None;;0.049;0;UNSATISFIABLE;None;;0.063;0
instance_30_10_4_5;TIMEOUT;None;424;300.12;13334;TIMEOUT;None;424;300.121;19570;TIMEOUT;None;424;300.12;19574;TIMEOUT;None;424 | 1;300.131;103529;TIMEOUT;None;424;300.122;8660;TIMEOUT;None;424;300.119;8664;TIMEOUT;None;424;300.122;5528;TIMEOUT;None;424;300.121;5915
instance_30_10_4_50;UNSATISFIABLE;None;;0.051;0;UNSATISFIABLE;None;;0.067;0;UNSATISFIABLE;None;;0.068;0;UNSATISFIABLE;None;;0.05;0;UNSATISFIABLE;None;;0.066;0;UNSATISFIABLE;None;;0.066;0;UNSATISFIABLE;None;;0.051;0;UNSATISFIABLE;None;;0.053;0
instance_30_10_4_6;TIMEOUT;None;391;300.117;15363;TIMEOUT;None;391;300.125;22694;TIMEOUT;None;391;300.124;22694;TIMEOUT;None;391;300.12;15363;TIMEOUT;None;391;300.13;9659;TIMEOUT;None;391;300.126;9659;TIMEOUT;None;391;300.125;6119;TIMEOUT;None;391;300.127;6119
