cfg_id;label;backend;formulation;instance_name;status;elapsed_s;build_s;solve_s;verify_s;variables;constraints;explored;similarity;continuity;overtime;coverage;weighted_score
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_10;TIMEOUT_FEASIBLE;300.0044;0.0022;299.9983;0.0000;2110;2944;14979929;427;9;0;120;418
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_11;PARSE_ERROR;;;;;;;;;;;;
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_12;PARSE_ERROR;;;;;;;;;;;;
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_13;TIMEOUT_FEASIBLE;299.9969;0.0019;299.9915;0.0000;1921;2564;18501218;387;4;0;120;383
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_14;TIMEOUT_FEASIBLE;300.0048;0.0023;299.9984;0.0000;2144;3013;15154670;423;11;0;120;412
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_15;TIMEOUT_FEASIBLE;300.0031;0.0023;299.9970;0.0000;2057;2839;12693196;450;2;0;120;448
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_16;TIMEOUT_FEASIBLE;300.0047;0.0021;299.9989;0.0000;2119;2961;18108061;401;2;0;120;399
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_17;TIMEOUT_FEASIBLE;300.0056;0.0022;299.9994;0.0001;2114;2954;15145866;425;3;0;120;422
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_18;TIMEOUT_FEASIBLE;300.0054;0.0023;299.9993;0.0000;2108;2939;11935039;463;5;0;120;458
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_19;PARSE_ERROR;;;;;;;;;;;;
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_2;TIMEOUT_FEASIBLE;300.0057;0.0022;299.9997;0.0000;2143;3010;21870099;378;4;0;120;374
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_20;TIMEOUT_FEASIBLE;300.0045;0.0022;299.9986;0.0000;2179;3081;15930531;434;6;0;120;428
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_21;INFEASIBLE;0.0014;0.0000;0.0000;0.0000;720;3;0;;;;;
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_22;PARSE_ERROR;;;;;;;;;;;;
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_23;PARSE_ERROR;;;;;;;;;;;;
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_24;TIMEOUT_FEASIBLE;299.9983;0.0023;299.9921;0.0000;2152;3029;12909210;449;2;0;120;447
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_25;TIMEOUT_FEASIBLE;300.0045;0.0021;299.9988;0.0000;2100;2925;18294577;411;3;0;120;408
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_26;PARSE_ERROR;;;;;;;;;;;;
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_27;TIMEOUT_FEASIBLE;299.9977;0.0021;299.9918;0.0001;2133;2991;15641813;415;5;0;120;410
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_28;PARSE_ERROR;;;;;;;;;;;;
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_29;TIMEOUT_FEASIBLE;299.9982;0.0020;299.9925;0.0000;2021;2766;19090945;409;4;0;120;405
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_3;TIMEOUT_FEASIBLE;300.0050;0.0023;299.9988;0.0000;2150;3024;14507670;442;4;0;120;438
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_30;TIMEOUT_FEASIBLE;300.0049;0.0023;299.9987;0.0000;2119;2963;12678385;443;6;0;120;437
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_31;TIMEOUT_FEASIBLE;300.0054;0.0022;299.9995;0.0001;2042;2809;16268557;416;4;0;120;412
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_32;TIMEOUT_FEASIBLE;300.0054;0.0022;299.9996;0.0000;2073;2871;17381476;390;3;0;120;387
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_33;TIMEOUT_FEASIBLE;300.0062;0.0023;300.0002;0.0001;2120;2965;12523774;438;3;0;120;435
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_34;PARSE_ERROR;;;;;;;;;;;;
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_35;PARSE_ERROR;;;;;;;;;;;;
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_36;PARSE_ERROR;;;;;;;;;;;;
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_37;TIMEOUT_FEASIBLE;300.0039;0.0024;299.9977;0.0000;2192;3107;15843748;432;5;0;120;427
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_38;TIMEOUT_FEASIBLE;300.0033;0.0021;299.9975;0.0000;2086;2895;17611747;405;3;0;120;402
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_39;TIMEOUT_FEASIBLE;300.0035;0.0022;299.9976;0.0000;2056;2837;12091453;450;3;0;120;447
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_4;PARSE_ERROR;;;;;;;;;;;;
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_40;PARSE_ERROR;;;;;;;;;;;;
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_41;PARSE_ERROR;;;;;;;;;;;;
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_42;TIMEOUT_FEASIBLE;300.0088;0.0023;300.0027;0.0000;2098;2921;11168686;441;4;0;120;437
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_43;PARSE_ERROR;;;;;;;;;;;;
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_44;PARSE_ERROR;;;;;;;;;;;;
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_45;TIMEOUT_FEASIBLE;300.0051;0.0024;299.9987;0.0000;2134;2990;13587656;427;5;0;120;422
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_46;PARSE_ERROR;;;;;;;;;;;;
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_47;TIMEOUT_FEASIBLE;300.0036;0.0023;299.9976;0.0001;2189;3102;16903522;433;5;0;120;428
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_48;TIMEOUT_FEASIBLE;300.0042;0.0021;299.9985;0.0000;2024;2770;14211998;432;1;0;120;431
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_49;TIMEOUT_FEASIBLE;300.0046;0.0021;299.9984;0.0000;2005;2735;13547512;440;4;0;120;436
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_5;TIMEOUT_FEASIBLE;300.0053;0.0020;299.9991;0.0000;1977;2677;16434639;429;8;0;120;421
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_50;TIMEOUT_FEASIBLE;300.0040;0.0020;299.9984;0.0000;1952;2629;14597491;415;11;0;120;404
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_6;TIMEOUT_FEASIBLE;300.0058;0.0021;299.9999;0.0000;2146;3017;13148158;446;5;0;120;441
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_7;PARSE_ERROR;;;;;;;;;;;;
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_8;INFEASIBLE;0.0015;0.0000;0.0000;0.0000;720;5;0;;;;;
3;CPLEX-CP-T;cplex-cp;cp-t;instance_30_15_4_9;PARSE_ERROR;;;;;;;;;;;;
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_1;TIMEOUT_FEASIBLE;300.0051;0.0052;299.9929;0.0001;4493;6851;5986342;782;3;0;200;779
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_10;PARSE_ERROR;;;;;;;;;;;;
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_11;TIMEOUT_FEASIBLE;300.0071;0.0052;299.9945;0.0001;4565;6996;6966563;784;1;0;200;783
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_12;TIMEOUT_FEASIBLE;300.0044;0.0053;299.9918;0.0001;4417;6696;7393300;783;2;0;200;781
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_13;TIMEOUT_FEASIBLE;300.0057;0.0056;299.9924;0.0011;4675;7216;7019869;787;5;0;200;782
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_14;TIMEOUT_FEASIBLE;300.0043;0.0059;299.9921;0.0001;4826;7517;6872157;780;0;0;200;780
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_15;TIMEOUT_FEASIBLE;300.0031;0.0055;299.9909;0.0001;4527;6920;7877859;718;3;0;200;715
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_16;TIMEOUT_FEASIBLE;300.0037;0.0055;299.9916;0.0001;4604;7072;6548697;765;6;0;200;759
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_17;TIMEOUT_FEASIBLE;300.0028;0.0056;299.9906;0.0001;4530;6925;7131027;751;6;0;200;745
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_18;TIMEOUT_FEASIBLE;300.0132;0.0055;300.0002;0.0001;4499;6863;7494414;785;1;0;200;784
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_19;TIMEOUT_FEASIBLE;300.0034;0.0052;299.9920;0.0001;4527;6920;8551057;740;7;0;200;733
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_2;PARSE_ERROR;;;;;;;;;;;;
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_20;TIMEOUT_FEASIBLE;300.0065;0.0051;299.9942;0.0001;4251;6367;6692320;771;4;0;200;767
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_21;TIMEOUT_FEASIBLE;300.0058;0.0054;299.9928;0.0001;4607;7079;7572188;760;2;0;200;758
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_22;TIMEOUT_FEASIBLE;300.0051;0.0051;299.9928;0.0001;4447;6760;8016962;769;8;0;200;761
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_23;PARSE_ERROR;;;;;;;;;;;;
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_24;TIMEOUT_FEASIBLE;300.0059;0.0053;299.9936;0.0001;4580;7025;7623700;751;14;0;200;737
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_25;TIMEOUT_FEASIBLE;300.0034;0.0056;299.9916;0.0001;4580;7025;8006985;769;8;0;200;761
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_26;TIMEOUT_FEASIBLE;300.0131;0.0059;300.0004;0.0001;4536;6938;7223926;777;2;0;200;775
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_27;TIMEOUT_FEASIBLE;300.0122;0.0055;299.9999;0.0001;4481;6827;7111415;755;16;0;200;739
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_28;TIMEOUT_FEASIBLE;300.0044;0.0055;299.9913;0.0001;4603;7072;9036673;750;9;0;200;741
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_29;TIMEOUT_FEASIBLE;300.0038;0.0053;299.9914;0.0001;4611;7088;9294350;751;6;0;200;745
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_3;PARSE_ERROR;;;;;;;;;;;;
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_30;TIMEOUT_FEASIBLE;300.0135;0.0057;300.0006;0.0001;4536;6937;7991157;771;5;0;200;766
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_31;PARSE_ERROR;;;;;;;;;;;;
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_32;TIMEOUT_FEASIBLE;300.0077;0.0054;299.9949;0.0001;4628;7121;7721629;723;13;0;200;710
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_33;PARSE_ERROR;;;;;;;;;;;;
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_34;PARSE_ERROR;;;;;;;;;;;;
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_35;PARSE_ERROR;;;;;;;;;;;;
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_36;TIMEOUT_FEASIBLE;300.0056;0.0059;299.9919;0.0001;4709;7281;7551595;788;0;0;200;788
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_37;TIMEOUT_FEASIBLE;300.0045;0.0053;299.9926;0.0001;4637;7139;7881914;754;4;0;200;750
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_38;TIMEOUT_FEASIBLE;300.0049;0.0050;299.9929;0.0001;4328;6520;7697550;741;5;0;200;736
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_39;TIMEOUT_FEASIBLE;300.0047;0.0050;299.9938;0.0001;4448;6762;7959215;747;10;0;200;737
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_4;PARSE_ERROR;;;;;;;;;;;;
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_40;TIMEOUT_FEASIBLE;300.0065;0.0055;299.9948;0.0001;4717;7298;7515651;774;5;0;200;769
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_41;TIMEOUT_FEASIBLE;300.0054;0.0054;299.9932;0.0001;4330;6525;7417930;771;6;0;200;765
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_42;TIMEOUT_FEASIBLE;300.0051;0.0052;299.9931;0.0001;4543;6948;10125050;745;6;0;200;739
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_43;PARSE_ERROR;;;;;;;;;;;;
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_44;TIMEOUT_FEASIBLE;300.0083;0.0054;299.9960;0.0001;4516;6898;7426670;786;3;0;200;783
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_45;TIMEOUT_FEASIBLE;300.0052;0.0055;299.9921;0.0001;4617;7099;8184721;711;6;0;200;705
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_46;INFEASIBLE;0.0018;0.0003;0.0000;0.0000;1200;32;0;;;;;
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_47;TIMEOUT_FEASIBLE;300.0125;0.0053;300.0002;0.0001;4400;6664;6575367;785;3;0;200;782
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_48;TIMEOUT_FEASIBLE;300.0052;0.0055;299.9923;0.0001;4646;7156;7014175;769;1;0;200;768
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_49;TIMEOUT_FEASIBLE;300.0049;0.0051;299.9929;0.0001;4459;6783;10234476;734;16;0;200;718
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_5;TIMEOUT_FEASIBLE;300.0042;0.0055;299.9921;0.0001;4537;6938;7459029;787;7;0;200;780
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_50;TIMEOUT_FEASIBLE;300.0056;0.0053;299.9937;0.0005;4324;6513;6309295;790;4;0;200;786
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_6;PARSE_ERROR;;;;;;;;;;;;
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_7;TIMEOUT_FEASIBLE;300.0042;0.0056;299.9918;0.0001;4403;6671;7084984;785;1;0;200;784
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_8;TIMEOUT_FEASIBLE;300.0042;0.0058;299.9907;0.0001;4602;7070;8079354;771;4;0;200;767
3;CPLEX-CP-T;cplex-cp;cp-t;instance_40_25_5_9;TIMEOUT_FEASIBLE;300.0047;0.0055;299.9924;0.0001;4632;7130;6242439;776;1;0;200;775
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_1;TIMEOUT_FEASIBLE;299.9995;0.0042;299.9917;0.0001;1430;2153;13357514;451;8;0;120;443
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_10;TIMEOUT_FEASIBLE;300.0044;0.0037;299.9974;0.0001;1268;1920;16996780;428;10;0;120;418
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_11;PARSE_ERROR;;;;;;;;;;;;
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_12;PARSE_ERROR;;;;;;;;;;;;
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_13;TIMEOUT_FEASIBLE;299.9999;0.0033;299.9936;0.0000;976;1461;18321052;389;6;0;120;383
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_14;TIMEOUT_FEASIBLE;300.0057;0.0039;299.9984;0.0001;1339;2042;14975177;425;13;0;120;412
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_15;TIMEOUT_FEASIBLE;300.0044;0.0042;299.9968;0.0001;1372;2057;14191235;452;4;0;120;448
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_16;TIMEOUT_FEASIBLE;300.0054;0.0033;299.9990;0.0001;1050;1624;19171773;400;1;0;120;399
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_17;TIMEOUT_FEASIBLE;300.0053;0.0036;299.9984;0.0001;1219;1858;16990036;427;5;0;120;422
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_18;TIMEOUT_FEASIBLE;300.0053;0.0042;299.9973;0.0001;1553;2311;12855213;463;5;0;120;458
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_19;PARSE_ERROR;;;;;;;;;;;;
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_2;TIMEOUT_FEASIBLE;299.9970;0.0030;299.9909;0.0001;977;1505;22281400;378;4;0;120;374
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_20;TIMEOUT_FEASIBLE;300.0053;0.0032;299.9989;0.0001;1095;1678;19127967;434;6;0;120;428
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_21;INFEASIBLE;0.0014;0.0001;0.0000;0.0000;19;18;0;;;;;
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_22;PARSE_ERROR;;;;;;;;;;;;
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_23;PARSE_ERROR;;;;;;;;;;;;
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_24;TIMEOUT_FEASIBLE;300.0094;0.0041;300.0017;0.0000;1423;2140;15619879;450;3;0;120;447
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_25;TIMEOUT_FEASIBLE;300.0049;0.0032;299.9986;0.0001;1015;1549;20838488;411;3;0;120;408
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_26;PARSE_ERROR;;;;;;;;;;;;
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_27;TIMEOUT_FEASIBLE;300.0063;0.0040;299.9989;0.0001;1240;1895;15216079;416;6;0;120;410
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_28;PARSE_ERROR;;;;;;;;;;;;
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_29;TIMEOUT_FEASIBLE;299.9977;0.0028;299.9918;0.0000;925;1407;21765939;410;5;0;120;405
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_3;TIMEOUT_FEASIBLE;300.0061;0.0043;299.9982;0.0001;1401;2126;14551839;443;5;0;120;438
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_30;TIMEOUT_FEASIBLE;300.0047;0.0040;299.9973;0.0001;1411;2129;13614405;444;7;0;120;437
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_31;TIMEOUT_FEASIBLE;300.0048;0.0037;299.9976;0.0001;1389;2057;14784379;418;6;0;120;412
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_32;TIMEOUT_FEASIBLE;300.0057;0.0038;299.9986;0.0001;1246;1854;16544307;390;3;0;120;387
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_33;TIMEOUT_FEASIBLE;300.0056;0.0040;299.9980;0.0001;1359;2036;13562445;438;3;0;120;435
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_34;PARSE_ERROR;;;;;;;;;;;;
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_35;PARSE_ERROR;;;;;;;;;;;;
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_36;PARSE_ERROR;;;;;;;;;;;;
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_37;TIMEOUT_FEASIBLE;300.0060;0.0036;299.9991;0.0000;1286;1980;15868481;433;6;0;120;427
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_38;TIMEOUT_FEASIBLE;300.0059;0.0035;299.9991;0.0001;1246;1906;16911529;406;4;0;120;402
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_39;TIMEOUT_FEASIBLE;300.0040;0.0041;299.9963;0.0001;1398;2093;13633948;450;3;0;120;447
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_4;PARSE_ERROR;;;;;;;;;;;;
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_40;PARSE_ERROR;;;;;;;;;;;;
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_41;PARSE_ERROR;;;;;;;;;;;;
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_42;TIMEOUT_FEASIBLE;300.0051;0.0040;299.9974;0.0001;1445;2156;11419796;441;4;0;120;437
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_43;PARSE_ERROR;;;;;;;;;;;;
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_44;PARSE_ERROR;;;;;;;;;;;;
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_45;TIMEOUT_FEASIBLE;300.0009;0.0040;299.9934;0.0001;1447;2172;13270612;426;4;0;120;422
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_46;PARSE_ERROR;;;;;;;;;;;;
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_47;TIMEOUT_FEASIBLE;300.0069;0.0037;299.9999;0.0001;1230;1894;18566848;433;5;0;120;428
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_48;TIMEOUT_FEASIBLE;300.0058;0.0038;299.9988;0.0001;1250;1889;14562032;435;4;0;120;431
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_49;TIMEOUT_FEASIBLE;300.0053;0.0035;299.9984;0.0001;1242;1852;15483763;442;6;0;120;436
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_5;TIMEOUT_FEASIBLE;300.0035;0.0035;299.9968;0.0001;1163;1743;15740725;428;7;0;120;421
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_50;TIMEOUT_FEASIBLE;300.0044;0.0033;299.9979;0.0001;1018;1538;19810537;415;11;0;120;404
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_6;TIMEOUT_FEASIBLE;300.0057;0.0038;299.9984;0.0001;1157;1769;17194661;446;5;0;120;441
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_7;PARSE_ERROR;;;;;;;;;;;;
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_8;INFEASIBLE;0.0015;0.0001;0.0000;0.0000;31;30;0;;;;;
4;CPLEX-CP-I;cplex-cp;cp-i;instance_30_15_4_9;PARSE_ERROR;;;;;;;;;;;;
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_1;TIMEOUT_FEASIBLE;300.0065;0.0115;299.9895;0.0001;2924;4256;9044886;783;4;0;200;779
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_10;PARSE_ERROR;;;;;;;;;;;;
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_11;TIMEOUT_FEASIBLE;300.0206;0.0119;300.0027;0.0001;3242;4737;8073646;784;1;0;200;783
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_12;TIMEOUT_FEASIBLE;300.0067;0.0103;299.9908;0.0001;3081;4452;8330774;783;2;0;200;781
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_13;TIMEOUT_FEASIBLE;300.0065;0.0111;299.9896;0.0001;3307;4840;7945434;786;2;0;200;784
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_14;TIMEOUT_FEASIBLE;300.0000;0.0116;299.9823;0.0001;3615;5299;7372524;781;0;0;200;781
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_15;TIMEOUT_FEASIBLE;300.0025;0.0103;299.9866;0.0001;3045;4478;8644401;720;5;0;200;715
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_16;TIMEOUT_FEASIBLE;300.0021;0.0101;299.9864;0.0001;2949;4329;9219507;764;6;0;200;758
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_17;TIMEOUT_FEASIBLE;300.0045;0.0106;299.9880;0.0001;3083;4481;7946858;753;8;0;200;745
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_18;TIMEOUT_FEASIBLE;300.0022;0.0103;299.9862;0.0001;3222;4692;8174949;786;2;0;200;784
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_19;TIMEOUT_FEASIBLE;300.0016;0.0086;299.9883;0.0001;2449;3616;10553778;742;8;0;200;734
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_2;PARSE_ERROR;;;;;;;;;;;;
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_20;TIMEOUT_FEASIBLE;299.9965;0.0097;299.9813;0.0001;3091;4401;7904017;772;5;0;200;767
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_21;TIMEOUT_FEASIBLE;300.0023;0.0105;299.9859;0.0001;3280;4778;7983360;760;2;0;200;758
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_22;TIMEOUT_FEASIBLE;300.0026;0.0095;299.9878;0.0001;2721;4000;8530552;770;9;0;200;761
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_23;PARSE_ERROR;;;;;;;;;;;;
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_24;TIMEOUT_FEASIBLE;300.0045;0.0084;299.9910;0.0001;2599;3824;9739160;752;14;0;200;738
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_25;TIMEOUT_FEASIBLE;300.0035;0.0096;299.9888;0.0001;2636;3871;9928332;769;8;0;200;761
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_26;TIMEOUT_FEASIBLE;300.0055;0.0103;299.9890;0.0001;3262;4762;7492963;778;2;0;200;776
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_27;TIMEOUT_FEASIBLE;300.0019;0.0096;299.9873;0.0001;2621;3848;10827162;752;13;0;200;739
4;CPLEX-CP-I;cplex-cp;cp-i;instance_40_25_5_28;TIMEOUT_FEASIBLE;300.0137;0.0111;299.9963;0.0001;3173;4676;8025688;750;8;0;200;742
