instance,instance_sha256,method,maxsat_configuration,maxsat_status,gurobi_status,cplex_status,commercial_status_agreement,commercial_objective_agreement_when_optimal,maxsat_status_agreement_when_decided,maxsat_objective_agreement_when_optimal,maxsat_elapsed_seconds,gurobi_elapsed_seconds,cplex_elapsed_seconds,cplex_over_gurobi_runtime
instances/paperInstances/TXT_10-25_4-5_U30/instance_30_10_4_2.txt,d4b94057d3915bff8ac5bc679ae05633cba383cf590d2544c705fcdc82eec9d3,lex-cos,totalizer-none-none,UNSATISFIABLE,INFEASIBLE,INFEASIBLE,True,,True,,0.060768026,0.015056848,0.012429907,0.8255318111732284
instances/paperInstances/TXT_10-25_4-5_U30/instance_30_10_4_2.txt,d4b94057d3915bff8ac5bc679ae05633cba383cf590d2544c705fcdc82eec9d3,weighted,totalizer-none-none,UNSATISFIABLE,INFEASIBLE,INFEASIBLE,True,,True,,0.073010606,0.014907912,0.014640063,0.9820330975927413
instances/paperInstances/TXT_10-25_4-5_U40/instance_40_10_5_2.txt,d6b2b901f5eb953ed1411f5c26e102aa18c9d02d8f8f9b6fd33a375fb7651fb6,lex-cos,totalizer-none-none,OPTIMUM,OPTIMUM,OPTIMUM,True,True,True,True,161.1954938,0.476926985,1.23929098,2.598492052195369
instances/paperInstances/TXT_10-25_4-5_U40/instance_40_10_5_2.txt,d6b2b901f5eb953ed1411f5c26e102aa18c9d02d8f8f9b6fd33a375fb7651fb6,weighted,totalizer-none-none,OPTIMUM,OPTIMUM,OPTIMUM,True,True,True,True,91.59524257,0.10093684,0.148221429,1.4684571956086596
instances/paperInstances/TXT_10-25_4-5_U30/instance_30_20_4_3.txt,d836a8343c2be620c6bb619dc689993bef40386269bb2d0dea8cbaf6c0fb7536,lex-cos,totalizer-none-none,OPTIMUM,OPTIMUM,OPTIMUM,True,True,True,True,82.85950477,0.178796404,0.244160423,1.3655779285135958
instances/paperInstances/TXT_10-25_4-5_U30/instance_30_20_4_3.txt,d836a8343c2be620c6bb619dc689993bef40386269bb2d0dea8cbaf6c0fb7536,weighted,totalizer-none-none,OPTIMUM,OPTIMUM,OPTIMUM,True,True,True,True,28.78446399,0.063730994,0.090325996,1.4173009132730616
instances/paperInstances/TXT_10-25_4-5_U30/instance_30_15_4_1.txt,d99bf3865499e2e1bfd8a0533ad957e78af08f8b1911715f1e3b209f9b6ca2f4,lex-cos,totalizer-none-none,OPTIMUM,OPTIMUM,OPTIMUM,True,True,True,True,80.84690503,0.154911901,0.328614148,2.1212969815663163
instances/paperInstances/TXT_10-25_4-5_U30/instance_30_15_4_1.txt,d99bf3865499e2e1bfd8a0533ad957e78af08f8b1911715f1e3b209f9b6ca2f4,weighted,totalizer-none-none,OPTIMUM,OPTIMUM,OPTIMUM,True,True,True,True,17.05419479,0.055217026,0.078278116,1.4176445504326871
instances/paperInstances/TXT_10-25_4-5_U40/instance_40_20_4_2.txt,de44769e74cee33d3ec1545dea64186717cd08da748ecafbf69a47dd550b30ed,lex-cos,totalizer-none-none,OPTIMUM,OPTIMUM,OPTIMUM,True,True,True,True,118.7830831,0.244775005,0.537074623,2.194156315102516
instances/paperInstances/TXT_10-25_4-5_U40/instance_40_20_4_2.txt,de44769e74cee33d3ec1545dea64186717cd08da748ecafbf69a47dd550b30ed,weighted,totalizer-none-none,OPTIMUM,OPTIMUM,OPTIMUM,True,True,True,True,23.15518651,0.082620097,0.140128847,1.696062484651888
instances/paperInstances/TXT_10-25_4-5_U30/instance_30_25_5_3.txt,de711e9fdc068fce44517e3b622238b8979d5f15b53688aae30f64a084fe1e6a,lex-cos,totalizer-none-none,OPTIMUM,OPTIMUM,OPTIMUM,True,True,True,True,115.0487503,0.252181551,0.489787725,1.9422028417931334
instances/paperInstances/TXT_10-25_4-5_U30/instance_30_25_5_3.txt,de711e9fdc068fce44517e3b622238b8979d5f15b53688aae30f64a084fe1e6a,weighted,totalizer-none-none,OPTIMUM,OPTIMUM,OPTIMUM,True,True,True,True,37.45413251,0.095498244,0.139382698,1.459531528139931
instances/paperInstances/TXT_10-25_4-5_U40/instance_40_25_5_3.txt,eec87b212b1dc7cd157a3095a3e3e042d6263a505c9a6326aeb99d555c89688c,lex-cos,totalizer-none-none,OPTIMUM,OPTIMUM,OPTIMUM,True,True,True,True,162.2966831,0.479798633,1.055734268,2.2003694787517247
instances/paperInstances/TXT_10-25_4-5_U40/instance_40_25_5_3.txt,eec87b212b1dc7cd157a3095a3e3e042d6263a505c9a6326aeb99d555c89688c,weighted,totalizer-none-none,OPTIMUM,OPTIMUM,OPTIMUM,True,True,True,True,59.63354067,0.134598893,0.197538593,1.467609343562729
instances/paperInstances/TXT_10-25_4-5_U30/instance_30_10_4_1.txt,f7f869e3d712742822a508d5706212db8714488787cbc8d9261762829b2d4977,lex-cos,totalizer-none-none,OPTIMUM,OPTIMUM,OPTIMUM,True,True,True,True,66.85540244,0.129433978,0.195561787,1.510899919957648
instances/paperInstances/TXT_10-25_4-5_U30/instance_30_10_4_1.txt,f7f869e3d712742822a508d5706212db8714488787cbc8d9261762829b2d4977,weighted,totalizer-none-none,OPTIMUM,OPTIMUM,OPTIMUM,True,True,True,True,12.71466836,0.047258384,0.070847687,1.4991559381294122
instances/paperInstances/TXT_10-25_4-5_U30/instance_30_20_5_2.txt,f879421a3977baa179f2e8cd512259579b371e9367fa7171eba9ad769a4f6de4,lex-cos,totalizer-none-none,OPTIMUM,OPTIMUM,OPTIMUM,True,True,True,True,104.895199,0.250450214,0.477769523,1.9076427021938978
instances/paperInstances/TXT_10-25_4-5_U30/instance_30_20_5_2.txt,f879421a3977baa179f2e8cd512259579b371e9367fa7171eba9ad769a4f6de4,weighted,totalizer-none-none,OPTIMUM,OPTIMUM,OPTIMUM,True,True,True,True,33.50202123,0.073738507,0.130046202,1.763613168896951
