run_id	instance_sha256	instance	backend	formulation	method	delta	result	exit_code
1292ba78fbcf_symmetry_cplex-cp_cp-t_weighted	1292ba78fbcf58efd36c094e1bfde7a53c90f5158d7ba857af84e503be90268d	tests/instances/symmetry.txt	cplex-cp	cp-t	weighted	-	experiments/results/commercial_main/1292ba78fbcf_symmetry_cplex-cp_cp-t_weighted.json	1
1292ba78fbcf_symmetry_cplex-cp_cp-t_lex-continuity	1292ba78fbcf58efd36c094e1bfde7a53c90f5158d7ba857af84e503be90268d	tests/instances/symmetry.txt	cplex-cp	cp-t	lex-continuity	-	experiments/results/commercial_main/1292ba78fbcf_symmetry_cplex-cp_cp-t_lex-continuity.json	1
1292ba78fbcf_symmetry_cplex-cp_cp-t_lex-overtime	1292ba78fbcf58efd36c094e1bfde7a53c90f5158d7ba857af84e503be90268d	tests/instances/symmetry.txt	cplex-cp	cp-t	lex-overtime	-	experiments/results/commercial_main/1292ba78fbcf_symmetry_cplex-cp_cp-t_lex-overtime.json	1
1292ba78fbcf_symmetry_cplex-cp_cp-t_epsilon_delta_0	1292ba78fbcf58efd36c094e1bfde7a53c90f5158d7ba857af84e503be90268d	tests/instances/symmetry.txt	cplex-cp	cp-t	epsilon	0	experiments/results/commercial_main/1292ba78fbcf_symmetry_cplex-cp_cp-t_epsilon_delta_0.json	1
1292ba78fbcf_symmetry_cplex-cp_cp-t_epsilon_delta_0.01	1292ba78fbcf58efd36c094e1bfde7a53c90f5158d7ba857af84e503be90268d	tests/instances/symmetry.txt	cplex-cp	cp-t	epsilon	0.01	experiments/results/commercial_main/1292ba78fbcf_symmetry_cplex-cp_cp-t_epsilon_delta_0.01.json	1
1292ba78fbcf_symmetry_cplex-cp_cp-t_epsilon_delta_0.025	1292ba78fbcf58efd36c094e1bfde7a53c90f5158d7ba857af84e503be90268d	tests/instances/symmetry.txt	cplex-cp	cp-t	epsilon	0.025	experiments/results/commercial_main/1292ba78fbcf_symmetry_cplex-cp_cp-t_epsilon_delta_0.025.json	1
1292ba78fbcf_symmetry_cplex-cp_cp-t_epsilon_delta_0.05	1292ba78fbcf58efd36c094e1bfde7a53c90f5158d7ba857af84e503be90268d	tests/instances/symmetry.txt	cplex-cp	cp-t	epsilon	0.05	experiments/results/commercial_main/1292ba78fbcf_symmetry_cplex-cp_cp-t_epsilon_delta_0.05.json	1
1292ba78fbcf_symmetry_cplex-cp_cp-t_epsilon_delta_0.10	1292ba78fbcf58efd36c094e1bfde7a53c90f5158d7ba857af84e503be90268d	tests/instances/symmetry.txt	cplex-cp	cp-t	epsilon	0.10	experiments/results/commercial_main/1292ba78fbcf_symmetry_cplex-cp_cp-t_epsilon_delta_0.10.json	1
1292ba78fbcf_symmetry_cplex-cp_cp-i_weighted	1292ba78fbcf58efd36c094e1bfde7a53c90f5158d7ba857af84e503be90268d	tests/instances/symmetry.txt	cplex-cp	cp-i	weighted	-	experiments/results/commercial_main/1292ba78fbcf_symmetry_cplex-cp_cp-i_weighted.json	1
1292ba78fbcf_symmetry_cplex-cp_cp-i_lex-continuity	1292ba78fbcf58efd36c094e1bfde7a53c90f5158d7ba857af84e503be90268d	tests/instances/symmetry.txt	cplex-cp	cp-i	lex-continuity	-	experiments/results/commercial_main/1292ba78fbcf_symmetry_cplex-cp_cp-i_lex-continuity.json	1
1292ba78fbcf_symmetry_cplex-cp_cp-i_lex-overtime	1292ba78fbcf58efd36c094e1bfde7a53c90f5158d7ba857af84e503be90268d	tests/instances/symmetry.txt	cplex-cp	cp-i	lex-overtime	-	experiments/results/commercial_main/1292ba78fbcf_symmetry_cplex-cp_cp-i_lex-overtime.json	1
1292ba78fbcf_symmetry_cplex-cp_cp-i_epsilon_delta_0	1292ba78fbcf58efd36c094e1bfde7a53c90f5158d7ba857af84e503be90268d	tests/instances/symmetry.txt	cplex-cp	cp-i	epsilon	0	experiments/results/commercial_main/1292ba78fbcf_symmetry_cplex-cp_cp-i_epsilon_delta_0.json	1
1292ba78fbcf_symmetry_cplex-cp_cp-i_epsilon_delta_0.01	1292ba78fbcf58efd36c094e1bfde7a53c90f5158d7ba857af84e503be90268d	tests/instances/symmetry.txt	cplex-cp	cp-i	epsilon	0.01	experiments/results/commercial_main/1292ba78fbcf_symmetry_cplex-cp_cp-i_epsilon_delta_0.01.json	1
1292ba78fbcf_symmetry_cplex-cp_cp-i_epsilon_delta_0.025	1292ba78fbcf58efd36c094e1bfde7a53c90f5158d7ba857af84e503be90268d	tests/instances/symmetry.txt	cplex-cp	cp-i	epsilon	0.025	experiments/results/commercial_main/1292ba78fbcf_symmetry_cplex-cp_cp-i_epsilon_delta_0.025.json	1
1292ba78fbcf_symmetry_cplex-cp_cp-i_epsilon_delta_0.05	1292ba78fbcf58efd36c094e1bfde7a53c90f5158d7ba857af84e503be90268d	tests/instances/symmetry.txt	cplex-cp	cp-i	epsilon	0.05	experiments/results/commercial_main/1292ba78fbcf_symmetry_cplex-cp_cp-i_epsilon_delta_0.05.json	1
1292ba78fbcf_symmetry_cplex-cp_cp-i_epsilon_delta_0.10	1292ba78fbcf58efd36c094e1bfde7a53c90f5158d7ba857af84e503be90268d	tests/instances/symmetry.txt	cplex-cp	cp-i	epsilon	0.10	experiments/results/commercial_main/1292ba78fbcf_symmetry_cplex-cp_cp-i_epsilon_delta_0.10.json	1
e6a886c24917_symmetry_partial_gurobi-mip_mip-e_weighted	e6a886c249170b82864abf28d1e32afaf5f3d74e50a324b3f0a67899ac6cdb48	tests/instances/symmetry_partial.txt	gurobi-mip	mip-e	weighted	-	experiments/results/commercial_main/e6a886c24917_symmetry_partial_gurobi-mip_mip-e_weighted.json	2
e6a886c24917_symmetry_partial_gurobi-mip_mip-e_lex-continuity	e6a886c249170b82864abf28d1e32afaf5f3d74e50a324b3f0a67899ac6cdb48	tests/instances/symmetry_partial.txt	gurobi-mip	mip-e	lex-continuity	-	experiments/results/commercial_main/e6a886c24917_symmetry_partial_gurobi-mip_mip-e_lex-continuity.json	2
e6a886c24917_symmetry_partial_gurobi-mip_mip-e_lex-overtime	e6a886c249170b82864abf28d1e32afaf5f3d74e50a324b3f0a67899ac6cdb48	tests/instances/symmetry_partial.txt	gurobi-mip	mip-e	lex-overtime	-	experiments/results/commercial_main/e6a886c24917_symmetry_partial_gurobi-mip_mip-e_lex-overtime.json	2
e6a886c24917_symmetry_partial_gurobi-mip_mip-e_epsilon_delta_0	e6a886c249170b82864abf28d1e32afaf5f3d74e50a324b3f0a67899ac6cdb48	tests/instances/symmetry_partial.txt	gurobi-mip	mip-e	epsilon	0	experiments/results/commercial_main/e6a886c24917_symmetry_partial_gurobi-mip_mip-e_epsilon_delta_0.json	2
e6a886c24917_symmetry_partial_gurobi-mip_mip-e_epsilon_delta_0.01	e6a886c249170b82864abf28d1e32afaf5f3d74e50a324b3f0a67899ac6cdb48	tests/instances/symmetry_partial.txt	gurobi-mip	mip-e	epsilon	0.01	experiments/results/commercial_main/e6a886c24917_symmetry_partial_gurobi-mip_mip-e_epsilon_delta_0.01.json	2
e6a886c24917_symmetry_partial_gurobi-mip_mip-e_epsilon_delta_0.025	e6a886c249170b82864abf28d1e32afaf5f3d74e50a324b3f0a67899ac6cdb48	tests/instances/symmetry_partial.txt	gurobi-mip	mip-e	epsilon	0.025	experiments/results/commercial_main/e6a886c24917_symmetry_partial_gurobi-mip_mip-e_epsilon_delta_0.025.json	2
e6a886c24917_symmetry_partial_gurobi-mip_mip-e_epsilon_delta_0.05	e6a886c249170b82864abf28d1e32afaf5f3d74e50a324b3f0a67899ac6cdb48	tests/instances/symmetry_partial.txt	gurobi-mip	mip-e	epsilon	0.05	experiments/results/commercial_main/e6a886c24917_symmetry_partial_gurobi-mip_mip-e_epsilon_delta_0.05.json	2
e6a886c24917_symmetry_partial_gurobi-mip_mip-e_epsilon_delta_0.10	e6a886c249170b82864abf28d1e32afaf5f3d74e50a324b3f0a67899ac6cdb48	tests/instances/symmetry_partial.txt	gurobi-mip	mip-e	epsilon	0.10	experiments/results/commercial_main/e6a886c24917_symmetry_partial_gurobi-mip_mip-e_epsilon_delta_0.10.json	2
e6a886c24917_symmetry_partial_cplex-mip_mip-e_weighted	e6a886c249170b82864abf28d1e32afaf5f3d74e50a324b3f0a67899ac6cdb48	tests/instances/symmetry_partial.txt	cplex-mip	mip-e	weighted	-	experiments/results/commercial_main/e6a886c24917_symmetry_partial_cplex-mip_mip-e_weighted.json	1
e6a886c24917_symmetry_partial_cplex-mip_mip-e_lex-continuity	e6a886c249170b82864abf28d1e32afaf5f3d74e50a324b3f0a67899ac6cdb48	tests/instances/symmetry_partial.txt	cplex-mip	mip-e	lex-continuity	-	experiments/results/commercial_main/e6a886c24917_symmetry_partial_cplex-mip_mip-e_lex-continuity.json	1
e6a886c24917_symmetry_partial_cplex-mip_mip-e_lex-overtime	e6a886c249170b82864abf28d1e32afaf5f3d74e50a324b3f0a67899ac6cdb48	tests/instances/symmetry_partial.txt	cplex-mip	mip-e	lex-overtime	-	experiments/results/commercial_main/e6a886c24917_symmetry_partial_cplex-mip_mip-e_lex-overtime.json	1
e6a886c24917_symmetry_partial_cplex-mip_mip-e_epsilon_delta_0	e6a886c249170b82864abf28d1e32afaf5f3d74e50a324b3f0a67899ac6cdb48	tests/instances/symmetry_partial.txt	cplex-mip	mip-e	epsilon	0	experiments/results/commercial_main/e6a886c24917_symmetry_partial_cplex-mip_mip-e_epsilon_delta_0.json	1
e6a886c24917_symmetry_partial_cplex-mip_mip-e_epsilon_delta_0.01	e6a886c249170b82864abf28d1e32afaf5f3d74e50a324b3f0a67899ac6cdb48	tests/instances/symmetry_partial.txt	cplex-mip	mip-e	epsilon	0.01	experiments/results/commercial_main/e6a886c24917_symmetry_partial_cplex-mip_mip-e_epsilon_delta_0.01.json	1
e6a886c24917_symmetry_partial_cplex-mip_mip-e_epsilon_delta_0.025	e6a886c249170b82864abf28d1e32afaf5f3d74e50a324b3f0a67899ac6cdb48	tests/instances/symmetry_partial.txt	cplex-mip	mip-e	epsilon	0.025	experiments/results/commercial_main/e6a886c24917_symmetry_partial_cplex-mip_mip-e_epsilon_delta_0.025.json	1
e6a886c24917_symmetry_partial_cplex-mip_mip-e_epsilon_delta_0.05	e6a886c249170b82864abf28d1e32afaf5f3d74e50a324b3f0a67899ac6cdb48	tests/instances/symmetry_partial.txt	cplex-mip	mip-e	epsilon	0.05	experiments/results/commercial_main/e6a886c24917_symmetry_partial_cplex-mip_mip-e_epsilon_delta_0.05.json	1
e6a886c24917_symmetry_partial_cplex-mip_mip-e_epsilon_delta_0.10	e6a886c249170b82864abf28d1e32afaf5f3d74e50a324b3f0a67899ac6cdb48	tests/instances/symmetry_partial.txt	cplex-mip	mip-e	epsilon	0.10	experiments/results/commercial_main/e6a886c24917_symmetry_partial_cplex-mip_mip-e_epsilon_delta_0.10.json	1
e6a886c24917_symmetry_partial_cplex-cp_cp-t_weighted	e6a886c249170b82864abf28d1e32afaf5f3d74e50a324b3f0a67899ac6cdb48	tests/instances/symmetry_partial.txt	cplex-cp	cp-t	weighted	-	experiments/results/commercial_main/e6a886c24917_symmetry_partial_cplex-cp_cp-t_weighted.json	1
e6a886c24917_symmetry_partial_cplex-cp_cp-t_lex-continuity	e6a886c249170b82864abf28d1e32afaf5f3d74e50a324b3f0a67899ac6cdb48	tests/instances/symmetry_partial.txt	cplex-cp	cp-t	lex-continuity	-	experiments/results/commercial_main/e6a886c24917_symmetry_partial_cplex-cp_cp-t_lex-continuity.json	1
e6a886c24917_symmetry_partial_cplex-cp_cp-t_lex-overtime	e6a886c249170b82864abf28d1e32afaf5f3d74e50a324b3f0a67899ac6cdb48	tests/instances/symmetry_partial.txt	cplex-cp	cp-t	lex-overtime	-	experiments/results/commercial_main/e6a886c24917_symmetry_partial_cplex-cp_cp-t_lex-overtime.json	1
e6a886c24917_symmetry_partial_cplex-cp_cp-t_epsilon_delta_0	e6a886c249170b82864abf28d1e32afaf5f3d74e50a324b3f0a67899ac6cdb48	tests/instances/symmetry_partial.txt	cplex-cp	cp-t	epsilon	0	experiments/results/commercial_main/e6a886c24917_symmetry_partial_cplex-cp_cp-t_epsilon_delta_0.json	1
e6a886c24917_symmetry_partial_cplex-cp_cp-t_epsilon_delta_0.01	e6a886c249170b82864abf28d1e32afaf5f3d74e50a324b3f0a67899ac6cdb48	tests/instances/symmetry_partial.txt	cplex-cp	cp-t	epsilon	0.01	experiments/results/commercial_main/e6a886c24917_symmetry_partial_cplex-cp_cp-t_epsilon_delta_0.01.json	1
e6a886c24917_symmetry_partial_cplex-cp_cp-t_epsilon_delta_0.025	e6a886c249170b82864abf28d1e32afaf5f3d74e50a324b3f0a67899ac6cdb48	tests/instances/symmetry_partial.txt	cplex-cp	cp-t	epsilon	0.025	experiments/results/commercial_main/e6a886c24917_symmetry_partial_cplex-cp_cp-t_epsilon_delta_0.025.json	1
e6a886c24917_symmetry_partial_cplex-cp_cp-t_epsilon_delta_0.05	e6a886c249170b82864abf28d1e32afaf5f3d74e50a324b3f0a67899ac6cdb48	tests/instances/symmetry_partial.txt	cplex-cp	cp-t	epsilon	0.05	experiments/results/commercial_main/e6a886c24917_symmetry_partial_cplex-cp_cp-t_epsilon_delta_0.05.json	1
e6a886c24917_symmetry_partial_cplex-cp_cp-t_epsilon_delta_0.10	e6a886c249170b82864abf28d1e32afaf5f3d74e50a324b3f0a67899ac6cdb48	tests/instances/symmetry_partial.txt	cplex-cp	cp-t	epsilon	0.10	experiments/results/commercial_main/e6a886c24917_symmetry_partial_cplex-cp_cp-t_epsilon_delta_0.10.json	1
e6a886c24917_symmetry_partial_cplex-cp_cp-i_weighted	e6a886c249170b82864abf28d1e32afaf5f3d74e50a324b3f0a67899ac6cdb48	tests/instances/symmetry_partial.txt	cplex-cp	cp-i	weighted	-	experiments/results/commercial_main/e6a886c24917_symmetry_partial_cplex-cp_cp-i_weighted.json	1
e6a886c24917_symmetry_partial_cplex-cp_cp-i_lex-continuity	e6a886c249170b82864abf28d1e32afaf5f3d74e50a324b3f0a67899ac6cdb48	tests/instances/symmetry_partial.txt	cplex-cp	cp-i	lex-continuity	-	experiments/results/commercial_main/e6a886c24917_symmetry_partial_cplex-cp_cp-i_lex-continuity.json	1
e6a886c24917_symmetry_partial_cplex-cp_cp-i_lex-overtime	e6a886c249170b82864abf28d1e32afaf5f3d74e50a324b3f0a67899ac6cdb48	tests/instances/symmetry_partial.txt	cplex-cp	cp-i	lex-overtime	-	experiments/results/commercial_main/e6a886c24917_symmetry_partial_cplex-cp_cp-i_lex-overtime.json	1
e6a886c24917_symmetry_partial_cplex-cp_cp-i_epsilon_delta_0	e6a886c249170b82864abf28d1e32afaf5f3d74e50a324b3f0a67899ac6cdb48	tests/instances/symmetry_partial.txt	cplex-cp	cp-i	epsilon	0	experiments/results/commercial_main/e6a886c24917_symmetry_partial_cplex-cp_cp-i_epsilon_delta_0.json	1
e6a886c24917_symmetry_partial_cplex-cp_cp-i_epsilon_delta_0.01	e6a886c249170b82864abf28d1e32afaf5f3d74e50a324b3f0a67899ac6cdb48	tests/instances/symmetry_partial.txt	cplex-cp	cp-i	epsilon	0.01	experiments/results/commercial_main/e6a886c24917_symmetry_partial_cplex-cp_cp-i_epsilon_delta_0.01.json	1
e6a886c24917_symmetry_partial_cplex-cp_cp-i_epsilon_delta_0.025	e6a886c249170b82864abf28d1e32afaf5f3d74e50a324b3f0a67899ac6cdb48	tests/instances/symmetry_partial.txt	cplex-cp	cp-i	epsilon	0.025	experiments/results/commercial_main/e6a886c24917_symmetry_partial_cplex-cp_cp-i_epsilon_delta_0.025.json	1
e6a886c24917_symmetry_partial_cplex-cp_cp-i_epsilon_delta_0.05	e6a886c249170b82864abf28d1e32afaf5f3d74e50a324b3f0a67899ac6cdb48	tests/instances/symmetry_partial.txt	cplex-cp	cp-i	epsilon	0.05	experiments/results/commercial_main/e6a886c24917_symmetry_partial_cplex-cp_cp-i_epsilon_delta_0.05.json	1
e6a886c24917_symmetry_partial_cplex-cp_cp-i_epsilon_delta_0.10	e6a886c249170b82864abf28d1e32afaf5f3d74e50a324b3f0a67899ac6cdb48	tests/instances/symmetry_partial.txt	cplex-cp	cp-i	epsilon	0.10	experiments/results/commercial_main/e6a886c24917_symmetry_partial_cplex-cp_cp-i_epsilon_delta_0.10.json	1
18e6d69682bc_tradeoff_gurobi-mip_mip-e_weighted	18e6d69682bc3e283c2feb16fd22d630c350ec7b71449cac2755a374627fe594	tests/instances/tradeoff.txt	gurobi-mip	mip-e	weighted	-	experiments/results/commercial_main/18e6d69682bc_tradeoff_gurobi-mip_mip-e_weighted.json	0
18e6d69682bc_tradeoff_gurobi-mip_mip-e_lex-continuity	18e6d69682bc3e283c2feb16fd22d630c350ec7b71449cac2755a374627fe594	tests/instances/tradeoff.txt	gurobi-mip	mip-e	lex-continuity	-	experiments/results/commercial_main/18e6d69682bc_tradeoff_gurobi-mip_mip-e_lex-continuity.json	0
18e6d69682bc_tradeoff_gurobi-mip_mip-e_lex-overtime	18e6d69682bc3e283c2feb16fd22d630c350ec7b71449cac2755a374627fe594	tests/instances/tradeoff.txt	gurobi-mip	mip-e	lex-overtime	-	experiments/results/commercial_main/18e6d69682bc_tradeoff_gurobi-mip_mip-e_lex-overtime.json	0
18e6d69682bc_tradeoff_gurobi-mip_mip-e_epsilon_delta_0	18e6d69682bc3e283c2feb16fd22d630c350ec7b71449cac2755a374627fe594	tests/instances/tradeoff.txt	gurobi-mip	mip-e	epsilon	0	experiments/results/commercial_main/18e6d69682bc_tradeoff_gurobi-mip_mip-e_epsilon_delta_0.json	0
18e6d69682bc_tradeoff_gurobi-mip_mip-e_epsilon_delta_0.01	18e6d69682bc3e283c2feb16fd22d630c350ec7b71449cac2755a374627fe594	tests/instances/tradeoff.txt	gurobi-mip	mip-e	epsilon	0.01	experiments/results/commercial_main/18e6d69682bc_tradeoff_gurobi-mip_mip-e_epsilon_delta_0.01.json	0
18e6d69682bc_tradeoff_gurobi-mip_mip-e_epsilon_delta_0.025	18e6d69682bc3e283c2feb16fd22d630c350ec7b71449cac2755a374627fe594	tests/instances/tradeoff.txt	gurobi-mip	mip-e	epsilon	0.025	experiments/results/commercial_main/18e6d69682bc_tradeoff_gurobi-mip_mip-e_epsilon_delta_0.025.json	0
18e6d69682bc_tradeoff_gurobi-mip_mip-e_epsilon_delta_0.05	18e6d69682bc3e283c2feb16fd22d630c350ec7b71449cac2755a374627fe594	tests/instances/tradeoff.txt	gurobi-mip	mip-e	epsilon	0.05	experiments/results/commercial_main/18e6d69682bc_tradeoff_gurobi-mip_mip-e_epsilon_delta_0.05.json	0
18e6d69682bc_tradeoff_gurobi-mip_mip-e_epsilon_delta_0.10	18e6d69682bc3e283c2feb16fd22d630c350ec7b71449cac2755a374627fe594	tests/instances/tradeoff.txt	gurobi-mip	mip-e	epsilon	0.10	experiments/results/commercial_main/18e6d69682bc_tradeoff_gurobi-mip_mip-e_epsilon_delta_0.10.json	0
18e6d69682bc_tradeoff_cplex-mip_mip-e_weighted	18e6d69682bc3e283c2feb16fd22d630c350ec7b71449cac2755a374627fe594	tests/instances/tradeoff.txt	cplex-mip	mip-e	weighted	-	experiments/results/commercial_main/18e6d69682bc_tradeoff_cplex-mip_mip-e_weighted.json	1
18e6d69682bc_tradeoff_cplex-mip_mip-e_lex-continuity	18e6d69682bc3e283c2feb16fd22d630c350ec7b71449cac2755a374627fe594	tests/instances/tradeoff.txt	cplex-mip	mip-e	lex-continuity	-	experiments/results/commercial_main/18e6d69682bc_tradeoff_cplex-mip_mip-e_lex-continuity.json	1
18e6d69682bc_tradeoff_cplex-mip_mip-e_lex-overtime	18e6d69682bc3e283c2feb16fd22d630c350ec7b71449cac2755a374627fe594	tests/instances/tradeoff.txt	cplex-mip	mip-e	lex-overtime	-	experiments/results/commercial_main/18e6d69682bc_tradeoff_cplex-mip_mip-e_lex-overtime.json	1
18e6d69682bc_tradeoff_cplex-mip_mip-e_epsilon_delta_0	18e6d69682bc3e283c2feb16fd22d630c350ec7b71449cac2755a374627fe594	tests/instances/tradeoff.txt	cplex-mip	mip-e	epsilon	0	experiments/results/commercial_main/18e6d69682bc_tradeoff_cplex-mip_mip-e_epsilon_delta_0.json	1
18e6d69682bc_tradeoff_cplex-mip_mip-e_epsilon_delta_0.01	18e6d69682bc3e283c2feb16fd22d630c350ec7b71449cac2755a374627fe594	tests/instances/tradeoff.txt	cplex-mip	mip-e	epsilon	0.01	experiments/results/commercial_main/18e6d69682bc_tradeoff_cplex-mip_mip-e_epsilon_delta_0.01.json	1
18e6d69682bc_tradeoff_cplex-mip_mip-e_epsilon_delta_0.025	18e6d69682bc3e283c2feb16fd22d630c350ec7b71449cac2755a374627fe594	tests/instances/tradeoff.txt	cplex-mip	mip-e	epsilon	0.025	experiments/results/commercial_main/18e6d69682bc_tradeoff_cplex-mip_mip-e_epsilon_delta_0.025.json	1
18e6d69682bc_tradeoff_cplex-mip_mip-e_epsilon_delta_0.05	18e6d69682bc3e283c2feb16fd22d630c350ec7b71449cac2755a374627fe594	tests/instances/tradeoff.txt	cplex-mip	mip-e	epsilon	0.05	experiments/results/commercial_main/18e6d69682bc_tradeoff_cplex-mip_mip-e_epsilon_delta_0.05.json	1
18e6d69682bc_tradeoff_cplex-mip_mip-e_epsilon_delta_0.10	18e6d69682bc3e283c2feb16fd22d630c350ec7b71449cac2755a374627fe594	tests/instances/tradeoff.txt	cplex-mip	mip-e	epsilon	0.10	experiments/results/commercial_main/18e6d69682bc_tradeoff_cplex-mip_mip-e_epsilon_delta_0.10.json	1
18e6d69682bc_tradeoff_cplex-cp_cp-t_weighted	18e6d69682bc3e283c2feb16fd22d630c350ec7b71449cac2755a374627fe594	tests/instances/tradeoff.txt	cplex-cp	cp-t	weighted	-	experiments/results/commercial_main/18e6d69682bc_tradeoff_cplex-cp_cp-t_weighted.json	1
18e6d69682bc_tradeoff_cplex-cp_cp-t_lex-continuity	18e6d69682bc3e283c2feb16fd22d630c350ec7b71449cac2755a374627fe594	tests/instances/tradeoff.txt	cplex-cp	cp-t	lex-continuity	-	experiments/results/commercial_main/18e6d69682bc_tradeoff_cplex-cp_cp-t_lex-continuity.json	1
18e6d69682bc_tradeoff_cplex-cp_cp-t_lex-overtime	18e6d69682bc3e283c2feb16fd22d630c350ec7b71449cac2755a374627fe594	tests/instances/tradeoff.txt	cplex-cp	cp-t	lex-overtime	-	experiments/results/commercial_main/18e6d69682bc_tradeoff_cplex-cp_cp-t_lex-overtime.json	1
18e6d69682bc_tradeoff_cplex-cp_cp-t_epsilon_delta_0	18e6d69682bc3e283c2feb16fd22d630c350ec7b71449cac2755a374627fe594	tests/instances/tradeoff.txt	cplex-cp	cp-t	epsilon	0	experiments/results/commercial_main/18e6d69682bc_tradeoff_cplex-cp_cp-t_epsilon_delta_0.json	1
18e6d69682bc_tradeoff_cplex-cp_cp-t_epsilon_delta_0.01	18e6d69682bc3e283c2feb16fd22d630c350ec7b71449cac2755a374627fe594	tests/instances/tradeoff.txt	cplex-cp	cp-t	epsilon	0.01	experiments/results/commercial_main/18e6d69682bc_tradeoff_cplex-cp_cp-t_epsilon_delta_0.01.json	1
18e6d69682bc_tradeoff_cplex-cp_cp-t_epsilon_delta_0.025	18e6d69682bc3e283c2feb16fd22d630c350ec7b71449cac2755a374627fe594	tests/instances/tradeoff.txt	cplex-cp	cp-t	epsilon	0.025	experiments/results/commercial_main/18e6d69682bc_tradeoff_cplex-cp_cp-t_epsilon_delta_0.025.json	1
18e6d69682bc_tradeoff_cplex-cp_cp-t_epsilon_delta_0.05	18e6d69682bc3e283c2feb16fd22d630c350ec7b71449cac2755a374627fe594	tests/instances/tradeoff.txt	cplex-cp	cp-t	epsilon	0.05	experiments/results/commercial_main/18e6d69682bc_tradeoff_cplex-cp_cp-t_epsilon_delta_0.05.json	1
18e6d69682bc_tradeoff_cplex-cp_cp-t_epsilon_delta_0.10	18e6d69682bc3e283c2feb16fd22d630c350ec7b71449cac2755a374627fe594	tests/instances/tradeoff.txt	cplex-cp	cp-t	epsilon	0.10	experiments/results/commercial_main/18e6d69682bc_tradeoff_cplex-cp_cp-t_epsilon_delta_0.10.json	1
18e6d69682bc_tradeoff_cplex-cp_cp-i_weighted	18e6d69682bc3e283c2feb16fd22d630c350ec7b71449cac2755a374627fe594	tests/instances/tradeoff.txt	cplex-cp	cp-i	weighted	-	experiments/results/commercial_main/18e6d69682bc_tradeoff_cplex-cp_cp-i_weighted.json	1
18e6d69682bc_tradeoff_cplex-cp_cp-i_lex-continuity	18e6d69682bc3e283c2feb16fd22d630c350ec7b71449cac2755a374627fe594	tests/instances/tradeoff.txt	cplex-cp	cp-i	lex-continuity	-	experiments/results/commercial_main/18e6d69682bc_tradeoff_cplex-cp_cp-i_lex-continuity.json	1
18e6d69682bc_tradeoff_cplex-cp_cp-i_lex-overtime	18e6d69682bc3e283c2feb16fd22d630c350ec7b71449cac2755a374627fe594	tests/instances/tradeoff.txt	cplex-cp	cp-i	lex-overtime	-	experiments/results/commercial_main/18e6d69682bc_tradeoff_cplex-cp_cp-i_lex-overtime.json	1
18e6d69682bc_tradeoff_cplex-cp_cp-i_epsilon_delta_0	18e6d69682bc3e283c2feb16fd22d630c350ec7b71449cac2755a374627fe594	tests/instances/tradeoff.txt	cplex-cp	cp-i	epsilon	0	experiments/results/commercial_main/18e6d69682bc_tradeoff_cplex-cp_cp-i_epsilon_delta_0.json	1
18e6d69682bc_tradeoff_cplex-cp_cp-i_epsilon_delta_0.01	18e6d69682bc3e283c2feb16fd22d630c350ec7b71449cac2755a374627fe594	tests/instances/tradeoff.txt	cplex-cp	cp-i	epsilon	0.01	experiments/results/commercial_main/18e6d69682bc_tradeoff_cplex-cp_cp-i_epsilon_delta_0.01.json	1
18e6d69682bc_tradeoff_cplex-cp_cp-i_epsilon_delta_0.025	18e6d69682bc3e283c2feb16fd22d630c350ec7b71449cac2755a374627fe594	tests/instances/tradeoff.txt	cplex-cp	cp-i	epsilon	0.025	experiments/results/commercial_main/18e6d69682bc_tradeoff_cplex-cp_cp-i_epsilon_delta_0.025.json	1
18e6d69682bc_tradeoff_cplex-cp_cp-i_epsilon_delta_0.05	18e6d69682bc3e283c2feb16fd22d630c350ec7b71449cac2755a374627fe594	tests/instances/tradeoff.txt	cplex-cp	cp-i	epsilon	0.05	experiments/results/commercial_main/18e6d69682bc_tradeoff_cplex-cp_cp-i_epsilon_delta_0.05.json	1
18e6d69682bc_tradeoff_cplex-cp_cp-i_epsilon_delta_0.10	18e6d69682bc3e283c2feb16fd22d630c350ec7b71449cac2755a374627fe594	tests/instances/tradeoff.txt	cplex-cp	cp-i	epsilon	0.10	experiments/results/commercial_main/18e6d69682bc_tradeoff_cplex-cp_cp-i_epsilon_delta_0.10.json	1
ad68f4f3ce99_cardinality_gurobi-mip_mip-e_weighted	ad68f4f3ce99d691acd958039f7e97670abe17e712046c6e8729d6bc05a4bec1	tests/instances/cardinality.txt	gurobi-mip	mip-e	weighted	-	experiments/results/commercial_main/ad68f4f3ce99_cardinality_gurobi-mip_mip-e_weighted.json	0
ad68f4f3ce99_cardinality_gurobi-mip_mip-e_lex-continuity	ad68f4f3ce99d691acd958039f7e97670abe17e712046c6e8729d6bc05a4bec1	tests/instances/cardinality.txt	gurobi-mip	mip-e	lex-continuity	-	experiments/results/commercial_main/ad68f4f3ce99_cardinality_gurobi-mip_mip-e_lex-continuity.json	0
ad68f4f3ce99_cardinality_gurobi-mip_mip-e_lex-overtime	ad68f4f3ce99d691acd958039f7e97670abe17e712046c6e8729d6bc05a4bec1	tests/instances/cardinality.txt	gurobi-mip	mip-e	lex-overtime	-	experiments/results/commercial_main/ad68f4f3ce99_cardinality_gurobi-mip_mip-e_lex-overtime.json	0
