instance,instance_sha256,method,sorting_status,totalizer_status,both_proved,both_optimum,status_match_when_decided,objective_match_when_optimum,sorting_elapsed_seconds,totalizer_elapsed_seconds,speedup_sorting_over_totalizer
instances/paperInstances/TXT_10-25_4-5_U30/instance_30_25_4_3.txt,1713a3b193679c914efffd60a875c02136eb9ed54bc0ebab5712aaec8309ac68,lex-cos,OPTIMUM,OPTIMUM,True,True,True,True,78.40851681,80.96542528,0.9684197487858855
instances/paperInstances/TXT_10-25_4-5_U30/instance_30_25_4_1.txt,17bd7cc093ae1b41f4197b966c86f01dfa3d1b0eec8fe8e9f32f0825b95481d9,lex-cos,OPTIMUM,OPTIMUM,True,True,True,True,92.51233476,87.38821917,1.0586362285290634
instances/paperInstances/TXT_10-25_4-5_U40/instance_40_10_4_2.txt,25d65db1161731d58a933fa6f0e53b80c5f2424a5d2792525330c2f160c74365,lex-cos,OPTIMUM,OPTIMUM,True,True,True,True,98.26709162,105.4502091,0.9318814297163874
instances/paperInstances/TXT_10-25_4-5_U40/instance_40_15_4_3.txt,2858426ef4418fe4a34d43307db46446affdc9baf2cf002c69df250c4e9f73b0,lex-cos,UNSATISFIABLE,UNSATISFIABLE,True,False,True,,0.063090224,0.060145415,1.0489614877543034
instances/paperInstances/TXT_10-25_4-5_U30/instance_30_25_4_2.txt,2e96d7bac6213f53d5b3d28861fee7d391b9ef4018f9b228ccbc5ebb53e8a75d,lex-cos,OPTIMUM,OPTIMUM,True,True,True,True,95.88343504,90.81676376,1.055790044373191
instances/paperInstances/TXT_10-25_4-5_U30/instance_30_20_4_1.txt,3209f4efbb6261e5243179bd1967f110079bb5e11dcbedbd7bec54205e3dca99,lex-cos,OPTIMUM,OPTIMUM,True,True,True,True,90.32765072,85.5902221,1.0553501148117712
instances/paperInstances/TXT_10-25_4-5_U40/instance_40_15_5_2.txt,357e7059e67d8c7e3e543b7e1c4fc19ecaa3f9f1d7c22744637d9a4a423bad67,lex-cos,OPTIMUM,OPTIMUM,True,True,True,True,155.4320885,165.6971268,0.9380493886753382
instances/paperInstances/TXT_10-25_4-5_U40/instance_40_25_5_2.txt,39788863e37d864a0a9e724f8d11d7a7c27c431d02e9232cb76636fbefb9c5a3,lex-cos,OPTIMUM,OPTIMUM,True,True,True,True,143.5868832,157.4809747,0.911772888588808
instances/paperInstances/TXT_10-25_4-5_U40/instance_40_20_5_2.txt,39f0c1737b31ff233f944aff3c159c6831f3b2382c1e9905e5fbd8fa4fe46afa,lex-cos,OPTIMUM,OPTIMUM,True,True,True,True,163.3566697,159.0162342,1.027295549550877
instances/paperInstances/TXT_10-25_4-5_U30/instance_30_15_5_2.txt,42a8b9d67c40bda8bdb0395c13390d07fdfa256b5a250a32fa0a39cfd18a95c4,lex-cos,OPTIMUM,OPTIMUM,True,True,True,True,76.41931912,77.60932168,0.9846667573657372
instances/paperInstances/TXT_10-25_4-5_U40/instance_40_10_4_3.txt,4b99e4b03237aaaa74b67766b67b1fe5b33f60b418617da965b4bcf86a479158,lex-cos,OPTIMUM,OPTIMUM,True,True,True,True,87.10940859,84.51729283,1.0306696496445271
instances/paperInstances/TXT_10-25_4-5_U30/instance_30_10_4_3.txt,540dd7a199a8914e7bdf5e81792d9df12e9025086de2293f7bf528fc6fc8a239,lex-cos,UNSATISFIABLE,UNSATISFIABLE,True,False,True,,0.044560951,0.041893496,1.0636722941432244
instances/paperInstances/TXT_10-25_4-5_U40/instance_40_15_5_1.txt,5a9063809e0e4220042ab177386a21750f25f08afded0ca353b609d8f5d67be2,lex-cos,OPTIMUM,OPTIMUM,True,True,True,True,140.2044793,141.8976041,0.9880679817623503
instances/paperInstances/TXT_10-25_4-5_U30/instance_30_10_5_3.txt,607fc8b64d74aa30d93984c24a5bb25420f81ebbec931c4600de2013e14d7278,lex-cos,OPTIMUM,OPTIMUM,True,True,True,True,51.97328164,50.69709515,1.0251727734345348
instances/paperInstances/TXT_10-25_4-5_U40/instance_40_10_5_3.txt,618ea043ffced4a8a2322249857f2af19fc51960db3d1d976c2cccb698adfdc4,lex-cos,UNSATISFIABLE,UNSATISFIABLE,True,False,True,,0.507601958,0.166554312,3.0476662651640023
instances/paperInstances/TXT_10-25_4-5_U40/instance_40_10_4_1.txt,65c0693dc59af57df04027c2c836dcf6ddd120661d2dcfb283f947d7e891107f,lex-cos,OPTIMUM,OPTIMUM,True,True,True,True,98.02546838,96.02424634,1.0208407992384978
instances/paperInstances/TXT_10-25_4-5_U30/instance_30_20_5_1.txt,6e8782354648467bf973b1b6298113cbb6c30f4937248555f4e2ed6bbd30994a,lex-cos,OPTIMUM,OPTIMUM,True,True,True,True,89.0870232,91.86049189,0.9698078179973046
instances/paperInstances/TXT_10-25_4-5_U40/instance_40_25_5_1.txt,7527917283309cb995dc3b6df322612ab8825060e28978a427022c00c583ca99,lex-cos,OPTIMUM,OPTIMUM,True,True,True,True,138.2592281,148.2720349,0.9324700250674175
instances/paperInstances/TXT_10-25_4-5_U40/instance_40_20_4_1.txt,79923b863781f16d7454ee58c30f4f907406b3bc9267a30b84288f75affb2358,lex-cos,OPTIMUM,OPTIMUM,True,True,True,True,122.2757048,125.1211813,0.9772582350131631
instances/paperInstances/TXT_10-25_4-5_U40/instance_40_20_5_3.txt,8b57c7c5f2041e8a86e22ed850cedae080f72c24861a8aac967f4d12f815cee8,lex-cos,OPTIMUM,OPTIMUM,True,True,True,True,153.8608806,149.4593075,1.0294499765429463
instances/paperInstances/TXT_10-25_4-5_U30/instance_30_15_4_2.txt,8c591928ac318099edcb620831b2c120f77b89a737b99ab8da3551f3ba8bb800,lex-cos,OPTIMUM,OPTIMUM,True,True,True,True,66.19999858,70.83920777,0.9345107132611853
instances/paperInstances/TXT_10-25_4-5_U30/instance_30_10_5_2.txt,94babc1f3be6d34ed96a77652d95cbcc8e5fd65867a338a9f99f8e6635562a3d,lex-cos,UNSATISFIABLE,UNSATISFIABLE,True,False,True,,0.085935086,0.077867548,1.103605907816694
instances/paperInstances/TXT_10-25_4-5_U40/instance_40_10_5_1.txt,987b2d19f85e05463d5f9116d0c9cb555826e3bdbff02e35da167a3eb6a8ee09,lex-cos,UNSATISFIABLE,UNSATISFIABLE,True,False,True,,0.137825103,0.133607944,1.0315636845665404
instances/paperInstances/TXT_10-25_4-5_U40/instance_40_15_4_2.txt,9bb873764009d45c4b7664f2c1cbef4f4609c4e7b613025f831a0c24320a7ebe,lex-cos,OPTIMUM,OPTIMUM,True,True,True,True,178.0606491,126.2339551,1.410560644788036
instances/paperInstances/TXT_10-25_4-5_U40/instance_40_25_4_1.txt,9f6a97e0d98a957d36f6fdfa2ca9c2b413a21bc4714ecb3ef33d5992a4a521d3,lex-cos,OPTIMUM,OPTIMUM,True,True,True,True,140.301871,139.3028961,1.0071712428669313
instances/paperInstances/TXT_10-25_4-5_U40/instance_40_15_5_3.txt,9f73b4873d39ff5bde77dcc8fc8f2c843d0369d85a32350bd04fca9451b37af7,lex-cos,OPTIMUM,OPTIMUM,True,True,True,True,160.0055162,153.4293104,1.042861470098871
instances/paperInstances/TXT_10-25_4-5_U30/instance_30_15_5_1.txt,a3e643aa790c83d208bf030ff6546a5205b4252aeb402eef9516abe30e7ede51,lex-cos,OPTIMUM,OPTIMUM,True,True,True,True,86.49636639,87.81426885,0.9849921604169913
instances/paperInstances/TXT_10-25_4-5_U40/instance_40_25_4_2.txt,a5fd07405bd2138e224fcff99971af5c8fb458055ce1f5659f97abe4d7cf6567,lex-cos,OPTIMUM,OPTIMUM,True,True,True,True,129.7073179,137.2787474,0.9448463098374688
