instance,instance_sha256,users,agents,visits,load_profile,wc,wo,normalized_wc,normalized_wo,overtime_penalty,effective_continuity_to_overtime_ratio,coverage,similarity,continuity,overtime,vector,assignment_sha256
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a25_v4_seed1003_critical.txt,3df9ad93fd31450b47bc05e23b939b69e8ff446e817f1dae19bc71c5f2d8d73d,40,25,4,critical,8,4,2,1,1,2.0,160,545,1,0,160/545/1/0,bfde83af7621bbaf60c48acf39eedc0eb8b38505c73b734eabc97c3fd4a79900
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a25_v4_seed1003_critical.txt,3df9ad93fd31450b47bc05e23b939b69e8ff446e817f1dae19bc71c5f2d8d73d,40,25,4,critical,4,8,1,2,1,0.5,160,545,1,0,160/545/1/0,d7b05ca8b2a89523eeeec9d2c0c1ee305d4faafcdec373fe1659dc18a7b1cf59
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a25_v4_seed1003_critical.txt,3df9ad93fd31450b47bc05e23b939b69e8ff446e817f1dae19bc71c5f2d8d73d,40,25,4,critical,1,8,1,8,1,0.125,160,559,9,0,160/559/9/0,fa1f9b9876bbbe8c4122d618db6cdd5d3895d3130d9b9b78bf44043c09da9668
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a25_v4_seed1003_critical.txt,3df9ad93fd31450b47bc05e23b939b69e8ff446e817f1dae19bc71c5f2d8d73d,40,25,4,critical,4,1,4,1,1,4.0,160,565,1,12,160/565/1/12,b2e3fa4aa3695363f751a9d2ea264ecd60f7525130ed788373bf9fc7006b8eca
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a25_v4_seed1003_critical.txt,3df9ad93fd31450b47bc05e23b939b69e8ff446e817f1dae19bc71c5f2d8d73d,40,25,4,critical,1,1,1,1,1,1.0,160,573,6,13,160/573/6/13,9d9babee16837489e6ce1a5d24ebbf70a3395b2fb86b89e1256d3d482372045f
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a25_v4_seed1003_critical.txt,3df9ad93fd31450b47bc05e23b939b69e8ff446e817f1dae19bc71c5f2d8d73d,40,25,4,critical,8,1,8,1,1,8.0,160,565,1,12,160/565/1/12,8a8ebfa5227410e2a082677478d883c41a351f01eebbf5885c1f5f2ab469372c
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a25_v4_seed1003_critical.txt,3df9ad93fd31450b47bc05e23b939b69e8ff446e817f1dae19bc71c5f2d8d73d,40,25,4,critical,1,4,1,4,1,0.25,160,560,10,0,160/560/10/0,a0da144eadd3be5d6b06286dd91f9119f8cf30d44168eaaaec25b1ca9b47122e
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a25_v4_seed1003_critical.txt,3df9ad93fd31450b47bc05e23b939b69e8ff446e817f1dae19bc71c5f2d8d73d,40,25,4,critical,4,4,1,1,1,1.0,160,549,1,1,160/549/1/1,e283da926392786df4cd66e27a8bc12e2c9e1b405d3d34ce355135eb2dd32683
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v5_seed1003_critical.txt,d83d36c93f2b20d42d2082b908832af7a5bf6831774fa8060410156fd9f71c3d,40,20,5,critical,1,8,1,8,1,0.125,200,706,15,0,200/706/15/0,a510dee8fec35da904f9503555bdb2409eb0cc093eb215fa50b74f7a8c7dee12
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v5_seed1003_critical.txt,d83d36c93f2b20d42d2082b908832af7a5bf6831774fa8060410156fd9f71c3d,40,20,5,critical,4,4,1,1,1,1.0,200,684,3,0,200/684/3/0,12dad4f4439cbcb5140679f2a53953d0e56a7a1613dd33ca8cac25101c9429db
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v5_seed1003_critical.txt,d83d36c93f2b20d42d2082b908832af7a5bf6831774fa8060410156fd9f71c3d,40,20,5,critical,4,1,4,1,1,4.0,200,697,1,13,200/697/1/13,6553fea0ebf5bb34670ae38c6ef8536503774330b8b5ef782c5414aff8b991c4
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v5_seed1003_critical.txt,d83d36c93f2b20d42d2082b908832af7a5bf6831774fa8060410156fd9f71c3d,40,20,5,critical,8,8,1,1,1,1.0,200,672,1,0,200/672/1/0,f74f6ccf048147b3b270b0615b81f238e2a9c5c8a49748f0db3f4b90a16fa0f7
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v5_seed1003_critical.txt,d83d36c93f2b20d42d2082b908832af7a5bf6831774fa8060410156fd9f71c3d,40,20,5,critical,1,1,1,1,1,1.0,200,718,10,14,200/718/10/14,5ee05d35f0de8c04cac12e2b42031703cd0f66bf4bbc2e800b7a40609fb098e9
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v5_seed1003_critical.txt,d83d36c93f2b20d42d2082b908832af7a5bf6831774fa8060410156fd9f71c3d,40,20,5,critical,8,4,2,1,1,2.0,200,672,1,0,200/672/1/0,bdc6d6502b0a02aec385d639cf8caa3b6515af106f180d2a0c48284f2c3d8747
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v5_seed1003_critical.txt,d83d36c93f2b20d42d2082b908832af7a5bf6831774fa8060410156fd9f71c3d,40,20,5,critical,1,4,1,4,1,0.25,200,705,14,0,200/705/14/0,53341c3091e59c8cb323c26f39c966a286e3f7d7af86c7f6157d75fec8c0d37d
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v5_seed1003_critical.txt,d83d36c93f2b20d42d2082b908832af7a5bf6831774fa8060410156fd9f71c3d,40,20,5,critical,4,8,1,2,1,0.5,200,684,3,0,200/684/3/0,4005b98e4b764855428c92d2c28a9f343f993e1d94cb0accbad9888d691f2929
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v5_seed1003_critical.txt,d83d36c93f2b20d42d2082b908832af7a5bf6831774fa8060410156fd9f71c3d,40,20,5,critical,8,1,8,1,1,8.0,200,697,1,13,200/697/1/13,4d944876b0b80857df1b8e3571b62b8ab63130573813f68bccf59e872835ae11
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a15_v5_seed1001_critical.txt,d905fad91222982a08a22ae863c33e30bfbfd97c54ac14ec4029959a98d9ffe3,30,15,5,critical,8,8,1,1,1,1.0,150,535,0,0,150/535/0/0,035d0dc985e449b066e9e3d4acd77a2ac9cc34ef881776e091d7dbb1a8778388
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a15_v5_seed1001_critical.txt,d905fad91222982a08a22ae863c33e30bfbfd97c54ac14ec4029959a98d9ffe3,30,15,5,critical,4,8,1,2,1,0.5,150,535,0,0,150/535/0/0,edd3eaf4b4146afcc1f1ba5c7edbce1091c92817b1e800b3770f818db6343462
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a15_v5_seed1001_critical.txt,d905fad91222982a08a22ae863c33e30bfbfd97c54ac14ec4029959a98d9ffe3,30,15,5,critical,1,8,1,8,1,0.125,150,536,1,0,150/536/1/0,898a187936bb68ccd80f814cec01143a00b8bed8eec72d85f3871b5dbbcb7c3c
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a15_v5_seed1001_critical.txt,d905fad91222982a08a22ae863c33e30bfbfd97c54ac14ec4029959a98d9ffe3,30,15,5,critical,4,1,4,1,1,4.0,150,565,0,14,150/565/0/14,842127af280e5c94b45de07c6f56813fc841ade25eccb2f214982e2f248695d5
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a15_v5_seed1001_critical.txt,d905fad91222982a08a22ae863c33e30bfbfd97c54ac14ec4029959a98d9ffe3,30,15,5,critical,1,4,1,4,1,0.25,150,536,1,0,150/536/1/0,457bc123a72ca586001b5923a9bd7437c52f5fdec10a152f2342ebef0225332f
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a15_v5_seed1001_critical.txt,d905fad91222982a08a22ae863c33e30bfbfd97c54ac14ec4029959a98d9ffe3,30,15,5,critical,8,4,2,1,1,2.0,150,535,0,0,150/535/0/0,22eb630c262bf03aaad721f00262a5fe09f0d36ce36df73cd0055552be14c485
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a15_v5_seed1001_critical.txt,d905fad91222982a08a22ae863c33e30bfbfd97c54ac14ec4029959a98d9ffe3,30,15,5,critical,8,1,8,1,1,8.0,150,566,0,15,150/566/0/15,f755032156660d984404cb22fb7c6e657f612df81cc9e77b7ea0e0b9b4719938
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a15_v5_seed1001_critical.txt,d905fad91222982a08a22ae863c33e30bfbfd97c54ac14ec4029959a98d9ffe3,30,15,5,critical,4,4,1,1,1,1.0,150,535,0,0,150/535/0/0,47f19ede69d0f64f3220257088b8845a3fe40b1166aa3c6e3c32a3b42e354b5c
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a15_v5_seed1001_critical.txt,d905fad91222982a08a22ae863c33e30bfbfd97c54ac14ec4029959a98d9ffe3,30,15,5,critical,1,1,1,1,1,1.0,150,565,0,14,150/565/0/14,aaaac98675a22745bb8fd8bea8456000fe7de870f07f23026a27d9825dad46be
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a25_v5_seed1002_critical.txt,13d35da4af1d246d1dc9e9e69e18e81522824e99442b070094b3ee6de84cff54,30,25,5,critical,8,8,1,1,1,1.0,150,527,4,0,150/527/4/0,03bc45308d6f14cb856f113a42a4b8af7f5cc33502c2eaf77c0100095046d474
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a25_v5_seed1002_critical.txt,13d35da4af1d246d1dc9e9e69e18e81522824e99442b070094b3ee6de84cff54,30,25,5,critical,4,1,4,1,1,4.0,150,552,5,10,150/552/5/10,c7c479640f5ac5a4912891f0a35696fea7f103aeb2fcd0667a6ee91d2e204af6
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a25_v5_seed1002_critical.txt,13d35da4af1d246d1dc9e9e69e18e81522824e99442b070094b3ee6de84cff54,30,25,5,critical,1,1,1,1,1,1.0,150,563,9,14,150/563/9/14,6b8083a036193a0b378836759f194c880012e30668f081f55d6e6bf46e0473e5
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a25_v5_seed1002_critical.txt,13d35da4af1d246d1dc9e9e69e18e81522824e99442b070094b3ee6de84cff54,30,25,5,critical,1,8,1,8,1,0.125,150,548,10,0,150/548/10/0,f44d6e2e6b6d3bade0d36652d052c5eff2130868d85ff606469d44551c1bf062
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a25_v5_seed1002_critical.txt,13d35da4af1d246d1dc9e9e69e18e81522824e99442b070094b3ee6de84cff54,30,25,5,critical,4,8,1,2,1,0.5,150,539,6,0,150/539/6/0,7847a34891a23fbba30c862566902380d81a61da76780654a6d484e7050a0a41
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a25_v5_seed1002_critical.txt,13d35da4af1d246d1dc9e9e69e18e81522824e99442b070094b3ee6de84cff54,30,25,5,critical,1,4,1,4,1,0.25,150,548,10,0,150/548/10/0,1b335fcb5020ef87818c244350ca18c798a828782b7cf6a7cb2671cdce7ef2aa
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a25_v5_seed1002_critical.txt,13d35da4af1d246d1dc9e9e69e18e81522824e99442b070094b3ee6de84cff54,30,25,5,critical,8,4,2,1,1,2.0,150,527,4,0,150/527/4/0,9d62b547cfd456bb9bd9c9406b6cc5c1f1557ac0aa7730a500bf7043415a0b6b
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a25_v5_seed1002_critical.txt,13d35da4af1d246d1dc9e9e69e18e81522824e99442b070094b3ee6de84cff54,30,25,5,critical,8,1,8,1,1,8.0,150,550,4,12,150/550/4/12,9fd0ff3c88b4317e849256dba4ef6878aba53cf54de452c6a85e7ad0e0008be4
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a25_v5_seed1002_critical.txt,13d35da4af1d246d1dc9e9e69e18e81522824e99442b070094b3ee6de84cff54,30,25,5,critical,4,4,1,1,1,1.0,150,539,6,0,150/539/6/0,fa0a9b42397597fbf88d16fc06c11aa7cc330820c591fc7719641ef4540bd540
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a10_v4_seed1003_critical.txt,395a48f8a39788bea86b6f70fb9ec6a2a924a9f8f08e8639adaf51dba4e7ae85,40,10,4,critical,1,1,1,1,1,1.0,160,558,9,12,160/558/9/12,ceb8be78352594c5769d54d0bbce64501db022ceb739adc26995fd60126fdc41
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a10_v4_seed1003_critical.txt,395a48f8a39788bea86b6f70fb9ec6a2a924a9f8f08e8639adaf51dba4e7ae85,40,10,4,critical,4,1,4,1,1,4.0,160,550,2,13,160/550/2/13,86a7e0f7ab6aa11f2eb653006d2dfdeb1c13e31195b3784a92061eecee8f2657
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a10_v4_seed1003_critical.txt,395a48f8a39788bea86b6f70fb9ec6a2a924a9f8f08e8639adaf51dba4e7ae85,40,10,4,critical,8,8,1,1,1,1.0,160,520,1,0,160/520/1/0,81847f3c21de9911a05c88c1bbec4f812c3d5f825a79d3e556ca0b5fb4821a1e
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a10_v4_seed1003_critical.txt,395a48f8a39788bea86b6f70fb9ec6a2a924a9f8f08e8639adaf51dba4e7ae85,40,10,4,critical,1,8,1,8,1,0.125,160,540,9,0,160/540/9/0,6f4701efa019fb9f2cc865197a072e0a3f3bcb62ae63c6a8a54adfffd1d2eb13
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a10_v4_seed1003_critical.txt,395a48f8a39788bea86b6f70fb9ec6a2a924a9f8f08e8639adaf51dba4e7ae85,40,10,4,critical,4,8,1,2,1,0.5,160,528,2,0,160/528/2/0,4fe983e007e77a5ecb3e68d1f90cc0294317da8669d9f31224fdc7403e836e26
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a10_v4_seed1003_critical.txt,395a48f8a39788bea86b6f70fb9ec6a2a924a9f8f08e8639adaf51dba4e7ae85,40,10,4,critical,8,4,2,1,1,2.0,160,524,1,1,160/524/1/1,b6aec2fbf7bf7f6873eed1073fe554d8e9883282e97964cf5ea5277c5777620f
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a10_v4_seed1003_critical.txt,395a48f8a39788bea86b6f70fb9ec6a2a924a9f8f08e8639adaf51dba4e7ae85,40,10,4,critical,4,4,1,1,1,1.0,160,528,2,0,160/528/2/0,2c6184e472f89bea45af74443afa84acd1dae37a214a918ee648f4b2107a1f9c
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a10_v4_seed1003_critical.txt,395a48f8a39788bea86b6f70fb9ec6a2a924a9f8f08e8639adaf51dba4e7ae85,40,10,4,critical,1,4,1,4,1,0.25,160,539,8,0,160/539/8/0,a31a02536a258f27dd013d8dc39e4e20141ab8dc66953236c2bbf6c41e9ed237
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a10_v4_seed1003_critical.txt,395a48f8a39788bea86b6f70fb9ec6a2a924a9f8f08e8639adaf51dba4e7ae85,40,10,4,critical,8,1,8,1,1,8.0,160,545,1,15,160/545/1/15,6a8b94bfe12f88914e9f94859b54ca6b109c9d694803c5c8114713eb38f33b12
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a10_v4_seed1002_critical.txt,bf02b641d1ae8d30c144fab0d28c5aca968d3331c2c020b30c1e45791af1e438,30,10,4,critical,8,8,1,1,1,1.0,120,417,3,0,120/417/3/0,70391f884bfa7a78518904ebcde2d06c6a96e66b066c6b85cb3efd7eb51c857c
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a10_v4_seed1002_critical.txt,bf02b641d1ae8d30c144fab0d28c5aca968d3331c2c020b30c1e45791af1e438,30,10,4,critical,4,8,1,2,1,0.5,120,417,3,0,120/417/3/0,418116f7730925510c081675081d6824f0a4c68428839bf74a23312649229a9a
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a10_v4_seed1002_critical.txt,bf02b641d1ae8d30c144fab0d28c5aca968d3331c2c020b30c1e45791af1e438,30,10,4,critical,8,1,8,1,1,8.0,120,422,2,9,120/422/2/9,ffd1035a7d7bd7cc5a22b84c3c6b007c07dfbb58d984dc8f8c216126a1efd7bc
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a10_v4_seed1002_critical.txt,bf02b641d1ae8d30c144fab0d28c5aca968d3331c2c020b30c1e45791af1e438,30,10,4,critical,1,8,1,8,1,0.125,120,420,5,0,120/420/5/0,4e893aab9553046313e424c2761168e9188826846d27c1c6aefa5b0f80eb091a
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a10_v4_seed1002_critical.txt,bf02b641d1ae8d30c144fab0d28c5aca968d3331c2c020b30c1e45791af1e438,30,10,4,critical,1,1,1,1,1,1.0,120,433,5,10,120/433/5/10,49a7aec453a2599865356a449b7e8b4fa5aa69eaa9c6e7f22790400d8a63e8af
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a10_v4_seed1002_critical.txt,bf02b641d1ae8d30c144fab0d28c5aca968d3331c2c020b30c1e45791af1e438,30,10,4,critical,4,1,4,1,1,4.0,120,429,3,9,120/429/3/9,0cdac6f98161609284ad15ebd4aea804dab0ca057e49fbfe7241861d58f39c65
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a10_v4_seed1002_critical.txt,bf02b641d1ae8d30c144fab0d28c5aca968d3331c2c020b30c1e45791af1e438,30,10,4,critical,1,4,1,4,1,0.25,120,420,5,0,120/420/5/0,15aee067517ad86e9d9cd8f9eef39549c22185b897c81345b534676ccb9a3aa4
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a10_v4_seed1002_critical.txt,bf02b641d1ae8d30c144fab0d28c5aca968d3331c2c020b30c1e45791af1e438,30,10,4,critical,4,4,1,1,1,1.0,120,417,3,0,120/417/3/0,3d6b0b880691a42894e287daef9d00f422e4fbcaa7f3c5261450ba94312cc513
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a10_v4_seed1002_critical.txt,bf02b641d1ae8d30c144fab0d28c5aca968d3331c2c020b30c1e45791af1e438,30,10,4,critical,8,4,2,1,1,2.0,120,417,3,0,120/417/3/0,427a4bd6c4c00f191f6ec2ae324bf47429e2efcd204541b4889f6c760aa18eaa
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v5_seed1003_critical.txt,65de3dfdc16f9c773e9874c2357071bf31732b49485a995a839ed1f4d259a558,30,20,5,critical,8,4,2,1,1,2.0,150,498,0,0,150/498/0/0,54643cb0c6fc75a87c3a0414d9ea42276de9f1b2fb3decdb1231c9fbcc8a6acd
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v5_seed1003_critical.txt,65de3dfdc16f9c773e9874c2357071bf31732b49485a995a839ed1f4d259a558,30,20,5,critical,4,1,4,1,1,4.0,150,517,1,6,150/517/1/6,556414e3dc7840df2cf6e8d80049c3c3b6ae3446669ccc0d5fee2f47ae7e582e
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v5_seed1003_critical.txt,65de3dfdc16f9c773e9874c2357071bf31732b49485a995a839ed1f4d259a558,30,20,5,critical,8,1,8,1,1,8.0,150,518,1,7,150/518/1/7,52181f1dc3fe7c64fc41904a8819f10254e8132096f76b4c09855578be1fc99e
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v5_seed1003_critical.txt,65de3dfdc16f9c773e9874c2357071bf31732b49485a995a839ed1f4d259a558,30,20,5,critical,1,8,1,8,1,0.125,150,523,9,0,150/523/9/0,b11c0e48a966d0e5fa5f3e070deb8da672ea8b092ff228b970ce03d9c97c971c
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v5_seed1003_critical.txt,65de3dfdc16f9c773e9874c2357071bf31732b49485a995a839ed1f4d259a558,30,20,5,critical,4,8,1,2,1,0.5,150,510,2,0,150/510/2/0,81bb30c921a78a0b93a2d6b10a6729c6c6d8462524a955de0cb9f9dfd55d4c0c
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v5_seed1003_critical.txt,65de3dfdc16f9c773e9874c2357071bf31732b49485a995a839ed1f4d259a558,30,20,5,critical,8,8,1,1,1,1.0,150,506,1,0,150/506/1/0,3cec67c6ceed29dc386365faeed1d3c1a5d6f480d3aafb6561e3745b03737b07
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v5_seed1003_critical.txt,65de3dfdc16f9c773e9874c2357071bf31732b49485a995a839ed1f4d259a558,30,20,5,critical,1,4,1,4,1,0.25,150,523,9,0,150/523/9/0,d0df8d74654b9d3f25ff16fa605efe5ddb43f148897cb9e54a2e70fe653d0d7f
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v5_seed1003_critical.txt,65de3dfdc16f9c773e9874c2357071bf31732b49485a995a839ed1f4d259a558,30,20,5,critical,4,4,1,1,1,1.0,150,506,1,0,150/506/1/0,08fe136a16f6d8e4e0411b3c9daa2e427f8dc1ffff38244526cf06a1d1d6cae9
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v5_seed1003_critical.txt,65de3dfdc16f9c773e9874c2357071bf31732b49485a995a839ed1f4d259a558,30,20,5,critical,1,1,1,1,1,1.0,150,528,5,7,150/528/5/7,2112819334d5a2d3e529c8f1e37f6deb86815111cfa22e86eedba952870dc8f1
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v4_seed1003_critical.txt,2e89d655657e6565c5ecb975872229f2b89227e9d8d4becfc0d4e18894748b91,40,20,4,critical,1,8,1,8,1,0.125,160,558,9,0,160/558/9/0,211e5e3925599768c7aa62ae5de44e48963ee051d6914e84a8dc610bbb8c10c0
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v4_seed1003_critical.txt,2e89d655657e6565c5ecb975872229f2b89227e9d8d4becfc0d4e18894748b91,40,20,4,critical,1,1,1,1,1,1.0,160,572,8,11,160/572/8/11,735fed988053051fd8f39edcdd4b22079f7808faf4a4c0307afdd17fc07b01a5
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v4_seed1003_critical.txt,2e89d655657e6565c5ecb975872229f2b89227e9d8d4becfc0d4e18894748b91,40,20,4,critical,4,8,1,2,1,0.5,160,546,2,0,160/546/2/0,fc09106304c7174b2cc626739ba629acec14b137d8754a87b5198921d6635f5b
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v4_seed1003_critical.txt,2e89d655657e6565c5ecb975872229f2b89227e9d8d4becfc0d4e18894748b91,40,20,4,critical,1,4,1,4,1,0.25,160,558,9,0,160/558/9/0,87113de0bccbaef8a4888dbba87eb7e5e9153fc6f8ed5ff5db4da02f02023700
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v4_seed1003_critical.txt,2e89d655657e6565c5ecb975872229f2b89227e9d8d4becfc0d4e18894748b91,40,20,4,critical,8,8,1,1,1,1.0,160,542,1,0,160/542/1/0,115b358c7cb8f986bdcf2285839aa3cd9e789bbb4480b2181202fa0cad3b502f
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v4_seed1003_critical.txt,2e89d655657e6565c5ecb975872229f2b89227e9d8d4becfc0d4e18894748b91,40,20,4,critical,4,4,1,1,1,1.0,160,546,2,0,160/546/2/0,b7488590097845a3d1ec1c739dd9b120cc3a54a1c34f0f618ca4d1843c312dfb
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v4_seed1003_critical.txt,2e89d655657e6565c5ecb975872229f2b89227e9d8d4becfc0d4e18894748b91,40,20,4,critical,8,1,8,1,1,8.0,160,555,0,11,160/555/0/11,3b0cac02fc454ade8715ec5a1fe70c3d89ec72f0d001a9eec7c012622fdd3a7e
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v4_seed1003_critical.txt,2e89d655657e6565c5ecb975872229f2b89227e9d8d4becfc0d4e18894748b91,40,20,4,critical,8,4,2,1,1,2.0,160,542,1,0,160/542/1/0,2e9fc5ef9303d095081b86fa6fa6af467d1f557bf9ea189e575295cfa675561d
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v4_seed1003_critical.txt,2e89d655657e6565c5ecb975872229f2b89227e9d8d4becfc0d4e18894748b91,40,20,4,critical,4,1,4,1,1,4.0,160,562,1,11,160/562/1/11,5ac26a76991f831a94722f4e58b8db9b6339800cf1c911390d64fed1808c56df
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a25_v4_seed1002_critical.txt,de23508d979db3048be208918f8d51242d991165e80c2414fca7a3ce4ee5b17d,30,25,4,critical,1,1,1,1,1,1.0,120,443,4,9,120/443/4/9,f2ff57eb73d199fa6f4fc11665489c9d5e892d05d531715114411401f752073c
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a25_v4_seed1002_critical.txt,de23508d979db3048be208918f8d51242d991165e80c2414fca7a3ce4ee5b17d,30,25,4,critical,4,1,4,1,1,4.0,120,441,2,10,120/441/2/10,03a9b5b241dd49099c7d4a5205f3a0bc64e085ec0e963f6a8aed5cb5b1ff7f0c
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a25_v4_seed1002_critical.txt,de23508d979db3048be208918f8d51242d991165e80c2414fca7a3ce4ee5b17d,30,25,4,critical,8,4,2,1,1,2.0,120,431,2,1,120/431/2/1,a742b91fbde66cb315e2ce41a58fbccac531767d3131f9db15af1c0fb19e6cb7
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a25_v4_seed1002_critical.txt,de23508d979db3048be208918f8d51242d991165e80c2414fca7a3ce4ee5b17d,30,25,4,critical,4,8,1,2,1,0.5,120,431,3,0,120/431/3/0,e90e4939b603944a3d9b8aa94b4af7e4c8912e6f4771f62162d68dbb249005e3
instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a25_v4_seed1002_critical.txt,de23508d979db3048be208918f8d51242d991165e80c2414fca7a3ce4ee5b17d,30,25,4,critical,1,4,1,4,1,0.25,120,434,5,0,120/434/5/0,303d435ba035f6cfee6d7cff0b80ab425f6c14027ac802bbc09c3b2e359a3b58
