instance_sha256,backend,wc,wo,instance,slack,status,continuity_reference,continuity,overtime,similarity
b98e75059c523562fbab64282673d9ea225242fe21209b5e428aee89aa625edd,gurobi-mip,1,1,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a10_v4_seed1001_critical.txt,0,OPTIMUM,0,0,0,561
b98e75059c523562fbab64282673d9ea225242fe21209b5e428aee89aa625edd,gurobi-mip,1,1,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a10_v4_seed1001_critical.txt,1,OPTIMUM,0,1,0,568
b98e75059c523562fbab64282673d9ea225242fe21209b5e428aee89aa625edd,gurobi-mip,1,1,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a10_v4_seed1001_critical.txt,2,OPTIMUM,0,2,0,570
bf02b641d1ae8d30c144fab0d28c5aca968d3331c2c020b30c1e45791af1e438,gurobi-mip,1,1,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a10_v4_seed1002_critical.txt,0,OPTIMUM,2,2,0,409
bf02b641d1ae8d30c144fab0d28c5aca968d3331c2c020b30c1e45791af1e438,gurobi-mip,1,1,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a10_v4_seed1002_critical.txt,1,OPTIMUM,2,3,0,417
bf02b641d1ae8d30c144fab0d28c5aca968d3331c2c020b30c1e45791af1e438,gurobi-mip,1,1,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a10_v4_seed1002_critical.txt,2,OPTIMUM,2,4,0,419
cf5584e50c87aace73c609c7ad0a93612c40b8323ca8f8a5664aa14449736764,gurobi-mip,1,1,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a15_v4_seed1001_critical.txt,0,OPTIMUM,0,0,0,416
cf5584e50c87aace73c609c7ad0a93612c40b8323ca8f8a5664aa14449736764,gurobi-mip,1,1,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a15_v4_seed1001_critical.txt,1,OPTIMUM,0,1,0,418
cf5584e50c87aace73c609c7ad0a93612c40b8323ca8f8a5664aa14449736764,gurobi-mip,1,1,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a15_v4_seed1001_critical.txt,2,OPTIMUM,0,2,0,419
d4d3d128eb54871902a41a24c690d5559af2a39138098ef2902d8f1e4d8089a8,gurobi-mip,1,1,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v4_seed1001_critical.txt,0,OPTIMUM,0,0,0,417
d4d3d128eb54871902a41a24c690d5559af2a39138098ef2902d8f1e4d8089a8,gurobi-mip,1,1,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v4_seed1001_critical.txt,1,OPTIMUM,0,1,0,420
d4d3d128eb54871902a41a24c690d5559af2a39138098ef2902d8f1e4d8089a8,gurobi-mip,1,1,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a20_v4_seed1001_critical.txt,2,OPTIMUM,0,2,0,421
d83d36c93f2b20d42d2082b908832af7a5bf6831774fa8060410156fd9f71c3d,gurobi-mip,1,1,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v5_seed1003_critical.txt,0,OPTIMUM,0,0,0,660
d83d36c93f2b20d42d2082b908832af7a5bf6831774fa8060410156fd9f71c3d,gurobi-mip,1,1,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v5_seed1003_critical.txt,1,OPTIMUM,0,1,0,672
d83d36c93f2b20d42d2082b908832af7a5bf6831774fa8060410156fd9f71c3d,gurobi-mip,1,1,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v5_seed1003_critical.txt,2,OPTIMUM,0,2,0,678
d905fad91222982a08a22ae863c33e30bfbfd97c54ac14ec4029959a98d9ffe3,gurobi-mip,1,1,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a15_v5_seed1001_critical.txt,0,OPTIMUM,0,0,0,535
d905fad91222982a08a22ae863c33e30bfbfd97c54ac14ec4029959a98d9ffe3,gurobi-mip,1,1,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a15_v5_seed1001_critical.txt,1,OPTIMUM,0,1,0,536
d905fad91222982a08a22ae863c33e30bfbfd97c54ac14ec4029959a98d9ffe3,gurobi-mip,1,1,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a15_v5_seed1001_critical.txt,2,OPTIMUM,0,2,0,537
de23508d979db3048be208918f8d51242d991165e80c2414fca7a3ce4ee5b17d,gurobi-mip,1,1,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a25_v4_seed1002_critical.txt,0,OPTIMUM,1,1,1,422
de23508d979db3048be208918f8d51242d991165e80c2414fca7a3ce4ee5b17d,gurobi-mip,1,1,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a25_v4_seed1002_critical.txt,1,OPTIMUM,1,2,0,422
de23508d979db3048be208918f8d51242d991165e80c2414fca7a3ce4ee5b17d,gurobi-mip,1,1,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a25_v4_seed1002_critical.txt,2,OPTIMUM,1,3,0,431
e045b0692d9963b967cc37f3afb3e58c3e9aff61a3ca6f5ab662629dc35b3201,gurobi-mip,1,1,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a25_v5_seed1001_critical.txt,0,OPTIMUM,0,0,0,713
e045b0692d9963b967cc37f3afb3e58c3e9aff61a3ca6f5ab662629dc35b3201,gurobi-mip,1,1,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a25_v5_seed1001_critical.txt,1,OPTIMUM,0,1,0,720
e045b0692d9963b967cc37f3afb3e58c3e9aff61a3ca6f5ab662629dc35b3201,gurobi-mip,1,1,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a25_v5_seed1001_critical.txt,2,OPTIMUM,0,2,0,725
e90c35e7cece54d3787eeeb644bcf0edacb9c7c339799fb4aaa218f9d27dc487,gurobi-mip,1,1,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a25_v5_seed1003_critical.txt,0,OPTIMUM,0,0,0,498
e90c35e7cece54d3787eeeb644bcf0edacb9c7c339799fb4aaa218f9d27dc487,gurobi-mip,1,1,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a25_v5_seed1003_critical.txt,1,OPTIMUM,0,1,0,506
e90c35e7cece54d3787eeeb644bcf0edacb9c7c339799fb4aaa218f9d27dc487,gurobi-mip,1,1,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a25_v5_seed1003_critical.txt,2,OPTIMUM,0,2,0,510
ecef75f227343cde9e2c9dfd880ff2779326fa051917a8a437023079d7d1ee16,gurobi-mip,1,1,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a10_v4_seed1003_critical.txt,0,OPTIMUM,0,0,0,408
ecef75f227343cde9e2c9dfd880ff2779326fa051917a8a437023079d7d1ee16,gurobi-mip,1,1,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a10_v4_seed1003_critical.txt,1,OPTIMUM,0,1,0,410
ecef75f227343cde9e2c9dfd880ff2779326fa051917a8a437023079d7d1ee16,gurobi-mip,1,1,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a10_v4_seed1003_critical.txt,2,OPTIMUM,0,2,0,412
f0260653f1c0ec8a84896f38a9bfdbc795d01316d5a47411bbb0a60f7a6e9958,gurobi-mip,1,1,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a10_v5_seed1001_critical.txt,0,OPTIMUM,0,0,1,531
f0260653f1c0ec8a84896f38a9bfdbc795d01316d5a47411bbb0a60f7a6e9958,gurobi-mip,1,1,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a10_v5_seed1001_critical.txt,1,OPTIMUM,0,1,0,528
f0260653f1c0ec8a84896f38a9bfdbc795d01316d5a47411bbb0a60f7a6e9958,gurobi-mip,1,1,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a10_v5_seed1001_critical.txt,2,OPTIMUM,0,2,0,530
f05bb4ba1ebe8ecf0e95e0508ba8cba7463abb6f7c5a573eafb693c49e861cc0,gurobi-mip,1,1,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v4_seed1001_critical.txt,0,OPTIMUM,0,0,0,576
f05bb4ba1ebe8ecf0e95e0508ba8cba7463abb6f7c5a573eafb693c49e861cc0,gurobi-mip,1,1,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v4_seed1001_critical.txt,1,OPTIMUM,0,1,0,583
f05bb4ba1ebe8ecf0e95e0508ba8cba7463abb6f7c5a573eafb693c49e861cc0,gurobi-mip,1,1,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a20_v4_seed1001_critical.txt,2,OPTIMUM,0,2,0,585
f927ebb65ee27c08aa667987adf8f8a250da1264d79c4928cd88971e4a6b004e,gurobi-mip,1,1,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a10_v5_seed1003_critical.txt,0,OPTIMUM,0,0,0,487
f927ebb65ee27c08aa667987adf8f8a250da1264d79c4928cd88971e4a6b004e,gurobi-mip,1,1,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a10_v5_seed1003_critical.txt,1,OPTIMUM,0,1,0,494
f927ebb65ee27c08aa667987adf8f8a250da1264d79c4928cd88971e4a6b004e,gurobi-mip,1,1,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u30_a10_v5_seed1003_critical.txt,2,OPTIMUM,0,2,0,497
fbf890b517ed96fe2ae987767a36e6554398d327dac819b9cc3837ab221b32da,gurobi-mip,1,1,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a15_v5_seed1002_critical.txt,0,OPTIMUM,3,3,0,669
fbf890b517ed96fe2ae987767a36e6554398d327dac819b9cc3837ab221b32da,gurobi-mip,1,1,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a15_v5_seed1002_critical.txt,1,OPTIMUM,3,4,0,686
fbf890b517ed96fe2ae987767a36e6554398d327dac819b9cc3837ab221b32da,gurobi-mip,1,1,instances/corrected_v2_reduced_suite/evaluation_critical/evaluation/critical/instance_u40_a15_v5_seed1002_critical.txt,2,OPTIMUM,3,5,0,691
