instance_name;weighted__ORIGINAL_status;weighted__ORIGINAL_weighted_reference;weighted__ORIGINAL_stages;weighted__ORIGINAL_elapsed_s;weighted__ORIGINAL_vars;weighted__SN-both-none_status;weighted__SN-both-none_weighted_reference;weighted__SN-both-none_stages;weighted__SN-both-none_elapsed_s;weighted__SN-both-none_vars;weighted__SN-both-ss_status;weighted__SN-both-ss_weighted_reference;weighted__SN-both-ss_stages;weighted__SN-both-ss_elapsed_s;weighted__SN-both-ss_vars;weighted__SN-none-ss_status;weighted__SN-none-ss_weighted_reference;weighted__SN-none-ss_stages;weighted__SN-none-ss_elapsed_s;weighted__SN-none-ss_vars;weighted__TOT-both-none_status;weighted__TOT-both-none_weighted_reference;weighted__TOT-both-none_stages;weighted__TOT-both-none_elapsed_s;weighted__TOT-both-none_vars;weighted__TOT-both-ss_status;weighted__TOT-both-ss_weighted_reference;weighted__TOT-both-ss_stages;weighted__TOT-both-ss_elapsed_s;weighted__TOT-both-ss_vars;weighted__TOT-none-none_status;weighted__TOT-none-none_weighted_reference;weighted__TOT-none-none_stages;weighted__TOT-none-none_elapsed_s;weighted__TOT-none-none_vars;weighted__TOT-none-ss_status;weighted__TOT-none-ss_weighted_reference;weighted__TOT-none-ss_stages;weighted__TOT-none-ss_elapsed_s;weighted__TOT-none-ss_vars
instance_40_10_5_23;UNSATISFIABLE;None;;0.076;0;UNSATISFIABLE;None;;0.101;0;UNSATISFIABLE;None;;0.092;0;UNSATISFIABLE;None;;0.079;0;UNSATISFIABLE;None;;0.115;0;UNSATISFIABLE;None;;0.113;0;UNSATISFIABLE;None;;0.079;0;UNSATISFIABLE;None;;0.082;0
instance_40_10_5_24;UNSATISFIABLE;None;;0.177;0;UNSATISFIABLE;None;;0.24;0;UNSATISFIABLE;None;;0.235;0;UNSATISFIABLE;None;;0.177;0;UNSATISFIABLE;None;;0.179;0;UNSATISFIABLE;None;;0.185;0;UNSATISFIABLE;None;;0.141;0;UNSATISFIABLE;None;;0.139;0
instance_40_10_5_25;UNSATISFIABLE;None;;0.074;0;UNSATISFIABLE;None;;0.088;0;UNSATISFIABLE;None;;0.085;0;UNSATISFIABLE;None;;0.074;0;UNSATISFIABLE;None;;0.081;0;UNSATISFIABLE;None;;0.082;0;UNSATISFIABLE;None;;0.063;0;UNSATISFIABLE;None;;0.076;0
instance_40_10_5_26;UNSATISFIABLE;None;;0.248;0;UNSATISFIABLE;None;;0.303;0;UNSATISFIABLE;None;;0.285;0;UNSATISFIABLE;None;;0.232;0;UNSATISFIABLE;None;;0.246;0;UNSATISFIABLE;None;;0.236;0;UNSATISFIABLE;None;;0.211;0;UNSATISFIABLE;None;;0.209;0
instance_40_10_5_27;UNSATISFIABLE;None;;0.111;0;UNSATISFIABLE;None;;0.138;0;UNSATISFIABLE;None;;0.13;0;UNSATISFIABLE;None;;0.115;0;UNSATISFIABLE;None;;0.146;0;UNSATISFIABLE;None;;0.131;0;UNSATISFIABLE;None;;0.123;0;UNSATISFIABLE;None;;0.127;0
instance_40_10_5_28;TIMEOUT;None;;300.117;0;TIMEOUT;None;;300.118;0;TIMEOUT;None;;300.121;0;TIMEOUT;None;;300.115;0;TIMEOUT;None;;300.123;0;TIMEOUT;None;;300.124;0;TIMEOUT;None;;300.117;0;TIMEOUT;None;;300.122;0
instance_40_10_5_29;OPTIMUM;698.0;698;43.269;28298;OPTIMUM;698.0;698;33.812;43009;OPTIMUM;698.0;698;40.432;43013;OPTIMUM;698.0;698;44.987;29010;OPTIMUM;698.0;698;28.496;17510;OPTIMUM;698.0;698;38.0;17514;OPTIMUM;698.0;698;31.347;11098;OPTIMUM;698.0;698;47.156;11810
instance_40_10_5_3;UNSATISFIABLE;None;;0.231;0;UNSATISFIABLE;None;;0.522;0;UNSATISFIABLE;None;;0.524;0;UNSATISFIABLE;None;;0.231;0;UNSATISFIABLE;None;;0.222;0;UNSATISFIABLE;None;;0.223;0;UNSATISFIABLE;None;;0.17;0;UNSATISFIABLE;None;;0.172;0
instance_40_10_5_30;UNSATISFIABLE;None;;0.064;0;UNSATISFIABLE;None;;0.084;0;UNSATISFIABLE;None;;0.101;0;UNSATISFIABLE;None;;0.063;0;UNSATISFIABLE;None;;0.081;0;UNSATISFIABLE;None;;0.084;0;UNSATISFIABLE;None;;0.075;0;UNSATISFIABLE;None;;0.06;0
instance_40_10_5_31;UNSATISFIABLE;None;;0.072;0;UNSATISFIABLE;None;;0.099;0;UNSATISFIABLE;None;;0.099;0;UNSATISFIABLE;None;;0.081;0;UNSATISFIABLE;None;;0.115;0;UNSATISFIABLE;None;;0.093;0;UNSATISFIABLE;None;;0.085;0;UNSATISFIABLE;None;;0.089;0
instance_40_10_5_32;OPTIMUM;699.0;699;30.289;25940;OPTIMUM;699.0;699;42.324;41316;OPTIMUM;699.0;699;57.707;41316;OPTIMUM;699.0;699;31.604;25940;OPTIMUM;699.0;699;38.653;17254;OPTIMUM;699.0;699;35.933;17254;OPTIMUM;699.0;699;44.855;10594;OPTIMUM;699.0;699;33.651;10594
instance_40_10_5_33;UNSATISFIABLE;None;;0.095;0;UNSATISFIABLE;None;;0.124;0;UNSATISFIABLE;None;;0.131;0;UNSATISFIABLE;None;;0.084;0;UNSATISFIABLE;None;;0.118;0;UNSATISFIABLE;None;;0.112;0;UNSATISFIABLE;None;;0.087;0;UNSATISFIABLE;None;;0.1;0
instance_40_10_5_34;UNSATISFIABLE;None;;1.171;0;UNSATISFIABLE;None;;1.225;0;UNSATISFIABLE;None;;0.935;0;UNSATISFIABLE;None;;1.388;0;UNSATISFIABLE;None;;1.418;0;UNSATISFIABLE;None;;3.645;0;UNSATISFIABLE;None;;2.339;0;UNSATISFIABLE;None;;1.144;0
instance_40_10_5_35;UNSATISFIABLE;None;;0.076;0;UNSATISFIABLE;None;;0.092;0;UNSATISFIABLE;None;;0.1;0;UNSATISFIABLE;None;;0.08;0;UNSATISFIABLE;None;;0.087;0;UNSATISFIABLE;None;;0.087;0;UNSATISFIABLE;None;;0.078;0;UNSATISFIABLE;None;;0.078;0
instance_40_10_5_36;UNSATISFIABLE;None;;0.23;0;UNSATISFIABLE;None;;0.274;0;UNSATISFIABLE;None;;0.292;0;UNSATISFIABLE;None;;0.244;0;UNSATISFIABLE;None;;0.23;0;UNSATISFIABLE;None;;0.226;0;UNSATISFIABLE;None;;0.198;0;UNSATISFIABLE;None;;0.209;0
instance_40_10_5_37;UNSATISFIABLE;None;;0.076;0;UNSATISFIABLE;None;;0.091;0;UNSATISFIABLE;None;;0.104;0;UNSATISFIABLE;None;;0.079;0;UNSATISFIABLE;None;;0.088;0;UNSATISFIABLE;None;;0.09;0;UNSATISFIABLE;None;;0.076;0;UNSATISFIABLE;None;;0.08;0
instance_40_10_5_38;UNSATISFIABLE;None;;0.062;0;UNSATISFIABLE;None;;0.103;0;UNSATISFIABLE;None;;0.103;0;UNSATISFIABLE;None;;0.075;0;UNSATISFIABLE;None;;0.085;0;UNSATISFIABLE;None;;0.086;0;UNSATISFIABLE;None;;0.065;0;UNSATISFIABLE;None;;0.077;0
instance_40_10_5_39;OPTIMUM;691.0;691;91.134;27823;OPTIMUM;691.0;691;78.286;41692;OPTIMUM;691.0;691;85.587;41692;OPTIMUM;691.0;691;90.541;28499;OPTIMUM;691.0;691;88.023;16026;OPTIMUM;691.0;691;89.46;16026;OPTIMUM;691.0;691;72.355;9847;OPTIMUM;691.0;691;91.209;10523
instance_40_10_5_4;UNSATISFIABLE;None;;0.072;0;UNSATISFIABLE;None;;0.089;0;UNSATISFIABLE;None;;0.095;0;UNSATISFIABLE;None;;0.074;0;UNSATISFIABLE;None;;0.091;0;UNSATISFIABLE;None;;0.088;0;UNSATISFIABLE;None;;0.065;0;UNSATISFIABLE;None;;0.078;0
instance_40_10_5_40;UNSATISFIABLE;None;;0.073;0;UNSATISFIABLE;None;;0.105;0;UNSATISFIABLE;None;;0.11;0;UNSATISFIABLE;None;;0.108;0;UNSATISFIABLE;None;;0.109;0;UNSATISFIABLE;None;;0.11;0;UNSATISFIABLE;None;;0.079;0;UNSATISFIABLE;None;;0.082;0
instance_40_10_5_41;UNSATISFIABLE;None;;0.493;0;UNSATISFIABLE;None;;0.698;0;UNSATISFIABLE;None;;0.743;0;UNSATISFIABLE;None;;0.677;0;UNSATISFIABLE;None;;0.662;0;UNSATISFIABLE;None;;0.656;0;UNSATISFIABLE;None;;0.496;0;UNSATISFIABLE;None;;0.53;0
instance_40_10_5_42;UNSATISFIABLE;None;;0.072;0;UNSATISFIABLE;None;;0.084;0;UNSATISFIABLE;None;;0.09;0;UNSATISFIABLE;None;;0.063;0;UNSATISFIABLE;None;;0.081;0;UNSATISFIABLE;None;;0.082;0;UNSATISFIABLE;None;;0.06;0;UNSATISFIABLE;None;;0.075;0
instance_40_10_5_43;UNSATISFIABLE;None;;0.074;0;UNSATISFIABLE;None;;0.089;0;UNSATISFIABLE;None;;0.102;0;UNSATISFIABLE;None;;0.076;0;UNSATISFIABLE;None;;0.087;0;UNSATISFIABLE;None;;0.09;0;UNSATISFIABLE;None;;0.075;0;UNSATISFIABLE;None;;0.078;0
instance_40_10_5_44;OPTIMUM;634.0;634;31.102;28382;OPTIMUM;634.0;634;68.638;42988;OPTIMUM;634.0;634;36.548;42998;OPTIMUM;634.0;634;51.187;29102;OPTIMUM;634.0;634;46.775;15740;OPTIMUM;634.0;634;38.069;15750;OPTIMUM;634.0;634;27.093;9165;OPTIMUM;634.0;634;28.525;9885
instance_40_10_5_45;TIMEOUT;None;;300.115;0;TIMEOUT;None;;300.113;0;TIMEOUT;None;;300.12;0;TIMEOUT;None;;300.109;0;TIMEOUT;None;;300.117;0;TIMEOUT;None;;300.122;0;TIMEOUT;None;;300.113;0;TIMEOUT;None;;300.121;0
instance_40_10_5_46;UNSATISFIABLE;None;;0.08;0;UNSATISFIABLE;None;;0.09;0;UNSATISFIABLE;None;;0.088;0;UNSATISFIABLE;None;;0.08;0;UNSATISFIABLE;None;;0.115;0;UNSATISFIABLE;None;;0.104;0;UNSATISFIABLE;None;;0.084;0;UNSATISFIABLE;None;;0.083;0
instance_40_10_5_47;UNSATISFIABLE;None;;0.079;0;UNSATISFIABLE;None;;0.12;0;UNSATISFIABLE;None;;0.119;0;UNSATISFIABLE;None;;0.094;0;UNSATISFIABLE;None;;0.108;0;UNSATISFIABLE;None;;0.113;0;UNSATISFIABLE;None;;0.082;0;UNSATISFIABLE;None;;0.085;0
instance_40_10_5_48;UNSATISFIABLE;None;;0.124;0;UNSATISFIABLE;None;;0.17;0;UNSATISFIABLE;None;;0.173;0;UNSATISFIABLE;None;;0.137;0;UNSATISFIABLE;None;;0.155;0;UNSATISFIABLE;None;;0.157;0;UNSATISFIABLE;None;;0.119;0;UNSATISFIABLE;None;;0.123;0
instance_40_10_5_49;TIMEOUT;None;;300.117;0;TIMEOUT;None;;300.113;0;TIMEOUT;None;;300.12;0;TIMEOUT;None;;300.113;0;TIMEOUT;None;;300.119;0;OPTIMUM;710.0;710;233.863;18633;OPTIMUM;710.0;710;169.936;12087;OPTIMUM;710.0;710;151.88;12815
instance_40_10_5_5;TIMEOUT;None;;300.109;0;TIMEOUT;None;;300.117;0;TIMEOUT;None;;300.12;0;TIMEOUT;None;;300.113;0;TIMEOUT;None;;300.114;0;TIMEOUT;None;;300.119;0;TIMEOUT;None;;300.113;0;TIMEOUT;None;;300.113;0
instance_40_10_5_50;UNSATISFIABLE;None;;0.08;0;UNSATISFIABLE;None;;0.104;0;UNSATISFIABLE;None;;0.101;0;UNSATISFIABLE;None;;0.081;0;UNSATISFIABLE;None;;0.106;0;UNSATISFIABLE;None;;0.117;0;UNSATISFIABLE;None;;0.083;0;UNSATISFIABLE;None;;0.089;0
instance_40_10_5_6;TIMEOUT;None;;300.119;0;TIMEOUT;None;;300.124;0;TIMEOUT;None;;300.118;0;TIMEOUT;None;;300.118;0;TIMEOUT;None;;300.128;0;TIMEOUT;None;;300.122;0;TIMEOUT;None;;300.12;0;TIMEOUT;None;;300.118;0
instance_40_10_5_7;OPTIMUM;695.0;695;63.078;31614;OPTIMUM;695.0;695;64.497;45769;OPTIMUM;695.0;695;59.602;45769;OPTIMUM;695.0;695;61.896;31614;OPTIMUM;695.0;695;49.019;17471;OPTIMUM;695.0;695;49.712;17471;OPTIMUM;695.0;695;52.045;11140;OPTIMUM;695.0;695;48.848;11140
instance_40_10_5_8;UNSATISFIABLE;None;;0.076;0;UNSATISFIABLE;None;;0.104;0;UNSATISFIABLE;None;;0.099;0;UNSATISFIABLE;None;;0.076;0;UNSATISFIABLE;None;;0.108;0;UNSATISFIABLE;None;;0.116;0;UNSATISFIABLE;None;;0.081;0;UNSATISFIABLE;None;;0.081;0
instance_40_10_5_9;UNSATISFIABLE;None;;0.156;0;UNSATISFIABLE;None;;0.206;0;UNSATISFIABLE;None;;0.205;0;UNSATISFIABLE;None;;0.155;0;UNSATISFIABLE;None;;0.136;0;UNSATISFIABLE;None;;0.135;0;UNSATISFIABLE;None;;0.11;0;UNSATISFIABLE;None;;0.115;0
instance_40_15_5_1;OPTIMUM;751.0;751;207.799;46303;OPTIMUM;751.0;751;136.433;60212;OPTIMUM;751.0;751;174.176;60259;OPTIMUM;751.0;751;270.647;46350;OPTIMUM;751.0;751;140.763;22623;OPTIMUM;751.0;751;135.109;22670;OPTIMUM;751.0;751;106.372;16340;OPTIMUM;751.0;751;134.471;16387
instance_40_15_5_10;OPTIMUM;724.0;724;34.967;41877;OPTIMUM;724.0;724;36.853;56059;OPTIMUM;724.0;724;47.118;56075;OPTIMUM;724.0;724;26.628;42592;OPTIMUM;724.0;724;36.473;20761;OPTIMUM;724.0;724;23.562;20777;OPTIMUM;724.0;724;20.541;14491;OPTIMUM;724.0;724;29.898;15206
instance_40_15_5_11;OPTIMUM;695.0;695;59.184;45263;OPTIMUM;695.0;695;50.178;60834;OPTIMUM;695.0;695;126.288;60858;OPTIMUM;695.0;695;47.9;45287;OPTIMUM;695.0;695;73.936;21217;OPTIMUM;695.0;695;61.727;21241;OPTIMUM;695.0;695;56.816;14618;OPTIMUM;695.0;695;48.315;14642
instance_40_15_5_12;OPTIMUM;773.0;773;31.228;46725;OPTIMUM;773.0;773;68.935;61264;OPTIMUM;773.0;773;60.855;61272;OPTIMUM;773.0;773;98.281;47422;OPTIMUM;773.0;773;86.621;22404;OPTIMUM;773.0;773;34.293;22412;OPTIMUM;773.0;773;23.468;16182;OPTIMUM;773.0;773;72.231;16879
instance_40_15_5_13;UNSATISFIABLE;None;;0.488;0;UNSATISFIABLE;None;;0.578;0;UNSATISFIABLE;None;;0.625;0;UNSATISFIABLE;None;;0.529;0;UNSATISFIABLE;None;;0.498;0;UNSATISFIABLE;None;;0.323;0;UNSATISFIABLE;None;;0.395;0;UNSATISFIABLE;None;;0.304;0
instance_40_15_5_14;OPTIMUM;711.0;711;61.968;47141;OPTIMUM;711.0;711;59.211;62857;OPTIMUM;711.0;711;72.309;62858;OPTIMUM;711.0;711;73.769;47859;OPTIMUM;711.0;711;55.715;21852;OPTIMUM;711.0;711;65.308;21853;OPTIMUM;711.0;711;55.13;15285;OPTIMUM;711.0;711;67.647;16003
instance_40_15_5_15;OPTIMUM;736.0;736;46.055;53670;OPTIMUM;736.0;736;46.208;68081;OPTIMUM;736.0;736;61.571;68090;OPTIMUM;736.0;736;54.623;54369;OPTIMUM;736.0;736;47.426;23104;OPTIMUM;736.0;736;50.881;23113;OPTIMUM;736.0;736;44.397;16775;OPTIMUM;736.0;736;53.467;17474
instance_40_15_5_16;TIMEOUT;None;;300.116;0;TIMEOUT;None;;300.117;0;TIMEOUT;None;;300.12;0;TIMEOUT;None;;300.117;0;TIMEOUT;None;;300.125;0;TIMEOUT;None;;300.125;0;TIMEOUT;None;;300.124;0;TIMEOUT;None;;300.13;0
instance_40_15_5_17;TIMEOUT;None;;300.113;0;TIMEOUT;None;;300.119;0;TIMEOUT;None;;300.117;0;TIMEOUT;None;;300.113;0;TIMEOUT;None;;300.124;0;TIMEOUT;None;;300.115;0;TIMEOUT;None;;300.118;0;TIMEOUT;None;;300.119;0
instance_40_15_5_18;OPTIMUM;685.0;685;44.24;37352;OPTIMUM;685.0;685;75.202;52237;OPTIMUM;685.0;685;48.798;52250;OPTIMUM;685.0;685;69.308;37365;OPTIMUM;685.0;685;81.607;20056;OPTIMUM;685.0;685;64.871;20069;OPTIMUM;685.0;685;42.361;13514;OPTIMUM;685.0;685;40.699;13527
instance_40_15_5_19;UNSATISFIABLE;None;;0.187;0;UNSATISFIABLE;None;;0.236;0;UNSATISFIABLE;None;;0.224;0;UNSATISFIABLE;None;;0.187;0;UNSATISFIABLE;None;;0.171;0;UNSATISFIABLE;None;;0.181;0;UNSATISFIABLE;None;;0.158;0;UNSATISFIABLE;None;;0.154;0
instance_40_15_5_2;OPTIMUM;714.0;714;66.441;36970;OPTIMUM;714.0;714;76.129;51185;OPTIMUM;714.0;714;70.58;51185;OPTIMUM;714.0;714;67.31;36970;OPTIMUM;714.0;714;69.826;19556;OPTIMUM;714.0;714;77.317;19556;OPTIMUM;714.0;714;68.09;13194;OPTIMUM;714.0;714;66.477;13194
instance_40_15_5_20;OPTIMUM;703.0;703;65.836;37344;OPTIMUM;703.0;703;62.505;50702;OPTIMUM;703.0;703;79.345;50703;OPTIMUM;703.0;703;56.359;38020;OPTIMUM;703.0;703;49.445;20062;OPTIMUM;703.0;703;55.581;20063;OPTIMUM;703.0;703;43.164;14062;OPTIMUM;703.0;703;50.683;14738
instance_40_15_5_21;OPTIMUM;732.0;732;49.617;49757;OPTIMUM;732.0;732;52.128;64276;OPTIMUM;732.0;732;50.836;64301;OPTIMUM;732.0;732;50.216;50471;OPTIMUM;732.0;732;56.512;23776;OPTIMUM;732.0;732;43.66;23801;OPTIMUM;732.0;732;45.79;17389;OPTIMUM;732.0;732;38.25;18103
instance_40_15_5_22;UNSATISFIABLE;None;;0.106;0;UNSATISFIABLE;None;;0.129;0;UNSATISFIABLE;None;;0.141;0;UNSATISFIABLE;None;;0.111;0;UNSATISFIABLE;None;;0.136;0;UNSATISFIABLE;None;;0.137;0;UNSATISFIABLE;None;;0.112;0;UNSATISFIABLE;None;;0.116;0
instance_40_15_5_23;OPTIMUM;717.0;717;26.105;32696;OPTIMUM;717.0;717;32.809;47225;OPTIMUM;717.0;717;25.076;47225;OPTIMUM;717.0;717;26.044;32696;OPTIMUM;717.0;717;27.589;17929;OPTIMUM;717.0;717;26.923;17929;OPTIMUM;717.0;717;30.035;11570;OPTIMUM;717.0;717;26.009;11570
instance_40_15_5_24;OPTIMUM;723.0;723;132.246;38856;OPTIMUM;723.0;723;158.764;53378;OPTIMUM;723.0;723;180.336;53378;OPTIMUM;723.0;723;110.703;39542;OPTIMUM;723.0;723;235.689;19871;OPTIMUM;723.0;723;99.715;19871;OPTIMUM;723.0;723;78.138;13592;OPTIMUM;723.0;723;96.975;14278
instance_40_15_5_25;UNSATISFIABLE;None;;0.14;0;UNSATISFIABLE;None;;0.143;0;UNSATISFIABLE;None;;0.144;0;UNSATISFIABLE;None;;0.138;0;UNSATISFIABLE;None;;0.16;0;UNSATISFIABLE;None;;0.15;0;UNSATISFIABLE;None;;0.126;0;UNSATISFIABLE;None;;0.148;0
instance_40_15_5_26;OPTIMUM;710.0;710;48.244;44012;OPTIMUM;710.0;710;64.801;58725;OPTIMUM;710.0;710;64.634;58725;OPTIMUM;710.0;710;48.959;44012;OPTIMUM;710.0;710;50.204;20313;OPTIMUM;710.0;710;53.97;20313;OPTIMUM;710.0;710;60.042;13994;OPTIMUM;710.0;710;64.665;13994
instance_40_15_5_27;OPTIMUM;640.0;640;64.072;34890;OPTIMUM;640.0;640;183.428;47359;OPTIMUM;640.0;640;93.06;47359;OPTIMUM;640.0;640;55.717;34890;OPTIMUM;640.0;640;49.598;18205;OPTIMUM;640.0;640;65.07;18205;OPTIMUM;640.0;640;43.971;12356;OPTIMUM;640.0;640;53.164;12356
instance_40_15_5_28;OPTIMUM;749.0;749;24.361;38532;OPTIMUM;749.0;749;24.421;53130;OPTIMUM;749.0;749;24.278;53130;OPTIMUM;749.0;749;22.487;38532;OPTIMUM;749.0;749;24.663;21105;OPTIMUM;749.0;749;20.065;21105;OPTIMUM;749.0;749;25.533;14740;OPTIMUM;749.0;749;29.525;14740
instance_40_15_5_29;UNSATISFIABLE;None;;0.262;0;UNSATISFIABLE;None;;0.29;0;UNSATISFIABLE;None;;0.301;0;UNSATISFIABLE;None;;0.236;0;UNSATISFIABLE;None;;0.234;0;UNSATISFIABLE;None;;0.237;0;UNSATISFIABLE;None;;0.187;0;UNSATISFIABLE;None;;0.201;0
instance_40_15_5_3;OPTIMUM;745.0;745;52.041;47638;OPTIMUM;745.0;745;55.718;62426;OPTIMUM;745.0;745;57.953;62426;OPTIMUM;745.0;745;52.839;47638;OPTIMUM;745.0;745;55.1;23937;OPTIMUM;745.0;745;58.081;23937;OPTIMUM;745.0;745;63.39;17654;OPTIMUM;745.0;745;62.133;17654
instance_40_15_5_30;OPTIMUM;706.0;706;41.111;52231;OPTIMUM;706.0;706;46.408;65911;OPTIMUM;706.0;706;61.966;65918;OPTIMUM;706.0;706;44.863;52908;OPTIMUM;706.0;706;39.656;22675;OPTIMUM;706.0;706;52.274;22682;OPTIMUM;706.0;706;45.423;16650;OPTIMUM;706.0;706;40.816;17327
instance_40_15_5_31;OPTIMUM;717.0;717;55.589;42847;OPTIMUM;717.0;717;60.778;56436;OPTIMUM;717.0;717;52.352;56436;OPTIMUM;717.0;717;49.42;43523;OPTIMUM;717.0;717;51.437;21055;OPTIMUM;717.0;717;53.111;21055;OPTIMUM;717.0;717;50.707;14894;OPTIMUM;717.0;717;47.529;15570
instance_40_15_5_32;UNSATISFIABLE;None;;0.141;0;UNSATISFIABLE;None;;0.167;0;UNSATISFIABLE;None;;0.157;0;UNSATISFIABLE;None;;0.15;0;UNSATISFIABLE;None;;0.175;0;UNSATISFIABLE;None;;0.198;0;UNSATISFIABLE;None;;0.172;0;UNSATISFIABLE;None;;0.196;0
instance_40_15_5_33;OPTIMUM;676.0;676;87.172;32181;OPTIMUM;676.0;676;101.657;46606;OPTIMUM;676.0;676;134.304;46651;OPTIMUM;676.0;676;92.575;32910;OPTIMUM;676.0;676;110.191;17803;OPTIMUM;676.0;676;119.92;17848;OPTIMUM;676.0;676;97.825;11638;OPTIMUM;676.0;676;117.623;12367
instance_40_15_5_34;OPTIMUM;728.0;728;175.618;49857;TIMEOUT;None;;300.125;0;TIMEOUT;None;;300.125;0;TIMEOUT;None;;300.122;0;TIMEOUT;None;;300.123;0;TIMEOUT;None;;300.123;0;OPTIMUM;728.0;728;284.18;16064;OPTIMUM;728.0;728;163.055;16785
instance_40_15_5_35;OPTIMUM;743.0;743;31.769;39993;OPTIMUM;743.0;743;33.889;55306;OPTIMUM;743.0;743;36.426;55337;OPTIMUM;743.0;743;32.049;40731;OPTIMUM;743.0;743;53.692;21901;OPTIMUM;743.0;743;27.226;21932;OPTIMUM;743.0;743;23.891;15542;OPTIMUM;743.0;743;63.483;16280
instance_40_15_5_36;UNSATISFIABLE;None;;0.366;0;UNSATISFIABLE;None;;0.432;0;UNSATISFIABLE;None;;0.452;0;UNSATISFIABLE;None;;0.368;0;UNSATISFIABLE;None;;0.382;0;UNSATISFIABLE;None;;0.369;0;UNSATISFIABLE;None;;0.337;0;UNSATISFIABLE;None;;0.343;0
instance_40_15_5_37;UNSATISFIABLE;None;;0.394;0;UNSATISFIABLE;None;;0.44;0;UNSATISFIABLE;None;;0.395;0;UNSATISFIABLE;None;;0.349;0;UNSATISFIABLE;None;;0.332;0;UNSATISFIABLE;None;;0.342;0;UNSATISFIABLE;None;;0.309;0;UNSATISFIABLE;None;;0.335;0
instance_40_15_5_38;UNSATISFIABLE;None;;0.103;0;UNSATISFIABLE;None;;0.132;0;UNSATISFIABLE;None;;0.122;0;UNSATISFIABLE;None;;0.098;0;UNSATISFIABLE;None;;0.128;0;UNSATISFIABLE;None;;0.145;0;UNSATISFIABLE;None;;0.113;0;UNSATISFIABLE;None;;0.126;0
instance_40_15_5_39;OPTIMUM;700.0;700;51.241;44010;OPTIMUM;700.0;700;59.796;58897;OPTIMUM;700.0;700;61.318;58906;OPTIMUM;700.0;700;49.526;44019;OPTIMUM;700.0;700;52.271;21670;OPTIMUM;700.0;700;46.107;21679;OPTIMUM;700.0;700;43.136;15281;OPTIMUM;700.0;700;47.973;15290
instance_40_15_5_4;OPTIMUM;728.0;728;43.407;44532;OPTIMUM;728.0;728;40.357;59904;OPTIMUM;728.0;728;34.783;59904;OPTIMUM;728.0;728;41.922;44532;OPTIMUM;728.0;728;32.012;22215;OPTIMUM;728.0;728;30.286;22215;OPTIMUM;728.0;728;28.249;15655;OPTIMUM;728.0;728;26.604;15655
instance_40_15_5_40;OPTIMUM;696.0;696;41.657;41919;OPTIMUM;696.0;696;49.132;57645;OPTIMUM;696.0;696;41.098;57658;OPTIMUM;696.0;696;40.676;41932;OPTIMUM;696.0;696;38.642;20714;OPTIMUM;696.0;696;41.995;20727;OPTIMUM;696.0;696;37.033;13934;OPTIMUM;696.0;696;44.154;13947
instance_40_15_5_41;OPTIMUM;744.0;744;26.653;42326;OPTIMUM;744.0;744;33.567;57200;OPTIMUM;744.0;744;32.278;57212;OPTIMUM;744.0;744;25.4;42338;OPTIMUM;744.0;744;36.493;20626;OPTIMUM;744.0;744;34.106;20638;OPTIMUM;744.0;744;27.01;14210;OPTIMUM;744.0;744;25.621;14222
instance_40_15_5_42;OPTIMUM;685.0;685;59.617;30474;OPTIMUM;685.0;685;32.598;45551;OPTIMUM;685.0;685;41.486;45571;OPTIMUM;685.0;685;40.722;30494;OPTIMUM;685.0;685;31.667;17595;OPTIMUM;685.0;685;32.911;17615;OPTIMUM;685.0;685;21.66;11187;OPTIMUM;685.0;685;24.493;11207
instance_40_15_5_43;OPTIMUM;746.0;746;91.554;50060;OPTIMUM;746.0;746;107.674;65830;OPTIMUM;746.0;746;94.608;65857;OPTIMUM;746.0;746;85.069;50087;OPTIMUM;746.0;746;58.194;22933;OPTIMUM;746.0;746;46.624;22960;OPTIMUM;746.0;746;75.807;16253;OPTIMUM;746.0;746;59.55;16280
instance_40_15_5_44;UNSATISFIABLE;None;;0.839;0;UNSATISFIABLE;None;;0.802;0;UNSATISFIABLE;None;;0.786;0;UNSATISFIABLE;None;;0.765;0;UNSATISFIABLE;None;;0.739;0;UNSATISFIABLE;None;;0.769;0;UNSATISFIABLE;None;;0.855;0;UNSATISFIABLE;None;;0.758;0
instance_40_15_5_45;OPTIMUM;716.0;716;86.133;40830;OPTIMUM;716.0;716;95.723;54471;OPTIMUM;716.0;716;88.887;54471;OPTIMUM;716.0;716;98.676;40830;OPTIMUM;716.0;716;89.782;19264;OPTIMUM;716.0;716;85.556;19264;OPTIMUM;716.0;716;76.981;13112;OPTIMUM;716.0;716;96.053;13112
instance_40_15_5_46;OPTIMUM;649.0;649;39.268;36448;OPTIMUM;649.0;649;37.802;50501;OPTIMUM;649.0;649;51.367;50542;OPTIMUM;649.0;649;40.235;36489;OPTIMUM;649.0;649;29.98;19417;OPTIMUM;649.0;649;44.73;19458;OPTIMUM;649.0;649;40.349;13318;OPTIMUM;649.0;649;36.472;13359
instance_40_15_5_47;OPTIMUM;656.0;656;51.0;43013;OPTIMUM;656.0;656;47.454;57877;OPTIMUM;656.0;656;55.701;57877;OPTIMUM;656.0;656;46.912;43709;OPTIMUM;656.0;656;51.204;20286;OPTIMUM;656.0;656;62.481;20286;OPTIMUM;656.0;656;31.888;13958;OPTIMUM;656.0;656;33.369;14654
