instance_name;weighted__ORIGINAL_status;weighted__ORIGINAL_weighted_reference;weighted__ORIGINAL_stages;weighted__ORIGINAL_elapsed_s;weighted__ORIGINAL_vars;weighted__SN-both-none_status;weighted__SN-both-none_weighted_reference;weighted__SN-both-none_stages;weighted__SN-both-none_elapsed_s;weighted__SN-both-none_vars;weighted__SN-both-ss_status;weighted__SN-both-ss_weighted_reference;weighted__SN-both-ss_stages;weighted__SN-both-ss_elapsed_s;weighted__SN-both-ss_vars;weighted__SN-none-ss_status;weighted__SN-none-ss_weighted_reference;weighted__SN-none-ss_stages;weighted__SN-none-ss_elapsed_s;weighted__SN-none-ss_vars;weighted__TOT-both-none_status;weighted__TOT-both-none_weighted_reference;weighted__TOT-both-none_stages;weighted__TOT-both-none_elapsed_s;weighted__TOT-both-none_vars;weighted__TOT-both-ss_status;weighted__TOT-both-ss_weighted_reference;weighted__TOT-both-ss_stages;weighted__TOT-both-ss_elapsed_s;weighted__TOT-both-ss_vars;weighted__TOT-none-none_status;weighted__TOT-none-none_weighted_reference;weighted__TOT-none-none_stages;weighted__TOT-none-none_elapsed_s;weighted__TOT-none-none_vars;weighted__TOT-none-ss_status;weighted__TOT-none-ss_weighted_reference;weighted__TOT-none-ss_stages;weighted__TOT-none-ss_elapsed_s;weighted__TOT-none-ss_vars
instance_40_15_5_48;OPTIMUM;660.0;660;49.304;36232;OPTIMUM;660.0;660;44.017;51665;OPTIMUM;660.0;660;44.571;51665;OPTIMUM;660.0;660;52.704;36937;OPTIMUM;660.0;660;46.419;18852;OPTIMUM;660.0;660;46.597;18852;OPTIMUM;660.0;660;44.722;12280;OPTIMUM;660.0;660;46.256;12985
instance_40_15_5_49;UNSATISFIABLE;None;;0.115;0;UNSATISFIABLE;None;;0.14;0;UNSATISFIABLE;None;;0.154;0;UNSATISFIABLE;None;;0.119;0;UNSATISFIABLE;None;;0.16;0;UNSATISFIABLE;None;;0.151;0;UNSATISFIABLE;None;;0.156;0;UNSATISFIABLE;None;;0.13;0
instance_40_15_5_5;UNSATISFIABLE;None;;0.29;0;UNSATISFIABLE;None;;0.393;0;UNSATISFIABLE;None;;0.365;0;UNSATISFIABLE;None;;0.301;0;UNSATISFIABLE;None;;0.323;0;UNSATISFIABLE;None;;0.316;0;UNSATISFIABLE;None;;0.314;0;UNSATISFIABLE;None;;0.269;0
instance_40_15_5_50;OPTIMUM;701.0;701;46.749;39399;OPTIMUM;701.0;701;55.449;54275;OPTIMUM;701.0;701;66.022;54311;OPTIMUM;701.0;701;51.889;40122;OPTIMUM;701.0;701;59.746;19788;OPTIMUM;701.0;701;56.035;19824;OPTIMUM;701.0;701;53.092;13552;OPTIMUM;701.0;701;52.769;14275
instance_40_15_5_6;UNSATISFIABLE;None;;0.517;0;UNSATISFIABLE;None;;0.602;0;UNSATISFIABLE;None;;0.615;0;UNSATISFIABLE;None;;0.511;0;UNSATISFIABLE;None;;0.497;0;UNSATISFIABLE;None;;0.488;0;UNSATISFIABLE;None;;0.48;0;UNSATISFIABLE;None;;0.421;0
instance_40_15_5_7;OPTIMUM;757.0;757;129.587;54413;TIMEOUT;None;;300.123;0;OPTIMUM;757.0;757;183.031;68734;OPTIMUM;757.0;757;113.452;54432;OPTIMUM;757.0;757;102.853;23412;OPTIMUM;757.0;757;107.462;23431;OPTIMUM;757.0;757;94.844;17122;OPTIMUM;757.0;757;202.788;17141
instance_40_15_5_8;OPTIMUM;694.0;694;44.83;38619;OPTIMUM;694.0;694;48.725;53113;OPTIMUM;694.0;694;57.377;53126;OPTIMUM;694.0;694;38.939;39331;OPTIMUM;694.0;694;48.215;20196;OPTIMUM;694.0;694;50.099;20209;OPTIMUM;694.0;694;42.894;13810;OPTIMUM;694.0;694;44.946;14522
instance_40_15_5_9;TIMEOUT;None;;300.114;0;TIMEOUT;None;;300.121;0;TIMEOUT;None;;300.118;0;TIMEOUT;None;;300.117;0;TIMEOUT;None;;300.118;0;TIMEOUT;None;;300.116;0;TIMEOUT;None;;300.114;0;TIMEOUT;None;;300.113;0
instance_40_20_5_1;TIMEOUT;None;;300.118;0;TIMEOUT;None;;300.123;0;TIMEOUT;None;;300.125;0;TIMEOUT;None;;300.124;0;TIMEOUT;None;;300.129;0;TIMEOUT;None;;300.124;0;TIMEOUT;None;;300.117;0;TIMEOUT;None;;300.124;0
instance_40_20_5_10;OPTIMUM;716.0;716;26.898;43263;OPTIMUM;716.0;716;25.328;58155;OPTIMUM;716.0;716;27.463;58160;OPTIMUM;716.0;716;24.805;43268;OPTIMUM;716.0;716;24.683;22967;OPTIMUM;716.0;716;21.371;22972;OPTIMUM;716.0;716;22.09;16448;OPTIMUM;716.0;716;24.375;16453
instance_40_20_5_11;OPTIMUM;734.0;734;47.069;55886;OPTIMUM;734.0;734;41.711;69220;OPTIMUM;734.0;734;40.728;69229;OPTIMUM;734.0;734;37.577;56570;OPTIMUM;734.0;734;39.549;24761;OPTIMUM;734.0;734;37.808;24770;OPTIMUM;734.0;734;29.664;18875;OPTIMUM;734.0;734;32.604;19559
instance_40_20_5_12;OPTIMUM;724.0;724;73.416;57845;OPTIMUM;724.0;724;81.735;71387;OPTIMUM;724.0;724;76.497;71387;OPTIMUM;724.0;724;67.529;57845;OPTIMUM;724.0;724;77.844;24827;OPTIMUM;724.0;724;65.893;24827;OPTIMUM;724.0;724;77.712;18765;OPTIMUM;724.0;724;69.599;18765
instance_40_20_5_13;OPTIMUM;763.0;763;40.758;55352;OPTIMUM;763.0;763;53.533;71072;OPTIMUM;763.0;763;69.968;71072;OPTIMUM;763.0;763;44.188;56070;OPTIMUM;763.0;763;61.006;25221;OPTIMUM;763.0;763;42.859;25221;OPTIMUM;763.0;763;40.173;18587;OPTIMUM;763.0;763;48.681;19305
instance_40_20_5_14;OPTIMUM;772.0;772;63.34;56616;OPTIMUM;772.0;772;93.203;70606;OPTIMUM;772.0;772;85.423;70606;OPTIMUM;772.0;772;62.432;56616;OPTIMUM;772.0;772;119.221;26853;OPTIMUM;772.0;772;178.055;26853;OPTIMUM;772.0;772;50.513;20639;OPTIMUM;772.0;772;55.905;20639
instance_40_20_5_15;OPTIMUM;745.0;745;28.057;42389;OPTIMUM;745.0;745;30.265;55621;OPTIMUM;745.0;745;30.937;55665;OPTIMUM;745.0;745;29.468;43108;OPTIMUM;745.0;745;22.479;22704;OPTIMUM;745.0;745;31.555;22748;OPTIMUM;745.0;745;23.66;16655;OPTIMUM;745.0;745;22.667;17374
instance_40_20_5_16;OPTIMUM;745.0;745;20.797;44386;OPTIMUM;745.0;745;31.266;57518;OPTIMUM;745.0;745;31.314;57518;OPTIMUM;745.0;745;22.917;44386;OPTIMUM;745.0;745;36.484;22682;OPTIMUM;745.0;745;34.601;22682;OPTIMUM;745.0;745;27.455;16850;OPTIMUM;745.0;745;25.666;16850
instance_40_20_5_17;OPTIMUM;737.0;737;73.033;68687;OPTIMUM;737.0;737;71.302;83479;OPTIMUM;737.0;737;70.192;83479;OPTIMUM;737.0;737;67.357;68687;OPTIMUM;737.0;737;68.694;27321;OPTIMUM;737.0;737;62.568;27321;OPTIMUM;737.0;737;69.588;21070;OPTIMUM;737.0;737;62.273;21070
instance_40_20_5_18;OPTIMUM;758.0;758;51.239;40810;OPTIMUM;758.0;758;56.526;54839;OPTIMUM;758.0;758;54.965;54839;OPTIMUM;758.0;758;49.514;40810;OPTIMUM;758.0;758;48.124;22724;OPTIMUM;758.0;758;48.94;22724;OPTIMUM;758.0;758;46.962;16476;OPTIMUM;758.0;758;46.723;16476
instance_40_20_5_19;OPTIMUM;753.0;753;45.412;69321;OPTIMUM;753.0;753;48.332;84564;OPTIMUM;753.0;753;49.015;84564;OPTIMUM;753.0;753;42.861;69321;OPTIMUM;753.0;753;48.015;27474;OPTIMUM;753.0;753;45.373;27474;OPTIMUM;753.0;753;39.269;20887;OPTIMUM;753.0;753;39.738;20887
instance_40_20_5_2;OPTIMUM;751.0;751;67.613;60509;OPTIMUM;751.0;751;67.553;75023;OPTIMUM;751.0;751;64.144;75023;OPTIMUM;751.0;751;66.065;60509;OPTIMUM;751.0;751;57.596;26163;OPTIMUM;751.0;751;52.591;26163;OPTIMUM;751.0;751;52.328;19766;OPTIMUM;751.0;751;49.919;19766
instance_40_20_5_20;OPTIMUM;776.0;776;51.154;53539;OPTIMUM;776.0;776;66.757;67992;OPTIMUM;776.0;776;63.559;68009;OPTIMUM;776.0;776;46.356;54234;OPTIMUM;776.0;776;54.147;24609;OPTIMUM;776.0;776;46.222;24626;OPTIMUM;776.0;776;40.921;18468;OPTIMUM;776.0;776;40.399;19163
instance_40_20_5_21;OPTIMUM;761.0;761;49.581;56460;OPTIMUM;761.0;761;49.231;71634;OPTIMUM;761.0;761;55.099;71670;OPTIMUM;761.0;761;42.55;57200;OPTIMUM;761.0;761;40.45;27322;OPTIMUM;761.0;761;44.831;27358;OPTIMUM;761.0;761;35.503;20911;OPTIMUM;761.0;761;37.791;21651
instance_40_20_5_22;OPTIMUM;758.0;758;62.756;55935;OPTIMUM;758.0;758;55.179;69129;OPTIMUM;758.0;758;54.746;69132;OPTIMUM;758.0;758;54.007;56622;OPTIMUM;758.0;758;75.721;25486;OPTIMUM;758.0;758;60.372;25489;OPTIMUM;758.0;758;77.867;19394;OPTIMUM;758.0;758;117.976;20081
instance_40_20_5_23;OPTIMUM;766.0;766;42.464;55216;OPTIMUM;766.0;766;51.61;68659;OPTIMUM;766.0;766;43.952;68672;OPTIMUM;766.0;766;51.117;55915;OPTIMUM;766.0;766;72.002;25000;OPTIMUM;766.0;766;36.881;25013;OPTIMUM;766.0;766;36.562;19015;OPTIMUM;766.0;766;34.739;19714
instance_40_20_5_24;OPTIMUM;740.0;740;57.364;49444;OPTIMUM;740.0;740;60.998;63691;OPTIMUM;740.0;740;72.673;63691;OPTIMUM;740.0;740;61.221;50136;OPTIMUM;740.0;740;57.504;23831;OPTIMUM;740.0;740;58.402;23831;OPTIMUM;740.0;740;51.236;17511;OPTIMUM;740.0;740;47.242;18203
instance_40_20_5_25;OPTIMUM;699.0;699;225.737;46858;OPTIMUM;699.0;699;290.623;60779;TIMEOUT;None;;300.126;0;TIMEOUT;None;;300.121;0;OPTIMUM;699.0;699;192.061;23175;OPTIMUM;699.0;699;182.169;23188;OPTIMUM;699.0;699;278.746;16955;TIMEOUT;None;;300.129;0
instance_40_20_5_26;OPTIMUM;772.0;772;63.644;62360;OPTIMUM;772.0;772;74.786;77164;OPTIMUM;772.0;772;73.673;77176;OPTIMUM;772.0;772;61.947;63084;OPTIMUM;772.0;772;55.165;27286;OPTIMUM;772.0;772;55.624;27298;OPTIMUM;772.0;772;62.988;20743;OPTIMUM;772.0;772;66.951;21467
instance_40_20_5_27;OPTIMUM;689.0;689;51.488;36642;OPTIMUM;689.0;689;54.188;51264;OPTIMUM;689.0;689;55.803;51264;OPTIMUM;689.0;689;50.372;36642;OPTIMUM;689.0;689;48.522;21291;OPTIMUM;689.0;689;54.446;21291;OPTIMUM;689.0;689;52.048;14726;OPTIMUM;689.0;689;47.627;14726
instance_40_20_5_28;OPTIMUM;743.0;743;32.911;55340;OPTIMUM;743.0;743;28.127;68904;OPTIMUM;743.0;743;36.659;68949;OPTIMUM;743.0;743;30.184;55385;OPTIMUM;743.0;743;25.267;25218;OPTIMUM;743.0;743;35.075;25263;OPTIMUM;743.0;743;28.984;19285;OPTIMUM;743.0;743;25.285;19330
instance_40_20_5_29;OPTIMUM;734.0;734;62.13;62238;OPTIMUM;734.0;734;65.464;75749;OPTIMUM;734.0;734;69.779;75749;OPTIMUM;734.0;734;57.293;62238;OPTIMUM;734.0;734;55.542;25741;OPTIMUM;734.0;734;55.577;25741;OPTIMUM;734.0;734;53.373;19729;OPTIMUM;734.0;734;53.795;19729
instance_40_20_5_3;OPTIMUM;757.0;757;47.145;43483;OPTIMUM;757.0;757;55.634;58115;OPTIMUM;757.0;757;72.628;58136;OPTIMUM;757.0;757;62.406;44207;OPTIMUM;757.0;757;48.928;23138;OPTIMUM;757.0;757;54.381;23159;OPTIMUM;757.0;757;56.283;16856;OPTIMUM;757.0;757;55.867;17580
instance_40_20_5_30;OPTIMUM;755.0;755;65.528;51491;OPTIMUM;755.0;755;67.341;64830;OPTIMUM;755.0;755;58.391;64852;OPTIMUM;755.0;755;53.201;51513;OPTIMUM;755.0;755;57.997;25526;OPTIMUM;755.0;755;58.173;25548;OPTIMUM;755.0;755;49.071;19617;OPTIMUM;755.0;755;56.023;19639
instance_40_20_5_31;OPTIMUM;737.0;737;32.01;50544;OPTIMUM;737.0;737;30.796;64435;OPTIMUM;737.0;737;33.728;64435;OPTIMUM;737.0;737;28.223;51224;OPTIMUM;737.0;737;25.764;23284;OPTIMUM;737.0;737;26.436;23284;OPTIMUM;737.0;737;29.65;17260;OPTIMUM;737.0;737;22.633;17940
instance_40_20_5_32;UNSATISFIABLE;None;;0.381;0;UNSATISFIABLE;None;;0.444;0;UNSATISFIABLE;None;;0.457;0;UNSATISFIABLE;None;;0.396;0;UNSATISFIABLE;None;;0.334;0;UNSATISFIABLE;None;;0.349;0;UNSATISFIABLE;None;;0.297;0;UNSATISFIABLE;None;;0.311;0
instance_40_20_5_33;OPTIMUM;769.0;769;73.404;67036;OPTIMUM;769.0;769;72.792;81113;OPTIMUM;769.0;769;73.472;81113;OPTIMUM;769.0;769;71.119;67036;OPTIMUM;769.0;769;64.553;27244;OPTIMUM;769.0;769;61.94;27244;OPTIMUM;769.0;769;68.162;20941;OPTIMUM;769.0;769;67.351;20941
instance_40_20_5_34;TIMEOUT;None;;300.125;0;TIMEOUT;None;;300.125;0;TIMEOUT;None;;300.126;0;TIMEOUT;None;;300.125;0;TIMEOUT;None;;300.124;0;TIMEOUT;None;;300.13;0;TIMEOUT;None;;300.122;0;OPTIMUM;748.0;748;254.61;19088
instance_40_20_5_35;UNSATISFIABLE;None;;0.497;0;UNSATISFIABLE;None;;0.589;0;UNSATISFIABLE;None;;0.572;0;UNSATISFIABLE;None;;0.53;0;UNSATISFIABLE;None;;0.543;0;UNSATISFIABLE;None;;0.436;0;UNSATISFIABLE;None;;0.467;0;UNSATISFIABLE;None;;0.433;0
instance_40_20_5_36;OPTIMUM;722.0;722;55.936;51716;OPTIMUM;722.0;722;65.805;66093;OPTIMUM;722.0;722;71.494;66106;OPTIMUM;722.0;722;57.896;51729;OPTIMUM;722.0;722;63.194;24389;OPTIMUM;722.0;722;57.9;24402;OPTIMUM;722.0;722;50.804;18255;OPTIMUM;722.0;722;56.593;18268
instance_40_20_5_37;OPTIMUM;771.0;771;44.72;56436;OPTIMUM;771.0;771;86.377;70367;OPTIMUM;771.0;771;52.388;70387;OPTIMUM;771.0;771;52.169;57143;OPTIMUM;771.0;771;44.279;24624;OPTIMUM;771.0;771;42.424;24644;OPTIMUM;771.0;771;48.938;18474;OPTIMUM;771.0;771;50.779;19181
instance_40_20_5_38;OPTIMUM;764.0;764;22.529;52292;OPTIMUM;764.0;764;39.305;66503;OPTIMUM;764.0;764;42.08;66503;OPTIMUM;764.0;764;22.522;52292;OPTIMUM;764.0;764;18.888;25002;OPTIMUM;764.0;764;18.826;25002;OPTIMUM;764.0;764;16.843;18846;OPTIMUM;764.0;764;16.97;18846
instance_40_20_5_39;OPTIMUM;776.0;776;96.474;53938;OPTIMUM;776.0;776;64.773;68294;OPTIMUM;776.0;776;48.056;68301;OPTIMUM;776.0;776;44.229;54636;OPTIMUM;776.0;776;68.166;25412;OPTIMUM;776.0;776;125.151;25419;OPTIMUM;776.0;776;42.801;19286;OPTIMUM;776.0;776;111.235;19984
instance_40_20_5_4;OPTIMUM;723.0;723;51.112;57811;OPTIMUM;723.0;723;51.438;71707;OPTIMUM;723.0;723;58.269;71723;OPTIMUM;723.0;723;50.875;58507;OPTIMUM;723.0;723;46.263;25161;OPTIMUM;723.0;723;39.375;25177;OPTIMUM;723.0;723;42.169;19012;OPTIMUM;723.0;723;49.028;19708
instance_40_20_5_40;OPTIMUM;688.0;688;68.009;56586;OPTIMUM;688.0;688;85.84;71721;OPTIMUM;688.0;688;78.998;71722;OPTIMUM;688.0;688;67.989;57292;OPTIMUM;688.0;688;79.531;24777;OPTIMUM;688.0;688;76.411;24778;OPTIMUM;688.0;688;91.797;18252;OPTIMUM;688.0;688;71.858;18958
instance_40_20_5_41;OPTIMUM;723.0;723;43.457;49094;OPTIMUM;723.0;723;45.771;63596;OPTIMUM;723.0;723;51.493;63661;OPTIMUM;723.0;723;40.343;49876;OPTIMUM;723.0;723;44.304;23218;OPTIMUM;723.0;723;33.827;23283;OPTIMUM;723.0;723;33.875;16751;OPTIMUM;723.0;723;35.632;17533
instance_40_20_5_42;OPTIMUM;722.0;722;61.211;58824;OPTIMUM;722.0;722;64.168;73218;OPTIMUM;722.0;722;70.012;73251;OPTIMUM;722.0;722;66.201;59557;OPTIMUM;722.0;722;43.571;26455;OPTIMUM;722.0;722;57.438;26488;OPTIMUM;722.0;722;52.954;20163;OPTIMUM;722.0;722;45.517;20896
instance_40_20_5_43;OPTIMUM;756.0;756;41.593;60954;OPTIMUM;756.0;756;47.877;75070;OPTIMUM;756.0;756;49.627;75070;OPTIMUM;756.0;756;38.377;60954;OPTIMUM;756.0;756;42.587;28068;OPTIMUM;756.0;756;40.085;28068;OPTIMUM;756.0;756;28.936;21832;OPTIMUM;756.0;756;32.579;21832
instance_40_20_5_44;OPTIMUM;735.0;735;44.837;59489;OPTIMUM;735.0;735;60.189;74298;OPTIMUM;735.0;735;54.66;74316;OPTIMUM;735.0;735;57.159;59507;OPTIMUM;735.0;735;44.162;25812;OPTIMUM;735.0;735;46.124;25830;OPTIMUM;735.0;735;47.955;19376;OPTIMUM;735.0;735;43.122;19394
instance_40_20_5_45;TIMEOUT;None;;300.116;0;TIMEOUT;None;;300.121;0;TIMEOUT;None;;300.116;0;TIMEOUT;None;;300.118;0;TIMEOUT;None;;300.116;0;TIMEOUT;None;;300.114;0;TIMEOUT;None;;300.114;0;TIMEOUT;None;;300.121;0
instance_40_20_5_46;OPTIMUM;741.0;741;43.726;44511;OPTIMUM;741.0;741;49.858;58614;OPTIMUM;741.0;741;43.255;58614;OPTIMUM;741.0;741;41.285;45199;OPTIMUM;741.0;741;37.95;22935;OPTIMUM;741.0;741;40.923;22935;OPTIMUM;741.0;741;34.717;16619;OPTIMUM;741.0;741;39.371;17307
instance_40_20_5_47;OPTIMUM;703.0;703;53.702;47404;OPTIMUM;703.0;703;55.817;60479;OPTIMUM;703.0;703;55.553;60479;OPTIMUM;703.0;703;54.03;48065;OPTIMUM;703.0;703;61.26;22887;OPTIMUM;703.0;703;63.058;22887;OPTIMUM;703.0;703;55.114;16980;OPTIMUM;703.0;703;53.538;17641
instance_40_20_5_48;OPTIMUM;767.0;767;35.271;58469;OPTIMUM;767.0;767;44.05;73246;OPTIMUM;767.0;767;40.488;73246;OPTIMUM;767.0;767;32.918;58469;OPTIMUM;767.0;767;31.241;26143;OPTIMUM;767.0;767;32.438;26143;OPTIMUM;767.0;767;29.811;19870;OPTIMUM;767.0;767;29.768;19870
instance_40_20_5_49;OPTIMUM;776.0;776;71.787;64301;OPTIMUM;776.0;776;104.441;79384;OPTIMUM;776.0;776;80.194;79385;OPTIMUM;776.0;776;85.877;65010;OPTIMUM;776.0;776;69.205;28168;OPTIMUM;776.0;776;65.411;28169;OPTIMUM;776.0;776;103.691;21795;OPTIMUM;776.0;776;56.987;22504
instance_40_20_5_5;UNSATISFIABLE;None;;32.908;0;UNSATISFIABLE;None;;1.766;0;UNSATISFIABLE;None;;1.798;0;UNSATISFIABLE;None;;22.585;0;UNSATISFIABLE;None;;1.872;0;UNSATISFIABLE;None;;1.948;0;UNSATISFIABLE;None;;18.553;0;UNSATISFIABLE;None;;16.697;0
instance_40_20_5_50;OPTIMUM;729.0;729;42.159;46133;OPTIMUM;729.0;729;54.087;59953;OPTIMUM;729.0;729;43.566;59967;OPTIMUM;729.0;729;49.556;46147;OPTIMUM;729.0;729;40.605;22348;OPTIMUM;729.0;729;47.758;22362;OPTIMUM;729.0;729;47.427;16253;OPTIMUM;729.0;729;43.247;16267
instance_40_20_5_6;OPTIMUM;733.0;733;56.671;66366;OPTIMUM;733.0;733;116.076;81054;OPTIMUM;733.0;733;58.794;81094;OPTIMUM;733.0;733;62.962;67099;OPTIMUM;733.0;733;46.241;26803;OPTIMUM;733.0;733;50.907;26843;OPTIMUM;733.0;733;56.308;20520;OPTIMUM;733.0;733;45.795;21253
instance_40_20_5_7;OPTIMUM;754.0;754;8.756;43956;OPTIMUM;754.0;754;9.9;59884;OPTIMUM;754.0;754;8.707;59920;OPTIMUM;754.0;754;10.606;43992;OPTIMUM;754.0;754;8.053;23469;OPTIMUM;754.0;754;19.351;23505;OPTIMUM;754.0;754;8.239;16613;OPTIMUM;754.0;754;7.107;16649
instance_40_20_5_8;OPTIMUM;775.0;775;59.026;54789;OPTIMUM;775.0;775;79.165;68846;OPTIMUM;775.0;775;69.207;68846;OPTIMUM;775.0;775;46.839;54789;OPTIMUM;775.0;775;46.246;25940;OPTIMUM;775.0;775;40.631;25940;OPTIMUM;775.0;775;49.777;19709;OPTIMUM;775.0;775;54.731;19709
instance_40_20_5_9;OPTIMUM;707.0;707;50.825;41397;;;;;;OPTIMUM;707.0;707;62.657;55219;OPTIMUM;707.0;707;48.644;42079;OPTIMUM;707.0;707;67.181;21094;OPTIMUM;707.0;707;54.381;21094;OPTIMUM;707.0;707;52.519;15000;OPTIMUM;707.0;707;50.811;15682
instance_40_25_5_1;OPTIMUM;779.0;779;42.449;60026;OPTIMUM;779.0;779;44.156;75343;OPTIMUM;779.0;779;48.258;75369;OPTIMUM;779.0;779;35.973;60052;OPTIMUM;779.0;779;47.524;28230;OPTIMUM;779.0;779;68.529;28256;OPTIMUM;779.0;779;33.418;21784;OPTIMUM;779.0;779;58.348;21810
instance_40_25_5_10;OPTIMUM;772.0;772;78.306;79088;OPTIMUM;772.0;772;77.236;93701;OPTIMUM;772.0;772;72.012;93701;OPTIMUM;772.0;772;102.318;79088;OPTIMUM;772.0;772;50.701;33313;OPTIMUM;772.0;772;56.902;33313;OPTIMUM;772.0;772;47.328;26974;OPTIMUM;772.0;772;49.864;26974
instance_40_25_5_11;OPTIMUM;783.0;783;47.153;70383;OPTIMUM;783.0;783;59.976;84490;OPTIMUM;783.0;783;60.17;84526;OPTIMUM;783.0;783;44.509;71116;OPTIMUM;783.0;783;32.494;29689;OPTIMUM;783.0;783;35.477;29725;OPTIMUM;783.0;783;33.842;23605;OPTIMUM;783.0;783;35.871;24338
instance_40_25_5_12;OPTIMUM;781.0;781;66.07;68749;OPTIMUM;781.0;781;76.994;83848;OPTIMUM;781.0;781;74.111;83849;OPTIMUM;781.0;781;79.695;69466;OPTIMUM;781.0;781;60.63;29857;OPTIMUM;781.0;781;71.076;29858;OPTIMUM;781.0;781;59.263;23421;OPTIMUM;781.0;781;55.799;24138
instance_40_25_5_13;OPTIMUM;784.0;784;48.537;72182;OPTIMUM;784.0;784;54.4;85386;OPTIMUM;784.0;784;65.202;85445;OPTIMUM;784.0;784;52.505;72241;OPTIMUM;784.0;784;40.725;30957;OPTIMUM;784.0;784;52.438;31016;OPTIMUM;784.0;784;43.142;25078;OPTIMUM;784.0;784;52.984;25137
instance_40_25_5_14;OPTIMUM;781.0;781;69.248;83288;OPTIMUM;781.0;781;90.986;96700;OPTIMUM;781.0;781;99.26;96700;OPTIMUM;781.0;781;70.884;83288;OPTIMUM;781.0;781;78.22;33361;OPTIMUM;781.0;781;70.835;33361;OPTIMUM;781.0;781;88.157;27302;OPTIMUM;781.0;781;84.104;27302
instance_40_25_5_15;OPTIMUM;715.0;715;35.79;57220;OPTIMUM;715.0;715;64.216;71208;OPTIMUM;715.0;715;93.299;71230;OPTIMUM;715.0;715;58.285;57938;OPTIMUM;715.0;715;68.962;26877;OPTIMUM;715.0;715;62.678;26899;OPTIMUM;715.0;715;46.941;20662;OPTIMUM;715.0;715;28.189;21380
instance_40_25_5_16;OPTIMUM;759.0;759;50.281;69171;OPTIMUM;759.0;759;60.78;83951;OPTIMUM;759.0;759;46.428;83951;OPTIMUM;759.0;759;62.833;69873;OPTIMUM;759.0;759;60.793;29564;OPTIMUM;759.0;759;42.707;29564;OPTIMUM;759.0;759;37.655;23149;OPTIMUM;759.0;759;43.865;23851
instance_40_25_5_17;OPTIMUM;745.0;745;56.343;69117;OPTIMUM;745.0;745;66.06;82840;OPTIMUM;745.0;745;65.56;82840;OPTIMUM;745.0;745;59.331;69117;OPTIMUM;745.0;745;50.426;30663;OPTIMUM;745.0;745;52.347;30663;OPTIMUM;745.0;745;51.051;24595;OPTIMUM;745.0;745;53.696;24595
instance_40_25_5_18;OPTIMUM;784.0;784;68.083;69852;OPTIMUM;784.0;784;80.682;84295;OPTIMUM;784.0;784;85.092;84314;OPTIMUM;784.0;784;80.472;69871;OPTIMUM;784.0;784;62.014;29789;OPTIMUM;784.0;784;64.523;29808;OPTIMUM;784.0;784;70.967;23514;OPTIMUM;784.0;784;75.128;23533
instance_40_25_5_19;OPTIMUM;734.0;734;51.465;49086;OPTIMUM;734.0;734;52.957;63830;OPTIMUM;734.0;734;55.725;63830;OPTIMUM;734.0;734;50.01;49086;OPTIMUM;734.0;734;48.711;25154;OPTIMUM;734.0;734;58.195;25154;OPTIMUM;734.0;734;55.265;18773;OPTIMUM;734.0;734;57.543;18773
instance_40_25_5_2;OPTIMUM;775.0;775;43.856;66914;OPTIMUM;775.0;775;58.843;80762;OPTIMUM;775.0;775;57.955;80762;OPTIMUM;775.0;775;41.157;66914;OPTIMUM;775.0;775;28.868;29536;OPTIMUM;775.0;775;25.83;29536;OPTIMUM;775.0;775;27.98;23597;OPTIMUM;775.0;775;30.667;23597
instance_40_25_5_20;OPTIMUM;767.0;767;246.758;80264;OPTIMUM;767.0;767;120.217;95066;OPTIMUM;767.0;767;103.128;95144;OPTIMUM;767.0;767;95.293;81054;OPTIMUM;767.0;767;131.195;31345;OPTIMUM;767.0;767;99.087;31423;OPTIMUM;767.0;767;88.167;25053;OPTIMUM;767.0;767;144.023;25843
instance_40_25_5_21;OPTIMUM;758.0;758;51.417;62292;OPTIMUM;758.0;758;57.623;76483;OPTIMUM;758.0;758;61.684;76483;OPTIMUM;758.0;758;58.017;62993;OPTIMUM;758.0;758;34.202;30471;OPTIMUM;758.0;758;37.5;30471;OPTIMUM;758.0;758;55.403;24282;OPTIMUM;758.0;758;35.16;24983
instance_40_25_5_22;OPTIMUM;761.0;761;45.371;61938;OPTIMUM;761.0;761;47.867;75883;OPTIMUM;761.0;761;48.491;75883;OPTIMUM;761.0;761;42.744;61938;OPTIMUM;761.0;761;41.785;27152;OPTIMUM;761.0;761;44.41;27152;OPTIMUM;761.0;761;39.733;20896;OPTIMUM;761.0;761;38.672;20896
instance_40_25_5_23;OPTIMUM;769.0;769;93.369;89163;OPTIMUM;769.0;769;139.317;103218;OPTIMUM;769.0;769;82.092;103234;OPTIMUM;769.0;769;74.5;89861;OPTIMUM;769.0;769;100.149;31825;OPTIMUM;769.0;769;85.723;31841;OPTIMUM;769.0;769;71.825;25849;OPTIMUM;769.0;769;61.384;26547
instance_40_25_5_24;OPTIMUM;738.0;738;59.602;57075;OPTIMUM;738.0;738;53.252;71791;OPTIMUM;738.0;738;62.686;71810;OPTIMUM;738.0;738;60.451;57793;OPTIMUM;738.0;738;50.064;26746;OPTIMUM;738.0;738;47.741;26765;OPTIMUM;738.0;738;51.077;20435;OPTIMUM;738.0;738;42.087;21153
