cfg_id;label;instance_name;method;objective_mode;objective_policy;delta;similarity_reference_optimum;similarity_lower_bound;similarity_realized_loss_absolute;similarity_realized_loss_fraction;similarity_realized_loss_ratio;cardinality;ic;sb;status;elapsed_s;timeout_seconds;solve_s;solver_calls;variables;hard_clauses;soft_clauses;best_value;weighted_reference_score;similarity;continuity;overtime;coverage;stage_objectives;stage_optima
1;TOT-none-none;instance_30_10_4_1;epsilon;epsilon-constraint;similarity-budget;0.01;421;417;;;;totalizer;none;none;TIMEOUT;300.1306342;300.0;9.353423232;2;6161;62317;532;;;;;;;similarity_reference;421
1;TOT-none-none;instance_30_10_4_10;epsilon;epsilon-constraint;similarity-budget;0.01;414;410;;;;totalizer;none;none;TIMEOUT;300.1214958;300.0;8.195327509;2;5936;57797;533;;;;;;;similarity_reference;414
1;TOT-none-none;instance_30_10_4_11;epsilon;epsilon-constraint;similarity-budget;0.01;402;398;;;;totalizer;none;none;TIMEOUT;300.1221636;300.0;10.98657703;2;5726;54938;520;;;;;;;similarity_reference;402
1;TOT-none-none;instance_30_10_4_12;epsilon;epsilon-constraint;similarity-budget;0.01;397;394;;;;totalizer;none;none;TIMEOUT;300.1291314;300.0;5.45829621;2;6048;62607;535;;;;;;;similarity_reference;397
1;TOT-none-none;instance_30_10_4_13;epsilon;epsilon-constraint;similarity-budget;0.01;;;;;;totalizer;none;none;UNSATISFIABLE;0.035214141;300.0;0;1;0;0;0;;;;;;;;
1;TOT-none-none;instance_30_10_4_14;epsilon;epsilon-constraint;similarity-budget;0.01;;;;;;totalizer;none;none;UNSATISFIABLE;0.035836828;300.0;0;1;0;0;0;;;;;;;;
1;TOT-none-none;instance_30_10_4_15;epsilon;epsilon-constraint;similarity-budget;0.01;;;;;;totalizer;none;none;UNSATISFIABLE;0.02435452;300.0;0;1;0;0;0;;;;;;;;
1;TOT-none-none;instance_30_10_4_16;epsilon;epsilon-constraint;similarity-budget;0.01;436;432;;;;totalizer;none;none;TIMEOUT;300.1269206;300.0;6.392960837;2;6555;68091;565;;;;;;;similarity_reference;436
1;TOT-none-none;instance_30_10_4_17;epsilon;epsilon-constraint;similarity-budget;0.01;402;398;;;;totalizer;none;none;TIMEOUT;300.1242609;300.0;5.124385419;2;4770;39967;399;;;;;;;similarity_reference;402
1;TOT-none-none;instance_30_10_4_18;epsilon;epsilon-constraint;similarity-budget;0.01;414;410;;;;totalizer;none;none;TIMEOUT;300.1268793;300.0;6.685892123;2;5430;48777;484;;;;;;;similarity_reference;414
1;TOT-none-none;instance_30_10_4_19;epsilon;epsilon-constraint;similarity-budget;0.01;;;;;;totalizer;none;none;UNSATISFIABLE;0.043263748;300.0;0;1;0;0;0;;;;;;;;
1;TOT-none-none;instance_30_10_4_2;epsilon;epsilon-constraint;similarity-budget;0.01;;;;;;totalizer;none;none;UNSATISFIABLE;0.044684149;300.0;0;1;0;0;0;;;;;;;;
1;TOT-none-none;instance_30_10_4_20;epsilon;epsilon-constraint;similarity-budget;0.01;;;;;;totalizer;none;none;UNSATISFIABLE;0.035510414;300.0;0;1;0;0;0;;;;;;;;
1;TOT-none-none;instance_30_10_4_21;epsilon;epsilon-constraint;similarity-budget;0.01;;;;;;totalizer;none;none;UNSATISFIABLE;0.04541067;300.0;0;1;0;0;0;;;;;;;;
1;TOT-none-none;instance_30_10_4_22;epsilon;epsilon-constraint;similarity-budget;0.01;;;;;;totalizer;none;none;UNSATISFIABLE;0.036650472;300.0;0;1;0;0;0;;;;;;;;
1;TOT-none-none;instance_30_10_4_23;epsilon;epsilon-constraint;similarity-budget;0.01;382;379;;;;totalizer;none;none;TIMEOUT;300.1263305;300.0;10.09938871;2;6257;63444;563;;;;;;;similarity_reference;382
1;TOT-none-none;instance_30_10_4_24;epsilon;epsilon-constraint;similarity-budget;0.01;396;393;;;;totalizer;none;none;TIMEOUT;300.1224882;300.0;14.20544442;2;5370;48224;463;;;;;;;similarity_reference;396
1;TOT-none-none;instance_30_10_4_25;epsilon;epsilon-constraint;similarity-budget;0.01;446;442;;;;totalizer;none;none;TIMEOUT;300.1299026;300.0;2.467708435;2;6809;73557;614;;;;;;;similarity_reference;446
1;TOT-none-none;instance_30_10_4_26;epsilon;epsilon-constraint;similarity-budget;0.01;;;;;;totalizer;none;none;UNSATISFIABLE;0.049138987;300.0;0;1;0;0;0;;;;;;;;
1;TOT-none-none;instance_30_10_4_27;epsilon;epsilon-constraint;similarity-budget;0.01;405;401;;;;totalizer;none;none;TIMEOUT;300.1264923;300.0;9.394601204;2;5189;43780;480;;;;;;;similarity_reference;405
