cfg_id;label;instance_name;method;objective_mode;objective_policy;delta;similarity_reference_optimum;similarity_lower_bound;similarity_realized_loss_absolute;similarity_realized_loss_fraction;similarity_realized_loss_ratio;cardinality;ic;sb;status;elapsed_s;timeout_seconds;solve_s;solver_calls;variables;hard_clauses;soft_clauses;best_value;weighted_reference_score;similarity;continuity;overtime;coverage;stage_objectives;stage_optima
1;TOT-none-none;instance_30_10_4_1;epsilon;epsilon-constraint;similarity-budget;0.10;421;379;;;;totalizer;none;none;TIMEOUT;300.1263435;300.0;8.360140158;2;6161;62317;532;;;;;;;similarity_reference;421
1;TOT-none-none;instance_30_10_4_10;epsilon;epsilon-constraint;similarity-budget;0.10;414;373;;;;totalizer;none;none;TIMEOUT;300.1198239;300.0;8.236731538;2;5936;57797;533;;;;;;;similarity_reference;414
1;TOT-none-none;instance_30_10_4_11;epsilon;epsilon-constraint;similarity-budget;0.10;402;362;;;;totalizer;none;none;TIMEOUT;300.1240246;300.0;10.94608977;2;5726;54938;520;;;;;;;similarity_reference;402
1;TOT-none-none;instance_30_10_4_12;epsilon;epsilon-constraint;similarity-budget;0.10;397;358;;;;totalizer;none;none;TIMEOUT;300.1237713;300.0;5.408757424;2;6048;62607;535;;;;;;;similarity_reference;397
1;TOT-none-none;instance_30_10_4_13;epsilon;epsilon-constraint;similarity-budget;0.10;;;;;;totalizer;none;none;UNSATISFIABLE;0.034252624;300.0;0;1;0;0;0;;;;;;;;
1;TOT-none-none;instance_30_10_4_14;epsilon;epsilon-constraint;similarity-budget;0.10;;;;;;totalizer;none;none;UNSATISFIABLE;0.033555586;300.0;0;1;0;0;0;;;;;;;;
1;TOT-none-none;instance_30_10_4_15;epsilon;epsilon-constraint;similarity-budget;0.10;;;;;;totalizer;none;none;UNSATISFIABLE;0.025616081;300.0;0;1;0;0;0;;;;;;;;
1;TOT-none-none;instance_30_10_4_16;epsilon;epsilon-constraint;similarity-budget;0.10;436;393;;;;totalizer;none;none;TIMEOUT;300.1254154;300.0;6.3744837;2;6555;68091;565;;;;;;;similarity_reference;436
1;TOT-none-none;instance_30_10_4_17;epsilon;epsilon-constraint;similarity-budget;0.10;402;362;;;;totalizer;none;none;TIMEOUT;300.1276336;300.0;264.397840454;4;129451;289330;847;;;;;;;similarity_reference | continuity | overtime;402 | 0 | 0
1;TOT-none-none;instance_30_10_4_18;epsilon;epsilon-constraint;similarity-budget;0.10;414;373;;;;totalizer;none;none;TIMEOUT;300.1346833;300.0;227.887352655;3;92307;222531;858;;;;;;;similarity_reference | continuity;414 | 0
1;TOT-none-none;instance_30_10_4_19;epsilon;epsilon-constraint;similarity-budget;0.10;;;;;;totalizer;none;none;UNSATISFIABLE;0.052855713;300.0;0;1;0;0;0;;;;;;;;
1;TOT-none-none;instance_30_10_4_2;epsilon;epsilon-constraint;similarity-budget;0.10;;;;;;totalizer;none;none;UNSATISFIABLE;0.042165529;300.0;0;1;0;0;0;;;;;;;;
1;TOT-none-none;instance_30_10_4_20;epsilon;epsilon-constraint;similarity-budget;0.10;;;;;;totalizer;none;none;UNSATISFIABLE;0.038716727;300.0;0;1;0;0;0;;;;;;;;
1;TOT-none-none;instance_30_10_4_21;epsilon;epsilon-constraint;similarity-budget;0.10;;;;;;totalizer;none;none;UNSATISFIABLE;0.043746065;300.0;0;1;0;0;0;;;;;;;;
1;TOT-none-none;instance_30_10_4_22;epsilon;epsilon-constraint;similarity-budget;0.10;;;;;;totalizer;none;none;UNSATISFIABLE;0.040238843;300.0;0;1;0;0;0;;;;;;;;
1;TOT-none-none;instance_30_10_4_23;epsilon;epsilon-constraint;similarity-budget;0.10;382;344;;;;totalizer;none;none;TIMEOUT;300.1375349;300.0;260.00805299;4;173335;397601;891;;;;;;;similarity_reference | continuity | overtime;382 | 0 | 0
